"","res_list.IN_2.pvalue","res_list.IN_1.pvalue","res_list.IN.pvalue","res_list.nIN_1.pvalue","res_list.nIN.pvalue","res_list.nEN_1.pvalue","res_list.nEN.pvalue","res_list.IPC.pvalue","res_list.MGE.pvalue","res_list.RG.pvalue","Mean"
"NUFIP1",0.516077100645904,0.921641765645961,0.874308600454791,0.597336799500304,0.770802486807884,0.670263927367815,0.714414856252083,0.976961929921221,0.592319122879836,0.673471930413491,0.730759851988929
"AL359706.1",0.195993006235552,0.134212058925478,0.290897880561465,0.969339951581631,0.394366071531171,0.727833529047479,0.848967606132332,0.369975132955119,0.949751411038998,0.552011356424191,0.543334800443342
"GPALPP1",0.618289832745082,0.886688913557353,0.376811476769632,0.726690395153288,0.744509796085998,0.10185461240187,0.625843316172513,0.831167342414891,0.896396206304832,0.586118049629362,0.639436994123482
"GTF2F2",0.126253107446394,0.638270185879665,0.618192391826684,0.418806895525082,0.780562854863408,0.393366278944684,0.769200011900205,0.515626522834448,0.0699429808467839,0.258402512203204,0.458862374227056
"TPT1",0.201858245023411,0.22712435378637,0.0364783330795316,0.16053552877042,0.798807369574027,0.327030128872346,0.468041442357642,0.742428500095403,0.345617272086118,0.201638616838656,0.350955979048392
"TPT1-AS1",0.275843269406035,0.14416037921171,0.649557764223951,0.3791853614031,0.0635249503512805,0.669122859075073,0.646853607617212,0.838176684013857,0.239129161393055,0.651970246428768,0.455752428312404
"SLC25A30",0.821909134069043,0.423923711414845,0.639686705787139,1,0.189969444592528,0.464884489494958,0.891633551659232,0.657654628290727,0.916187679790887,0.460042713644145,0.64658920587435
"COG3",0.429015652695714,0.292343102147405,0.200853371794049,0.814642439282727,0.690738222723203,0.876079796288076,0.562485470039175,0.808803457538937,0.894793986972556,0.531540463275619,0.610129596275746
"SIAH3",0.0619841848903404,0.646107525452786,0.613148244196966,0.67686741388022,0.937897128944462,0.0850917115752506,0.347699686211169,0.668115933130658,0.337464323642449,0.198251412259209,0.457262756418351
"ZC3H13",0.501021561301041,0.977221877090524,0.763089168506087,0.654880044333442,0.496314406439113,0.510061070312948,0.772126470558818,0.585036562848893,0.986096365352739,0.265329096080498,0.651117662282411
"CPB2-AS1",0.717518038289177,0.440750949990197,0.369236284237,0.892103751695426,0.733259179577263,0.339428763113934,0.506327377901989,0.322894617607894,0.507614287727829,0.703499926140605,0.553263317628132
"CPB2",0.356879398046307,0.440151081887487,0.266761094819527,0.996434903727654,0.751319884314457,0.381384729397792,0.62845146477442,0.923413048990453,0.255937218422051,0.599687365281079,0.560042018966123
"RUBCNL",0.179210806319423,0.319264880538964,0.256295997212336,0.819759007362308,0.618999348209071,0.280307892419092,0.251858217044689,0.169639034520295,0.126879303498638,0.142890163870077,0.316510465099489
"LRCH1",0.949381504731826,0.757101170907321,0.409061002549976,0.266496757436718,0.00895249177574024,0.686402748439473,0.274832400499312,0.0585871727384143,0.001396587303672,0.57836297159727,0.399057480797972
"ESD",0.866009615307593,0.661036176568599,0.846994607468502,0.862439091171723,0.582998498621054,0.438213190012509,0.314337686474608,0.845670200186346,0.901149759274901,0.357178811072046,0.667602763615788
"HTR2A",0.3703653615234,0.0755999438871483,0.691874693033959,0.922684923572147,0.655915756901163,0.325871666392175,0.684279012604366,0.561241239736483,0.882329028518241,0.442787666548352,0.561294929271744
"SUCLA2",0.380324754817841,0.359905880581439,0.867520519411726,0.645821259849901,0.874339374952933,0.450571335946808,0.0838138961195345,0.0782133174273306,0.280833220022241,0.372773821135971,0.439411738026572
"NUDT15",0.476408173766648,0.383305771889456,0.291699794727349,0.471744407085235,0.155521691617287,0.897275231429253,0.630286039400505,0.210083922418446,0.471637308205467,0.0963316830659059,0.408429402360555
"MED4",0.645375410301559,0.845752300335346,0.918834408231778,0.163704948177417,0.700441165854774,0.563206916571863,0.833480593002661,0.499817344999697,0.414623768308461,0.293412052995221,0.587864890877878
"ITM2B",0.040228730051568,0.313041265461071,0.761184937430802,0.829185353979091,0.788432283962394,0.861079843549545,0.604879047979497,0.395605553563871,0.209232665229201,0.030855538793287,0.483372522000033
"RB1",0.247599981228463,0.434796820059181,0.300836564196953,0.11350297765941,0.949894310747526,0.847023103401509,0.585989929202138,0.860919438388558,0.417687104583972,0.819665796327392,0.55779160257951
"RCBTB2",0.143975942246417,0.0581195746976138,0.453485436249794,0.404957670995636,0.12820210448531,0.226452041538848,0.88310348969695,0.924300949936879,0.452498523509117,0.915827406410405,0.459092313976697
"FNDC3A",0.842004112580222,0.589886192959894,0.913260034393555,0.429776207998518,0.870088349579659,0.115075987207675,0.670970052031715,0.740193977800141,0.280879397581282,0.83156957515777,0.628370388729043
"CDADC1",0.21307672765964,0.352356549667202,0.526608725390851,0.552770939556734,0.616154225962086,0.645539651527228,0.9419048513261,0.803518922942073,0.279805256193878,0.652753778268625,0.558448962849442
"CAB39L",0.394529095429376,0.785390248007647,0.741785714108705,0.0939370496193132,0.25440130267517,0.116631093470584,0.65457001296641,0.611274933993325,0.497182881082345,0.262945982636785,0.441264831398966
"SETDB2",0.980999452711193,0.815856444382313,0.717448991458267,0.792508659444302,0.992652649959829,0.180683192496286,0.655531417137436,0.707351948487779,0.883660573092043,0.903314936713644,0.763000826588309
"RCBTB1",0.785312247536819,0.120576719622299,0.640220900327074,0.616602904754658,0.438647801963308,0.466001779112254,0.817384432061127,0.687016746109433,0.775928767670385,0.989764092898213,0.633745639205557
"EBPL",0.92216866521051,0.713300600675243,0.175208180736258,0.00331485856987257,0.69630895898647,0.0743495043101435,0.84313115177909,0.941650655942561,0.0188770696989664,0.277364923162353,0.466567456907147
"KPNA3",0.980435080306609,0.86376360548363,0.579171505032932,0.00793523185070571,0.541933762658547,0.249007641161755,0.192828452373169,0.598484679994608,0.273903992683952,0.284975805827388,0.457243975737329
"SPRYD7",0.315051635476071,0.116137228387427,0.80338124812464,0.82777283773221,0.0313280125291872,0.972308121567366,0.556396667622683,0.214662580762446,0.644005268889127,0.786206361679651,0.526724996277081
"DLEU2",0.996707594773909,0.205891202128319,0.354567746666158,0.040112680602248,0.460228009858453,0.00660762077723982,0.565373501436067,0.216030727506685,0.00951891071240606,0.162179702626945,0.301721769708843
"TRIM13",0.825652910339888,0.25776947709801,0.915668515051705,0.649408806429941,0.59787543392859,0.0185982923172653,0.667489849220158,0.249525191318972,0.0448256463086857,0.264354633550162,0.449116875556338
"DLEU1",0.309336318068685,0.813437127802723,0.447273468392907,0.745706376660108,0.435303849230409,0.053171151078004,0.444385901474612,0.817959299576933,0.997776111002124,0.686859945722567,0.575120954900907
"DLEU7",0.91397914486463,0.244037075731424,0.166924687201056,0.731122278289254,0.717972556705903,0.0230384962564762,0.900090607988688,0.352626048042037,0.730342752146005,0.735677618487994,0.551581126571347
"RNASEH2B",0.0299918057193751,0.750919590785195,0.705473357571532,0.335433965778842,0.491526652167939,0.53553268430686,0.992715768047001,0.603512801335823,0.116933699245485,0.79384245181136,0.535588277676941
"FAM124A",0.543158938167407,0.723675327317617,0.697531944499146,0.616598487007777,0.679413765288328,0.736077102281413,0.861857703847945,0.27717887316845,0.978206531993008,0.561639632627501,0.667533830619859
"SERPINE3",0.618224605585593,0.314614154837268,0.77265807560557,0.286960149407945,0.0602357640606567,0.553378923222285,0.395314004260996,0.0554025037847039,0.0169461585775382,0.157368914686598,0.323110325402915
"INTS6",0.453449014657073,0.521117831290381,0.250502803432313,0.92733106785757,0.0333105468202528,0.533356429217137,0.542672117300482,0.291313633648678,0.102959406314478,0.341380821366495,0.399739367190486
"INTS6-AS1",0.467991629494593,0.455859934596269,0.73657136629942,0.222773336220043,0.917975087138518,0.238710189269309,0.673633882176614,0.697023505739614,0.874407325681552,0.512308633894118,0.579725489051005
"WDFY2",0.762560443795227,0.0680252913947372,0.771041243567598,0.722632279723048,0.975842936070582,0.607805006196544,0.948876721227514,0.880619462252526,0.142145237601575,0.447500918297345,0.63270495401267
"ATP7B",0.583617535049617,0.601002986604466,0.554474308401223,0.199956751996596,0.950968395783763,0.686371268435382,0.822736192865559,0.522472162971174,0.985363428813832,0.645404105420903,0.655236713634251
"ALG11",0.22853568008153,0.951658341334014,0.614722885269056,0.285141290104441,0.684557605231261,0.446816071336059,0.711979391370826,0.593545316871945,0.681449922502554,0.612017481755502,0.581042398585719
"NEK5",0.158625054394225,0.561139239783448,0.508606033158921,0.156880341953645,0.122503030483196,0.520441586327413,0.305642971103754,0.652873848985941,0.636522095121204,0.512932260382807,0.413616646169456
"NEK3",0.710727105929456,0.804327753937505,0.354402126709486,0.549950888679127,0.324565796759785,0.119243203525213,0.626445767234327,0.685513881738497,0.971580279624427,0.613954549851285,0.576071135398911
"VPS36",0.8483951532386,0.341928370351311,0.383373222263397,0.200854948268484,0.235070825007981,0.678840816446784,0.444376144770264,0.988963164961808,0.163250134722711,0.83532947171756,0.51203822517489
"AL359513.1",0.050730394108693,0.330633293850584,0.92096947783721,0.568069914440099,0.861316599738724,0.501816030902255,0.249191746533659,0.163931533291524,0.261134771270212,0.149741557446598,0.405753531941956
"CKAP2",0.623121891899685,0.262506829276814,0.537415235114488,0.50132786487659,0.127441997943245,0.573821625250653,0.16402334466408,0.408101134796276,0.53600097066494,0.292098898274297,0.402585979276107
"HNRNPA1L2",0.830382970133651,0.3672005012446,0.971297985831195,0.379023272171598,0.722194629978016,0.864622340962888,0.514534293521963,0.416746684007243,0.574033213699016,0.39472613490132,0.603476202645149
"SUGT1",0.408612655724358,0.189126925667589,0.767312953174681,0.750969130799651,0.5638552537452,0.34863249673301,0.728497679773434,0.305422989956348,0.436387082334731,0.570182943285392,0.506900011119439
"PCDH8",0.268334173421826,0.994387542125629,0.35024529584483,0.943650993063563,0.673017710650279,0.566965369624663,0.277663686790213,0.356765672487985,0.854189950953594,0.0353927652856316,0.532061316024822
"AL356295.1",0.153450010219878,0.421378033195387,0.511776928178472,0.994707133775824,1,0.537324316023056,0.318047830660088,0.0304536220572651,0.513568134056691,0.773068080286004,0.525377408845267
"AL442636.1",0.512000866836799,0.964579158183849,0.793240837478033,0.356928839037602,0.463046788482045,0.779642466277944,0.844389126356598,0.938529616139361,0.908374625290667,0.971580567845043,0.753231289192794
"PCDH17",0.608675621868146,0.366765708240856,0.130381196916007,0.344422025352607,0.0977518242991007,0.147138752497728,0.496402197799277,0.768469505227182,0.0667277414407625,0.599474795122327,0.362620936876399
"DIAPH3",0.543481147377381,0.538992842733257,0.0622035519491459,0.318663255023913,0.75566573571638,0.235815907457958,0.840232931788665,0.644945252079385,0.92142672864132,0.782080860077753,0.564350821284516
"TDRD3",0.132773886416001,0.811161444480071,0.614495565907483,0.328780726636424,0.117592422958115,0.451169256812675,0.967104080532248,0.89965818041197,0.602902158627583,0.72185957483078,0.564749729761335
"PCDH20",0.27105073270163,0.373463100040627,0.844896391095306,0.326698910696187,0.18974390031851,0.431376925152085,0.760946549362643,0.337885226503575,0.539741427637264,0.463876586004548,0.453967974951238
"PCDH9",0.17822254354824,0.104280860140521,0.000180431816329554,0.0572741320029077,0.0800178033882565,0.720633665826099,0.0136133608400963,0.345598506697537,0.919286366815183,0.272844416113624,0.269195208718879
"PCDH9-AS2",0.478189196204904,0.104456040002728,0.0320381752187181,0.385421700652112,0.210870483526262,0.86169448502726,0.0102578824487038,0.258797811338175,0.795287089026118,0.503772615299868,0.364078547874485
"AL160254.1",0.454074196406134,0.652671579483013,0.0314010025280574,0.217719737087053,0.200346256607973,0.535364403127016,0.0787591076814146,0.529997543040466,0.541409964622819,0.47773892936554,0.371948271994949
"KLHL1",0.141733417026039,0.0660837399186126,0.0627378020587655,0.625579147445437,0.194233340468842,0.00225174798491864,0.589794466884101,0.113276804813641,0.156867650804431,0.295297482355166,0.224785559975995
"DACH1",0.773561520973281,0.294588020112413,0.0594997195580566,0.0468017051453129,0.885461386869585,0.183880081189258,0.00471510141553563,0.551484810207725,0.165255229433592,0.470432190734961,0.343567976563972
"MZT1",0.63640345645273,0.604054828403203,0.428407802801924,0.131473030326987,0.933730274977551,0.101645519787421,0.428760594800248,0.311778820372499,0.107446663396822,0.436634134551687,0.412033512587107
"BORA",0.979558112076931,0.893799598262269,0.96500741153422,0.554069570277897,0.891778229971439,0.790743358186269,0.979691232436619,0.868383639893575,0.303404075439268,0.779786830223265,0.800622205830175
"DIS3",0.902078405738513,0.225315404582273,0.899394682004027,0.624269923729032,0.595622184006364,0.150683975692687,0.665261376635492,0.865028408218142,0.587965253185241,0.662951273985597,0.617857088777737
"PIBF1",0.697706984941468,0.880160278574058,0.351765971092092,0.228271015055497,0.624745783643278,0.216153169985532,0.184234039452898,0.654920625719787,0.098307952872053,0.501084247841011,0.443735006917767
"KLF12",0.749648681640203,0.0319518337418137,0.94831180131322,0.130786189658101,0.0337747812903944,0.142677589480358,0.818083240964542,0.28340548224531,0.00356885200975299,0.0141842662428642,0.315639271858656
"TBC1D4",0.0433082035858585,0.510412050715278,0.382351900121185,0.118607309261128,0.966386973228514,0.485172249590533,0.88033972253442,0.701288898238958,0.741304672446198,0.451180963564673,0.528035294328674
"COMMD6",0.232422380399586,0.982241408086206,0.218274544368236,0.926340234516181,0.25024753656896,0.400076686123123,0.775694602488823,0.553990327476451,0.524545295994319,0.337207674877096,0.520104069089898
"UCHL3",0.399154170325522,0.979834124341308,0.193954455322521,0.424175477288521,0.739908559209266,0.90532041902813,0.446464008722585,0.829545087455196,0.71893011421869,0.55845720826068,0.619574362417242
"LMO7-AS1",0.336556299555497,0.3278039523119,0.290889470788378,0.510933305161263,0.278398146331739,0.219423010825516,0.161793366311806,0.532091727524892,0.521183672956263,0.679986472506795,0.385905942427405
"LMO7",0.811055828030126,0.745250298247985,0.61274816736249,0.0107951822313375,0.159468039789845,0.568732946836412,0.963167279591645,0.587516552690839,0.773855416595433,0.435514245193003,0.566810395656912
"CLN5",0.501287436052597,0.942986636792533,0.909933209589129,0.839850729942856,0.990299942622576,0.288794808462116,0.714345979292887,0.834167693142514,0.71109262041236,0.472002827771977,0.720476188408155
"FBXL3",0.38031510346196,0.716239778954577,0.215928247740289,0.863366271126045,0.980190601022776,0.501583465759083,0.857720619434994,0.223976049459819,0.265642359988858,0.402501996564602,0.5407464493513
"MYCBP2-AS1",0.94551532749164,0.356882240526295,0.711168368552672,0.0719070504455155,0.281876793831293,0.112623580834252,0.770507555142789,0.31055955530774,0.152446731769456,0.317999043183365,0.403148624708502
"MYCBP2",0.0177511259767039,0.861956575342806,0.489617074465111,0.670154532178074,0.760348311347788,0.279450516351942,0.68595462859783,0.636599606921946,0.00743463745436883,0.0284337877769985,0.443770079641357
"SLAIN1",0.161561837949026,0.42941879010651,0.252805434476516,0.0418737553432569,0.471995804376917,0.429322667528815,0.271230497677901,0.349260740736434,0.02036988041366,0.0705111035317436,0.249835051214078
"EDNRB",0.698643696009125,0.801173860161657,0.136585244134845,0.610220977037364,0.929843071849527,0.701602021777799,0.573929790752105,0.286813233512831,0.186790609102548,0.686198239724407,0.561180074406221
"OBI1",0.899532710407577,0.830409515330542,0.738115204020303,0.532521310855684,0.14171111689269,0.924732829733554,0.465581344112508,0.822535045762655,0.159393019570523,0.747464805419195,0.626199690210523
"RBM26",0.923845950677902,0.623429821401183,0.744319258992232,0.21956076834545,0.180087518758308,0.992697997989013,0.727712654180704,0.34756360058583,0.301931429208108,0.770778742757339,0.583192774289607
"NDFIP2",0.539104515614911,0.659914382043925,0.5115261780298,0.883455741667638,0.140548278598858,0.228177909898008,0.505734596732426,0.0969354583084919,0.0847607366942675,0.235079332161339,0.388523712974966
"SPRY2",0.439613006067062,0.734086564991815,0.17100424907246,0.837756825559014,0.853825943665917,0.761848716665984,0.878469345331955,0.0973023965413315,0.0843534553715834,0.811520586810876,0.5669781090078
"AL445255.1",0.426963424220824,0.207499172149875,0.258534623622065,0.87391326300192,0.114086159659565,0.932935225379191,0.999799956945519,0.865133009901611,0.687085001921048,0.643726635499051,0.600967647230067
"SLITRK1",0.506694391324847,0.85748453248906,0.954263512033685,0.0457733209814798,0.277530635816364,0.298665891909255,0.30292816091984,0.881264745036744,0.00331328949161048,0.0276134343691533,0.415553191437204
"AL162493.1",1.1969401699442e-14,4.00423015409849e-21,4.79087924863535e-11,0.00111184353727693,1.55070702645615e-13,5.72176968595495e-24,4.21086176500855e-20,5.32968552959608e-13,1.54320392923606e-18,4.269536504751e-37,0.000111184358588573
"SLITRK6",0.778493184458586,0.104740741531024,0.981360850074096,0.0297478807143679,0.040662764950513,0.177891634888936,0.533774117580882,0.46353975450777,0.272659676208645,0.958058756823041,0.434092936173786
"SLITRK5",0.871720841332517,0.00752820947278548,0.277970373969295,0.789750223105257,0.307807637783936,0.737785084131717,0.59508376451847,0.749201154849247,0.020233746416307,0.158839851098861,0.451592088667839
"MIR17HG",0.934472373688493,0.556508412205157,0.111334326940953,0.088836861208513,0.495933830460196,0.583749660884431,0.559034735950838,0.458513302373578,0.229753615939428,0.600228566727813,0.46183656863794
"GPC5",0.885000212852303,0.08360181196407,0.196942406161564,0.0629764456069201,0.0447736171499795,0.650656573684719,0.98801606941565,0.00415561143881896,0.306986577387266,0.837502049559484,0.406061137522077
"GPC6",0.167407605066326,0.00031245523848702,0.0188099546514739,0.057722182048054,0.227844491596745,0.124136918803309,0.0549117631872622,0.814378114589994,0.518281748558223,0.564250502420901,0.254805573616078
"TGDS",0.738653791285555,0.0370092603509862,0.365714409661787,0.522523753051067,0.482439843429912,0.502007639641697,0.278533422001911,0.826469645837209,0.424342584911568,0.740327083767588,0.491802143393928
"GPR180",0.549691933098987,0.0139777028853507,0.371295759037696,0.0860239236461469,0.515727074215556,0.209708229989173,0.550286767258045,0.938094642780575,0.547122152959894,0.408214599927412,0.419014278579884
"LINC00391",0.962176624026513,0.474206864450498,0.0931708639583169,0.327349974889152,0.597049427366544,0.857699598357994,0.238416373964847,0.935326127160755,0.409641991175997,0.94443450045766,0.583947234580828
"SOX21-AS1",0.649674916085609,0.366701065052915,0.00581157007676254,0.146523667467208,0.535845994201097,0.636155300719286,0.0844438522602079,0.766594057984678,0.362347060588525,0.67999636967159,0.423409385410788
"SOX21",0.34813130898773,0.693830996624949,0.124871689631481,0.210260555841878,0.170818212523172,0.0205407959704134,0.333571451172172,0.339251926948783,0.0392641141445647,0.378277405158697,0.265881845700384
"ABCC4",0.476978875685277,0.0351093538766356,0.00109562545253505,0.280170653573942,0.217164130642932,0.351338554286965,0.569423903139836,0.311295639483456,0.00162238039053884,0.197101046966892,0.244130016349901
"DZIP1",0.609308166622865,0.171270683338307,0.588568302874418,0.274422574293249,0.231775713910262,0.146533945490137,0.560484096503998,0.702055101722067,0.204155696923899,0.190735276958364,0.367930955863757
"DNAJC3-DT",0.458698967127269,0.412212772135581,0.670365436495247,0.188596988876386,0.594874246949382,0.0284568977968728,0.198465306379183,0.788429746550138,0.7498482954084,0.807459735686746,0.48974083934052
"DNAJC3",0.26668113355954,0.612645640471541,0.738492233361435,0.438159791482616,0.508585173743837,0.0816909367309707,0.885244685302427,0.618426973490621,0.883770642420667,0.690415399435043,0.57241126099987
"UGGT2",0.0458657872004707,0.00165162547467315,0.26964352449069,0.0163592497636792,0.796619220887514,0.665458225906268,0.895434532957608,0.118788106766345,0.589636497723685,0.506551291381558,0.390600806255249
"HS6ST3",0.135823851208761,0.949753533935872,0.357357334835555,0.365793109840166,0.61436179156412,0.0119693684861477,0.0604180782907909,0.205901601447788,0.38939493045808,0.49845350703295,0.358922710710023
"MBNL2",0.158558660772268,0.747666980691635,0.508792004003701,0.21565063021613,0.764204197015228,0.169146792787551,0.28805965769848,0.775990527564669,0.492552479690798,0.54829132205318,0.466891325249364
"AL442067.3",0.650393044314451,0.602733594385244,0.47122919593561,0.998539774540904,0.624405412055749,0.425672852903634,0.877184725971742,0.121401457273212,0.384720583437182,0.628568868461044,0.578484950927877
"RAP2A",0.511045369412072,0.953258249587446,0.610706656008749,0.519538626903577,0.891631077912411,0.463054846866914,0.942675349391891,0.827294425046492,0.924238387673904,0.950639054036486,0.759408204283994
"IPO5",0.861301299081211,0.615111099013773,0.704796776756786,0.732002888156547,0.815258896111566,0.0648948899967338,0.696738317381053,0.925668097356901,0.500695513516353,0.465502903835255,0.638197068120618
"FARP1",0.529684818100219,0.530792179822501,0.550154541251091,0.744740423475055,0.778456417864918,0.104410206676573,0.841025615082132,0.764907940116579,0.361432175611156,0.292035637318845,0.549763995531907
"STK24",0.931550161134795,0.404243622807008,0.101114046809175,0.508736863989339,0.988286159352457,0.892800687945747,0.680208149027025,0.506571351259453,0.6038598430872,0.29033858617869,0.590770947159089
"DOCK9",0.0685300177478886,0.687249226413003,0.587097380811933,0.0680964150956814,0.554250199976727,0.983709078554346,0.874295099607632,0.643295158133683,0.0184936562112651,0.503988274261894,0.498900450681405
"UBAC2",0.944523529111862,0.197655594048809,0.347463523124874,0.733338507540814,0.920143067193963,0.82401444755079,0.358943575162976,0.959635798752795,0.226257228832337,0.570406975501876,0.60823822468211
"TM9SF2",0.249250933882251,0.864938655698253,0.977955125657979,0.7466399885506,0.794752425919116,0.351823395525075,0.475531050668464,0.854737775493132,0.90905839072563,0.294636291580516,0.651932403370101
"CLYBL",0.939036511095398,0.0772607174437867,0.918667839447867,0.266135243758035,0.0636376198879898,0.106793063087409,0.61844621568629,0.400336227506395,0.0222838801878891,0.210008077751735,0.36226053958528
"AL137139.2",0.748260421728519,0.219288394955998,0.83701249132184,0.288096285985835,0.980088173164464,0.850406204356996,0.00429853766335247,0.0763278351659596,0.000386881244321602,0.00957150028564184,0.401373672587293
"ZIC5",0.114644094869105,0.311060348665614,0.395011605362355,0.130179517211799,0.730826300936528,0.364442516917458,0.00532581216122378,0.165476707076233,0.0952522644951677,0.140673975236003,0.245289314293149
"ZIC2",0.0580206209062353,0.0292008867626347,0.0969604194553466,0.00300860856915157,0.0854342950735793,0.0477313449498644,0.00623645108234825,0.268115870582586,0.0294378522009298,0.00547609511606021,0.0629622444698736
"PCCA-DT",0.339926253439242,0.110644904513325,0.814969872122033,0.497411270328792,0.566829290234063,0.672870530306411,0.129325296380237,0.465887612163922,0.164674619264172,0.415353222566564,0.417789287131876
"PCCA",0.263668919306193,0.00738131374743575,0.780278931929405,0.0616251397152448,0.825353147122429,0.703785874553178,0.420570551329119,0.91352047044443,0.406622082359097,0.632489536881518,0.501529596738805
"TMTC4",0.263087451512928,0.841751231485135,0.764610278335608,0.0984366527548285,0.378616986709672,0.942737070335142,0.682892779664071,0.321567956708268,0.191898757721202,0.618894471814555,0.510449363704141
"NALCN",0.690164678869274,0.330891172205703,0.0629738059389026,0.198972813601161,0.17515710008325,0.0585371384183821,0.875502764092826,0.528684165838607,0.524750436229343,0.213593796586433,0.365922787186388
"FGF14",0.307637611156668,0.803303568950282,0.0523295629587294,0.0748483012511725,0.00409248605365211,0.842003842278796,0.884333730220844,0.749656119358331,0.153406445388487,0.437638312389847,0.430924998000681
"TPP2",0.309401021225772,0.865117156074827,0.787013386577838,0.0809818139594756,0.311085071746023,0.441067111158463,0.539677021344688,0.437695148138542,0.374196749564849,0.471250213123695,0.461748469291417
"TEX30",0.651772051847447,0.527835202036746,0.714502732039357,0.53305974685777,0.560723537010103,0.818818689448277,0.951345010409702,0.650583322319073,0.923851194149106,0.477989395980623,0.68104808820982
"POGLUT2",0.905930979421564,0.900102448916231,0.58796044422247,0.327424743754113,0.720859272394012,0.223456399472292,0.35542435485723,0.180747315430014,0.263830698520367,0.974263322246592,0.543999997923489
"BIVM",0.567111644400575,0.590931757865712,0.669344212133643,0.749097528058144,0.252289183152382,0.733216248223009,0.838450282463509,0.591689329406877,0.319270717115348,0.652454250956801,0.5963855153776
"ERCC5",0.751173099333627,0.690447305995905,0.730715009323379,0.913268675416438,0.903066927404858,0.991719955225915,0.430957313838381,0.603838753075322,0.557833315036963,0.521651930863965,0.709467228551475
"AL138701.2",0.504216830736953,0.373924886216063,0.180644825366143,0.322875639689568,0.428836815475903,0.555155893608852,0.180268263811719,0.163692003688191,0.00741338731675853,0.142639329130186,0.285966787504034
"EFNB2",0.0877280171658361,0.639432406054595,0.329270108676725,0.93624492034899,0.986062550353815,0.0244592601608058,0.982148665569932,0.457232080796512,0.120256186837384,0.672966289031569,0.523580048499616
"AL138689.2",0.596392998290059,0.889963745283177,0.741395402256547,0.875460991517323,0.463688817579097,0.407334739280179,0.548362383057731,0.906178183377295,0.612080308028221,0.434626692070606,0.647548426074024
"ARGLU1",0.312295111323947,0.550747130565107,0.161305117228303,0.9496075899961,0.743460719496809,0.416307661201631,0.750789108446641,0.801427719463332,0.382818568202047,0.743097527504534,0.581185625342845
"FAM155A",0.437424212066308,0.55706863624048,0.614747988410071,0.216496459362117,0.466364747897648,0.357157407603785,0.585962328700973,0.780372713754621,0.00730761615221487,0.00757382875348803,0.403047593894171
"LIG4",0.276173737624093,0.253121047609973,0.372763663788474,0.556075655266221,0.160701988876351,0.300871404068178,0.463532676129812,0.940759069854354,0.989353052671129,0.640210278185003,0.495356257407359
"ABHD13",0.249521686183693,0.408202050828092,0.421589745817342,0.450967201201478,0.315296823051511,0.247848058045229,0.57834266330429,0.687107187575467,0.199099524513799,0.571544982730872,0.412951992325177
"MYO16",0.0287517990357892,0.0933207574581291,0.336724062624088,0.272168101939088,0.420825428301473,0.513582763212574,0.59857097593192,0.787774168290835,0.256441523810034,0.553290776655446,0.386145035725938
"IRS2",0.332327728779267,0.29868925046384,0.940152232417871,0.297248679458057,0.776213426731598,0.58844389339444,0.878341617182436,0.668715367709693,0.808856980389587,0.839347962039311,0.64283371385661
"COL4A1",0.231960936398246,0.723847344538598,0.665772367187576,0.161098055117734,0.902559854121922,0.0968547288544147,0.943424548015466,0.186207394776678,0.277904489747196,0.209039589993774,0.439866930875161
"COL4A2",0.0384729118932427,0.864470029262071,0.942230408908844,0.549970840452786,0.96363487774015,0.340355292757957,0.737672252309238,0.283949968592429,0.12354895299117,0.0434926319523408,0.488779816686023
"NAXD",0.806963713828793,0.469408426716786,0.578563147096875,0.869335880410685,0.833472363984723,0.327930818866617,0.880264196670697,0.712074969280138,0.906495993847354,0.755637143615292,0.714014665431796
"CARS2",0.106369551403509,0.84880494300006,0.598918982117307,0.587682245055592,0.427135250362186,0.419954230913478,0.958644650310712,0.546990272477047,0.548894712697742,0.746423927772039,0.578981876610967
"ING1",0.607688237665148,0.552888715294396,0.202768099416581,0.786733183585961,0.705532155745897,0.635400771734496,0.114275855604262,0.718026663791276,0.824367086003258,0.427066341005377,0.557474710984665
"ANKRD10",0.123528343607622,0.309142583854023,0.966069014491508,0.498778959823182,0.39710465653087,0.741736004601833,0.804570117175552,0.525774943839963,0.847412266864122,0.622528748550928,0.58366456393396
"ARHGEF7",0.390491321489174,0.5585464983647,0.683188707477162,0.0780700047083143,0.119344921147333,0.215411556108852,0.860622427132394,0.82129345244804,0.615921786185123,0.999885662086132,0.534277633714722
"TEX29",0.166608135110749,0.370480240065637,0.872324050383108,0.755396179331072,0.848865720781139,0.702522411951162,0.720565477133223,0.557831863317044,0.883683921319242,0.69993478690505,0.657821278629742
"AL359649.1",0.932378391137305,0.549635989656232,0.379808447086393,1,0.253698503524089,0.297527925629129,0.28196790650949,0.0143965900484063,0.0704281336517752,0.668037645237481,0.44478795324803
"LINC00354",0.451187884829741,0.805945984497142,0.642375454327032,0.156270684148217,0.0867158346311611,0.736953894268212,0.0539242724163883,0.332668136683178,0.854823974663536,0.72723578032522,0.484810190078983
"SOX1-OT",0.41957188729223,0.0891711555298146,0.452413208544153,0.32894152297846,0.0106359155149038,0.0138941043460189,0.702014023776154,0.383462775977925,0.0497595386649194,0.0412929516396277,0.249115708426421
