"","res_list.IN_2.padj","res_list.IN_1.padj","res_list.IN.padj","res_list.nIN_1.padj","res_list.nIN.padj","res_list.nEN_1.padj","res_list.nEN.padj","res_list.IPC.padj","res_list.MGE.padj","res_list.RG.padj","Mean"
"RRP9",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.954931906259269,0.999989100947748,0.993706030607974
"PCBP4",0.999779935325884,0.998920040238942,0.999533675599976,0.949880820047701,1,0.995552593510072,0.999861033220845,1,0.157887409693628,0.999989100947748,0.91014046085848
"ABHD14A",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.684287980825829,0.999989100947748,0.959875539928794
"RPL29",0.999779935325884,0.998920040238942,0.815459074407354,0.546511965385839,1,0.995552593510072,0.999861033220845,1,0.253918362488674,0.393258546769073,0.800326155134668
"DUSP7",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.931654302368999,NA,0.987766934116649
"POC1A",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.995674784643052,0.999989100947748,0.998798890405947
"ALAS1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.99512198355415,0.999989100947748,0.998729790269834
"TWF2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.963493181347211,0.999989100947748,0.994776189993967
"WDR82",0.999779935325884,0.998920040238942,0.999533675599976,0.660604162160136,1,0.995552593510072,0.999861033220845,1,0.954931906259269,0.999989100947748,0.960917244726287
"GLYCTK-AS1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.967333491619302,NA,0.994580104182297
"BAP1",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.993704655614395,0.999989100947748,0.999108550088606
"PHF7",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.977894135586498,0.999989100947748,0.996576309273878
"NISCH",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.886026936605679,0.999989100947748,0.985092909401275
"NT5DC2",0.999779935325884,0.998920040238942,0.999533675599976,0.77841628534143,1,0.998836316071219,0.999861033220845,1,0.989037105317567,0.812392206816822,0.957677659793268
"SMIM4",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.987055906501547,0.999989100947748,0.997721530638259
"PBRM1",0.999779935325884,0.998920040238942,0.999533675599976,0.8797855439557,1,0.995552593510072,0.999861033220845,1,0.0504571988001761,0.91804936741845,0.884193938807005
"GNL3",0.999779935325884,NA,0.999533675599976,NA,1,0.966677872427132,0.999861033220845,1,0.989591590943624,0.999989100947748,0.994429151058151
"GLT8D1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.523369516816418,0.999989100947748,0.939760731927618
"SPCS1",0.999779935325884,0.998920040238942,0.999533675599976,0.938712864526771,1,0.977873779067375,0.999861033220845,1,0.69002559657933,0.656332273825041,0.926103919838416
"NEK4",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.975146353269514,0.999989100947748,0.996232836484255
"ITIH4",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.998989460466179
"STIMATE",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.981736190661245,0.999989100947748,0.997056566158221
"SFMBT1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.643556425620444,0.999989100947748,0.954784095528121
"RFT1",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.976713716817926,0.999989100947748,0.996984682739047
"TKT",0.999779935325884,0.998920040238942,0.999533675599976,0.924482164370831,1,0.995552593510072,0.999861033220845,1,0.765179595421286,0.999989100947748,0.968329813863558
"DCP1A",0.999779935325884,0.998920040238942,0.999533675599976,0.912789376675701,1,0.995552593510072,0.999861033220845,1,0.973764585032627,0.999989100947748,0.988019034055179
"CACNA1D",0.999779935325884,NA,0.999533675599976,NA,1,0.975752013766859,0.999861033220845,1,0.972763388880788,0.999989100947748,0.993459893467762
"ACTR8",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976586135639841,0.999989100947748,0.996412809280546
"SELENOK",0.729239506781787,0.998920040238942,0.999533675599976,0.992858839523391,1,0.995552593510072,0.999861033220845,1,0.941141955563053,0.999989100947748,0.965709674538581
"AC115282.1",0.999779935325884,NA,0.999533675599976,NA,1,0.997265578142747,0.999861033220845,1,0.886026936605679,NA,0.983209594127876
"CACNA2D3",0.999779935325884,0.998920040238942,0.971813638728768,0.938712864526771,1,0.995552593510072,0.999861033220845,1,0.525373515421827,0.931795530631022,0.936180915160413
"LRTM1",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.960448533672492,NA,0.9942318825456
"ERC2",0.999779935325884,0.998920040238942,0.999533675599976,0.958864639952418,1,0.995552593510072,0.999861033220845,1,0.099633776795909,0.999989100947748,0.905213479559179
"CCDC66",0.999779935325884,0.998920040238942,0.999533675599976,0.882734538868594,1,0.995552593510072,0.999861033220845,1,0.920879664186852,0.999989100947748,0.979725058189891
"TASOR",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.938774744519032,0.999989100947748,0.991686385390445
"ARHGEF3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.982204002812315,0.999989100947748,0.997115042677105
"IL17RD",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.883357679841682,0.999989100947748,0.984759252305776
"APPL1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.99646083112405,0.999989100947748,0.998897146216072
"ASB14",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976713716817926,NA,0.995920136353529
"DNAH12",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.997550839874536,NA,0.998749690367572
"PDE12",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.99827556083147,0.999989100947748,0.999123987429499
"ARF4",0.999779935325884,0.998920040238942,0.999533675599976,0.858431324356228,1,0.995552593510072,0.999861033220845,1,0.995674784643052,0.999989100947748,0.984774248784275
"DENND6A",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.943567893902948,0.999989100947748,0.992285529063434
"DENND6A-AS1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.975146353269514,0.999989100947748,0.996232836484255
"SLMAP",0.999779935325884,0.998920040238942,0.999533675599976,0.851356892123758,1,0.995552593510072,0.999861033220845,1,0.992972768677465,0.931795530631022,0.976977246932796
"FLNB",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.915555250237333,0.999989100947748,0.988783948605232
"ABHD6",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976713716817926,0.999989100947748,0.996428756927806
"RPP14",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.965532509894156,0.999989100947748,0.995031106062335
"PXK",0.999779935325884,NA,0.999533675599976,NA,1,0.958461836534213,0.999861033220845,1,0.957606553793837,0.999989100947748,0.989404016927813
"PDHB",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.936983835400022,0.999989100947748,0.991462521750568
"KCTD6",0.999779935325884,NA,0.999533675599976,NA,1,0.974277124315093,0.999861033220845,1,0.930884202107512,0.999989100947748,0.988040633939632
"FAM107A",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.740033491822152,0.999989100947748,0.966843728803335
"C3orf67",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.969229199997508,0.999989100947748,0.995493192325254
"FHIT",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.937635858731304,0.999989100947748,0.991544024666979
"PTPRG",0.999779935325884,0.998920040238942,0.999533675599976,0.321579281041556,1,0.995552593510072,0.999861033220845,1,0.713848880349494,0.999989100947748,0.902906454023452
"PTPRG-AS1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.885242114231298,0.999989100947748,0.984994806604478
"C3orf14",0.999779935325884,0.998920040238942,0.999533675599976,0.772728514794731,1,0.995552593510072,0.999861033220845,1,0.824960859915961,0.846261412354875,0.943759806496129
"FEZF2",0.760381983489744,NA,0.671861871787466,NA,1,0.991539091283908,0.367245839592397,1,0.0769590733942404,0.570650947027921,0.67982985082196
"CADPS",0.999779935325884,0.992491036169959,0.999533675599976,0.855086670497092,1,0.995552593510072,0.999861033220845,1,0.386619538097386,0.999989100947748,0.922891358336896
"SYNPR",0.551180578768769,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.119248782986847,0.365404215783069,0.753847609983697
"SYNPR-AS1",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.71674099266191,NA,0.951948049165467
"THOC7",0.999779935325884,0.998920040238942,0.999533675599976,0.909605086103404,1,0.995552593510072,0.999861033220845,1,0.779322759935569,0.217458798008822,0.890003392194351
"AC104162.2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.967333491619302,0.999989100947748,0.995256228777978
"ATXN7",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.980011786227861,0.999989100947748,0.996841015604048
"PSMD6-AS2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.993704655614395,0.999989100947748,0.998552624277365
"PSMD6",0.999779935325884,0.998920040238942,0.999533675599976,0.896932936050996,1,0.995552593510072,0.999861033220845,1,0.99646083112405,0.999989100947748,0.988703014601851
"PRICKLE2",0.999779935325884,NA,0.999533675599976,NA,1,0.269638441229314,0.999861033220845,1,0.935076141779478,0.999989100947748,0.900484791012906
"ADAMTS9",0.959415258560453,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.929836293800815,0.999989100947748,0.985523494454989
"ADAMTS9-AS2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.995674784643052,0.999989100947748,0.998798890405947
"MAGI1",0.999779935325884,0.998920040238942,0.999533675599976,0.890876949972476,1,0.995552593510072,0.999861033220845,1,0.903008030480565,0.999989100947748,0.978752135929651
"SLC25A26",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.874567871249347,0.999989100947748,0.983660526231734
"LRIG1",0.663604071920372,NA,0.999533675599976,NA,1,0.841035908298745,0.999861033220845,1,0.192563164108465,0.999989100947748,0.837073369262019
"SUCLG2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.623360519206236,0.999989100947748,0.952259607226345
"TAFA1",0.959710664197581,NA,0.999533675599976,NA,0.950113285684771,0.995552593510072,0.999861033220845,1,0.906483875270094,0.999989100947748,0.976405528553886
"EOGT",NA,NA,0.999533675599976,NA,1,0.548431440347011,0.999861033220845,1,NA,NA,0.909565229833566
"AC109587.1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.984865314978946,NA,0.997084650376532
"TMF1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.968648628766672,0.999989100947748,0.9954206209214
"UBA3",0.999779935325884,0.998920040238942,0.999533675599976,0.909605086103404,1,0.995552593510072,0.999861033220845,1,0.918191554796551,0.999989100947748,0.982143301974342
"ARL6IP5",0.999779935325884,0.998920040238942,0.999533675599976,0.99729590176292,1,0.995552593510072,0.999861033220845,1,0.849479027375305,0.999989100947748,0.984041130798169
"FRMD4B",0.999779935325884,0.407631473566463,0.999533675599976,0.890876949972476,1,0.995552593510072,0.999861033220845,1,0.993842230541374,0.999989100947748,0.928706699268484
"MITF",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.989037105317567,0.947836063286821,0.991450050782646
"SAMMSON",NA,NA,0.999533675599976,NA,1,1,0.999861033220845,1,NA,NA,0.999878941764164
"FOXP1",0.506588947382549,0.998920040238942,0.999533675599976,0.855086670497092,1,0.995552593510072,0.999861033220845,1,0.603160664996359,0.999989100947748,0.895869272639358
"EIF4E3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.899678325876665,0.999989100947748,0.986799333060149
"GPR27",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.699841224641491,0.999989100947748,0.961819695405752
"RYBP",0.999779935325884,0.998920040238942,0.999533675599976,0.87812733780289,1,0.995552593510072,0.999861033220845,1,0.546665863977316,0.999989100947748,0.941842958062367
"SHQ1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.918923139079138,0.999989100947748,0.989204934710458
"PPP4R2",0.999779935325884,0.998920040238942,0.999533675599976,0.399688422818915,1,0.995552593510072,0.999861033220845,1,0.909742957763213,0.999989100947748,0.93030677594256
"EBLN2",NA,NA,0.999533675599976,NA,1,0.974277124315093,0.999861033220845,1,0.919101667361027,NA,0.98212891674949
"PDZRN3",0.999779935325884,0.998920040238942,0.999533675599976,0.759297833632744,1,0.995552593510072,0.999861033220845,1,0.641977178721866,0.782935134552104,0.917785742480243
"CNTN3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.9499756286992,0.999989100947748,0.993086495912966
"LINC02018",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.924780355680397,NA,0.988501084762453
"LINC00960",0.999779935325884,NA,0.999533675599976,NA,1,0.966677872427132,0.999861033220845,1,0.886026936605679,0.875004900301923,0.96586054418518
"ZNF717",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.908787517856596,0.999989100947748,0.98793798205764
"ROBO2",0.0995530222751385,0.998920040238942,0.999533675599976,0.811573316487102,1,0.234607872364816,0.999861033220845,1,0.615136118298496,0.999989100947748,0.775917417943306
"ROBO1",0.999779935325884,0.998920040238942,0.999533675599976,0.660675713973092,1,0.995552593510072,0.999861033220845,1,0.981736190661245,0.896887517673265,0.953294670020332
"AC117461.1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.605029229912048,0.109438367496125,0.838649354383119
"AC108690.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBE1",0.780331457432175,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.821433057620498,0.999989100947748,0.949587614791414
"CADM2",0.959415258560453,0.998920040238942,0.999533675599976,0.885152749679173,1,0.995552593510072,0.999861033220845,1,0.782046816866718,0.847802564584213,0.946828473226039
"CHMP2B",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.994653868392581,0.999989100947748,0.998671275874638
"CGGBP1",0.999779935325884,0.998920040238942,0.999533675599976,0.965915837353376,1,0.995552593510072,0.999861033220845,1,0.951131429303291,0.999989100947748,0.991068364550013
"ZNF654",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976713716817926,0.948896742846009,0.990042212165089
"C3orf38",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.973764585032627,0.999989100947748,0.996060115454644
"EPHA3",0.999779935325884,0.998920040238942,0.999533675599976,0.924028300679371,1,0.995552593510072,0.999861033220845,1,0.2738705134975,0.570650947027921,0.876219703910051
"AC109129.1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.957606553793837,NA,0.993190541635802
"PROS1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.975146353269514,0.999989100947748,0.996232836484255
"ARL13B",0.999779935325884,NA,0.999533675599976,NA,1,0.833902658263386,0.999861033220845,1,0.958505159397585,0.999989100947748,0.973946445344428
"DHFR2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.910909255698298,NA,0.986519499050725
"NSUN3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.982809865233524,0.999989100947748,0.997190775479756
"EPHA6",0.999779935325884,0.998920040238942,0.999533675599976,0.851040113038429,1,1,0.999861033220845,1,0.923170479279541,0.999989100947748,0.977229437765136
"ARL6",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.989037105317567,0.999989100947748,0.997969180490262
"CRYBG3",0.49441385012433,NA,0.999533675599976,NA,1,0.985811006025068,0.999861033220845,1,0.876792536619485,0.999989100947748,0.919550150317181
"CLDND1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.73048140252182,0.999989100947748,0.965649717640793
"CPOX",0.999779935325884,NA,0.999533675599976,NA,1,0.998836316071219,0.999861033220845,1,0.936983835400022,0.999989100947748,0.991872987070712
"ST3GAL6",0.956118814108124,NA,0.999533675599976,NA,1,0.861466985615566,0.999861033220845,1,0.976622101132653,0.999989100947748,0.974198963828114
"DCBLD2",0.099800360800312,0.409801348812905,0.999533675599976,0.970348238622414,1,0.995552593510072,0.999861033220845,1,0.988738796951913,0.999989100947748,0.846362514846619
"AC091212.1",NA,NA,0.999533675599976,NA,1,0.914414479805196,0.999861033220845,1,0.975146353269514,NA,0.981492590315922
"CMSS1",0.999779935325884,0.998920040238942,0.999533675599976,0.855086670497092,1,0.995552593510072,0.999861033220845,1,0.995674784643052,0.999989100947748,0.984439783398361
"FILIP1L",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.994053752297931,0.999989100947748,0.998596261362807
"TBC1D23",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.999082615499202,0.999989100947748,0.999224869262966
"NIT2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.820080330310667,0.999989100947748,0.976849583614399
"TOMM70",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.956588716659952,0.999989100947748,0.99391313190806
"LNP1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.802721851829512,0.999989100947748,0.974679773804255
"TMEM45A",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.981736190661245,0.999989100947748,0.997056566158221
"TFG",0.999779935325884,0.998920040238942,0.999533675599976,0.884905627529329,1,0.995552593510072,0.999861033220845,1,0.820080330310667,0.999989100947748,0.969862233668346
"ABI3BP",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.629099200339548,0.999989100947748,0.95353286817925
"IMPG2",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.926813472585795,NA,0.986960129152781
"SENP7",0.999779935325884,0.998920040238942,0.999533675599976,0.961277583310319,1,0.995552593510072,0.999861033220845,1,0.0257830554293297,0.456212045441755,0.843691996207712
"TRMT10C",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.895518707818668,0.925534749193319,0.976972586833596
"PCNP",0.999779935325884,0.998920040238942,0.999533675599976,0.995609430618979,1,0.995552593510072,0.999861033220845,1,0.997550839874536,0.999989100947748,0.998679664933698
"ZBTB11",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.71211047805766,0.999989100947748,0.963353352082773
"RPL24",0.959415258560453,0.998920040238942,0.999533675599976,0.65689629723788,1,0.995552593510072,0.999861033220845,1,0.656807303565321,0.308230636018571,0.857521683795206
"AC084198.2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.903756042044669,0.999989100947748,0.987309047581149
"CEP97",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.931654302368999,0.999989100947748,0.99079633012169
"NXPE3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.967333491619302,0.999989100947748,0.995256228777978
"NFKBIZ",NA,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,NA,NA,0.998989460466179
"ALCAM",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.973376429110233,0.999989100947748,0.996011595964345
"CBLB",0.999779935325884,0.998920040238942,0.999533675599976,0.95206692327741,1,0.995552593510072,0.999861033220845,1,0.99646083112405,0.999989100947748,0.994216413324493
"LINC00882",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.987055906501547,0.999989100947748,0.997721530638259
"DUBR",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.960177817067694,0.999989100947748,0.994361769459027
"BBX",0.999779935325884,0.835776205849116,0.999533675599976,0.725115899216992,1,0.999408555336013,0.999861033220845,1,0.903008030480565,0.999989100947748,0.946247243597714
"CD47",0.999779935325884,NA,0.999533675599976,NA,1,0.68319772389086,0.999861033220845,1,0.958772915320064,0.999989100947748,0.955141798038172
"IFT57",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.242530552459833,0.876774134633195,0.889253990593726
"CIP2A",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.971338888058317,0.999989100947748,0.996312829144096
"DZIP3",0.999779935325884,NA,0.999533675599976,NA,1,0.974277124315093,0.999861033220845,1,0.906803801017112,0.999989100947748,0.985030583803332
"DPPA4",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.814670325748032,NA,0.972771080486401
"NECTIN3-AS1",0.345409861180812,0.998920040238942,0.890957837087452,0.399688422818915,1,0.893209617459813,0.999861033220845,0.320323315616974,0.179577087645616,0.0900283522833304,0.61179755675527
"NECTIN3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.978650581945585,0.999989100947748,0.996670865068764
"PLCXD2",0.999794545174822,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.741371093352571,0.999989100947748,0.967012755225754
"PHLDB2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.958204416807657,0.999989100947748,0.994115094426523
"ABHD10",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.955378108271398,0.999989100947748,0.99376180585949
"TAGLN3",0.999779935325884,0.998920040238942,0.999533675599976,0.995056448611613,1,0.995552593510072,0.999861033220845,1,0.195624619153709,0.999989100947748,0.918431744660879
"CD200",0.999779935325884,0.998920040238942,0.999533675599976,0.580636129105516,1,0.995552593510072,0.999861033220845,1,0.801739916211282,0.999989100947748,0.937601242416026
"ATG3",0.999779935325884,NA,0.999533675599976,NA,1,0.998361156399129,0.999861033220845,1,0.989591590943624,0.999989100947748,0.998389561554651
"SLC35A5",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.992426173913927,0.999989100947748,0.998392814064806
"GTPBP8",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.989591590943624,0.999989100947748,0.998038491193519
"NEPRO",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.967333491619302,0.999989100947748,0.995256228777978
"AC078785.1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.995674784643052,0.999989100947748,0.998798890405947
"BOC",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.511917280467325,0.999989100947748,0.938329202383981
"CFAP44",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.781507150900274,0.999989100947748,0.9720279361881
"SPICE1",0.999779935325884,NA,0.999533675599976,NA,1,0.974277124315093,0.999861033220845,1,0.802721851829512,0.999989100947748,0.972020340154882
"USF3",0.999779935325884,NA,0.999533675599976,NA,1,1,0.999861033220845,1,0.973764585032627,0.999989100947748,0.996616041265885
"NAA50",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.985491327081678,0.999989100947748,0.997525958210775
"ATP6V1A",0.999779935325884,0.998920040238942,0.999533675599976,0.117976516814562,1,0.995552593510072,0.999861033220845,1,0.473838934739198,0.121797903197249,0.770726063264673
"GRAMD1C",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.977894135586498,0.757012815324045,0.966204273570915
"CCDC191",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.889607367433023,0.999989100947748,0.985540463254693
"QTRT2",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.581764490226085,0.999989100947748,0.947060103603826
"ZBTB20",0.999779935325884,0.57704272094725,0.999533675599976,0.684156002416816,1,0.995552593510072,0.999861033220845,1,0.660053374306015,0.0129780814770041,0.792895741680386
"ZBTB20-AS5",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.783163834302649,0.0364360820941755,0.8517908942567
"AC026341.1",0.999779935325884,NA,0.999533675599976,NA,1,0.841035908298745,0.999861033220845,1,0.529470314860073,0.999989100947748,0.921208746031659
"GAP43",0.999779935325884,0.998920040238942,0.999533675599976,0.660675713973092,1,0.995552593510072,0.999861033220845,1,0.20880233592358,0.793084556297948,0.865620988409034
"LSAMP",0.5031349327065,0.998920040238942,0.999533675599976,0.967811589334667,1,1,0.999861033220845,1,0.89702746879723,0.999989100947748,0.936627784084591
"LINC00903",0.50714889850024,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.381541933626396,NA,0.840519733493933
"AC092691.1",0.780331457432175,0.998920040238942,0.999533675599976,0.843235083253907,1,0.995552593510072,0.999861033220845,1,0.702340143193522,0.807005672598071,0.912677969904751
"AC092691.3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.690964292948876,NA,0.955098790086522
"IGSF11",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.986005436867833,0.999989100947748,0.997590221934045
"B4GALT4",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.973764585032627,0.999989100947748,0.996060115454644
"TMEM39A",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.976713716817926,0.999989100947748,0.996428756927806
"POGLUT1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.92537214798429,0.999989100947748,0.990011060823602
"TIMMDC1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.957606553793837,0.999989100947748,0.994040361549795
"COX17",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.954931906259269,0.999989100947748,0.993706030607974
"MAATS1",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.223544620448113,0.969825719827132,0.898512197241503
"GSK3B",0.999779935325884,0.998920040238942,0.999533675599976,0.968207492891746,1,0.995552593510072,0.999861033220845,1,0.911925746930579,0.999989100947748,0.987376961866579
"AC092910.3",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.981736190661245,0.999989100947748,0.997056566158221
"GPR156",0.999779935325884,NA,0.999533675599976,NA,1,0.995552593510072,0.999861033220845,1,0.926629653299393,0.999989100947748,0.99016824898799
