ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0002181,cytoplasmic translation,9/12,161/18903,4.0511096706481935e-17,1.0856973917337158e-14,8.144862600987421e-15,RPL32/RPS12/RPL7A/RPS24/RPS3/RPL26/RPL17/RPL18A/RPL36A,9
