Gene,C,Z,Pval,FDR
SOX2,0.5314235048688872,498.71087716146025,0.0,0.0
DIO3,0.38014086541203934,498.6048341977609,0.0,0.0
UCHL1,0.4564863241039558,497.7962944861992,0.0,0.0
HS6ST2,0.5556876327439632,495.17021270350864,0.0,0.0
NECTIN3-AS1,0.5274653146629167,494.57489347779455,0.0,0.0
HS3ST4,0.5160715729148956,494.570503527025,0.0,0.0
CLRN1-AS1,0.5811068758877914,494.32673769793684,0.0,0.0
DCLK1,0.5481127148071555,494.26912180826446,0.0,0.0
RPL9,0.5454601613081338,493.9849079331268,0.0,0.0
RAI14,0.5285161679309675,492.6160524590261,0.0,0.0
NACA,0.5128532023434164,492.2879225598467,0.0,0.0
HNRNPA1,0.5203922795189142,491.199991776576,0.0,0.0
ARX,0.4857919310676221,490.03173174690687,0.0,0.0
TTTY14,0.425204455283726,489.37185244430754,0.0,0.0
RPS12,0.533314191198852,489.17838203664365,0.0,0.0
AC092691.1,0.5709428682323845,489.1678049288271,0.0,0.0
SYNE2,0.6361026925477123,489.1620756029984,0.0,0.0
RPS23,0.5662769953959071,489.13572822585843,0.0,0.0
SLC22A23,0.5447085942901568,488.9541684765237,0.0,0.0
NFIB,0.5637475610633857,488.72500100232685,0.0,0.0
SGCD,0.41380863539000234,488.1857150057283,0.0,0.0
ZBTB20,0.45130556383138937,487.9916164463766,0.0,0.0
ENOX1,0.5371859596065988,487.92307036062056,0.0,0.0
ST8SIA5,0.5583777186488488,487.8202515677972,0.0,0.0
BRINP3,0.4127462606509751,487.72160904718817,0.0,0.0
UNCX,0.3809636284294467,487.47761805952734,0.0,0.0
AL109930.1,0.34516866261979057,487.29506147988184,0.0,0.0
SOX6,0.5251258152083645,487.2029995498395,0.0,0.0
CNTNAP5,0.5218389132028588,486.9049966324448,0.0,0.0
ESRRG,0.4507934376809398,486.2392573452932,0.0,0.0
HMGN2,0.6966646208287339,486.07757816250285,0.0,0.0
RPL11,0.5195691620855137,486.0347603257436,0.0,0.0
NR2F2,0.47354082094662847,485.9849809415639,0.0,0.0
RPSA,0.5279860357882334,485.7325054909016,0.0,0.0
RPL13A,0.5589068360531674,485.24031630109715,0.0,0.0
MOXD1,0.5450240493879001,484.8338413929498,0.0,0.0
RPS15A,0.535307147432729,483.5902808049589,0.0,0.0
GUCY1A1,0.43726077246944073,482.8763917251613,0.0,0.0
HMGB2,0.823610839870465,482.8716822355588,0.0,0.0
DAB1,0.4275447374476339,482.2184934883123,0.0,0.0
P2RY14,0.3282891223196627,482.05530165982503,0.0,0.0
DEC1,0.34320279362721684,481.9655425700216,0.0,0.0
DCLK2,0.5607869008277471,481.3024560892279,0.0,0.0
HSPA6,0.3175480521176781,480.077435833095,0.0,0.0
HMGB1,0.6444490915030177,480.0474075691041,0.0,0.0
EOMES,0.5705776221864587,479.41657764527747,0.0,0.0
CCSER1,0.6144861731714296,479.2434792877986,0.0,0.0
RPL18,0.5375797926241858,479.10573217071874,0.0,0.0
PRDX1,0.5082109934393984,478.8354408635885,0.0,0.0
RPL39,0.5009479829386445,478.7465527479325,0.0,0.0
TMEM123,0.5130580570902056,477.77687170019686,0.0,0.0
XPR1,0.5309330976075423,477.5379592613523,0.0,0.0
RPS8,0.528173908124456,477.20484060459194,0.0,0.0
LINC01122,0.5002625934446385,476.88873481361736,0.0,0.0
LRRC7,0.5518161868913847,476.7196502003084,0.0,0.0
CKB,0.5523544680655404,476.53174122499246,0.0,0.0
RPS5,0.5250445259537553,475.90056748578803,0.0,0.0
SST,0.43292845479969466,475.12843614111864,0.0,0.0
RPL3,0.5632573790059722,473.84597406069975,0.0,0.0
TPT1,0.5382433687169658,473.4459237381695,0.0,0.0
CCNB1,0.8001546708632143,473.1386544191725,0.0,0.0
AC068308.1,0.452885082719309,472.59437600030833,0.0,0.0
AC012447.1,0.0784677707273814,471.64880777164274,0.0,0.0
MAPT,0.4882596543994759,471.6348161688857,0.0,0.0
GSTP1,0.5692893718147156,470.9005748205487,0.0,0.0
HES6,0.5578324334143565,470.8238181533525,0.0,0.0
SMOC1,0.5929929802615842,469.7473199331847,0.0,0.0
CAMK2N1,0.4771952211777006,468.94337342091586,0.0,0.0
ADGRB3,0.5195850013564794,468.1948941460646,0.0,0.0
PEX5L,0.5233631942855459,467.9169935223253,0.0,0.0
DDIT4,0.3732373076710507,467.87689258694036,0.0,0.0
RPL7,0.5258042266376404,467.62483674431536,0.0,0.0
WLS,0.6486650068737191,466.8720799983564,0.0,0.0
RPL29,0.568744183202337,466.7046718800444,0.0,0.0
NKAIN2,0.4539282147688866,466.1078921209505,0.0,0.0
AC025508.1,0.4806111205107807,465.4786355848283,0.0,0.0
RPL21,0.4910002942010511,465.476265830283,0.0,0.0
JPT1,0.4823743506831738,465.3015453324283,0.0,0.0
RPL12,0.5488378215493397,465.09446794118264,0.0,0.0
ADGRL3,0.4722699308314891,464.93641462974205,0.0,0.0
PDE4D,0.5811275529145433,463.9700939433148,0.0,0.0
CXADR,0.4817501887728974,463.29103210655757,0.0,0.0
LHX1,0.46728272704457036,462.31816181766635,0.0,0.0
MAP1B,0.49549474377376435,462.1821197593739,0.0,0.0
FRMD4A,0.3996324278483807,462.1424489981991,0.0,0.0
DACH1,0.5465168768563086,461.2123653748351,0.0,0.0
SORBS2,0.4820874940956989,460.9218493758042,0.0,0.0
LINC01965,0.4833217520987646,460.8630923311339,0.0,0.0
RACK1,0.5027681529356464,460.0430452446424,0.0,0.0
NOVA1,0.40343626406015953,459.7124235361237,0.0,0.0
DSCAML1,0.4915833022953181,459.62186185077877,0.0,0.0
RPL15,0.4462874396186477,459.4420309010079,0.0,0.0
NEGR1,0.4566205783918761,459.3606001832177,0.0,0.0
FABP5,0.5563003043955933,458.9299143045156,0.0,0.0
DLL3,0.4634464718529949,458.8251871254968,0.0,0.0
SNHG14,0.5694319868670308,458.78384428119494,0.0,0.0
CHST8,0.5128637070348608,458.15572132488376,0.0,0.0
TENM4,0.5086642815107989,458.15553057488194,0.0,0.0
SHTN1,0.48032959631537053,458.10308880122875,0.0,0.0
RPS9,0.5134225594977314,457.9405431540502,0.0,0.0
LRRTM4,0.4674615086411259,457.8292449142981,0.0,0.0
ZFPM2,0.5217074557138097,457.4898492200934,0.0,0.0
KIF5C,0.48895185889790954,456.8443100597851,0.0,0.0
DNAJB1,0.3922894412673431,456.43803349188227,0.0,0.0
RPL24,0.47026088562130164,456.28345870341417,0.0,0.0
HSPB1,0.38138401937934246,456.04281043687183,0.0,0.0
FAM155A,0.4653306811184003,454.67905170966964,0.0,0.0
ELAVL2,0.5014976736754232,454.28394579758896,0.0,0.0
GNG12-AS1,0.44814559930280934,452.95406115622035,0.0,0.0
GABRB3,0.502927881236175,452.4377431765952,0.0,0.0
CCNB2,0.7671301895829791,452.41617679108083,0.0,0.0
PDZRN3,0.5595536476108688,452.0314611798243,0.0,0.0
INPP4B,0.4577396336801665,451.7684353435331,0.0,0.0
HSPH1,0.34710603036642634,450.84162365039344,0.0,0.0
KAZN,0.3843071051475093,449.7881190029279,0.0,0.0
DLX1,0.5261804893051426,449.7614684003583,0.0,0.0
H2AFZ,0.6568640867629385,449.44526321382665,0.0,0.0
CFL1,0.4400995540734303,448.5987805338196,0.0,0.0
NLGN1,0.41055827657823785,448.0857560194806,0.0,0.0
PTMA,0.46010594457901277,447.8301780926626,0.0,0.0
CDH12,0.36736013478600277,447.35598311142246,0.0,0.0
NSG2,0.5134971653644634,446.7187021460412,0.0,0.0
TAGLN3,0.4589331022268631,446.26776871131386,0.0,0.0
CNTN5,0.36565040239661156,446.2294736094165,0.0,0.0
MED12L,0.4669947068306867,445.98044873905815,0.0,0.0
SOX11,0.46634382876958697,444.3723409257789,0.0,0.0
NPM1,0.5035747693545445,444.2750052130214,0.0,0.0
RPL10A,0.4869969293418138,444.2127412110766,0.0,0.0
PALLD,0.5407761368395142,443.8125448435019,0.0,0.0
ID4,0.6332428285228532,443.5133942472351,0.0,0.0
CCDC88A,0.5297399468735399,443.2791551269999,0.0,0.0
PPP2R2B,0.4502850090504978,442.50754606808687,0.0,0.0
RMST,0.40389590310651835,441.6291355317177,0.0,0.0
KCNC2,0.4863754548882625,441.4556658669424,0.0,0.0
ATRNL1,0.608121664008487,441.30542063411895,0.0,0.0
CADM2,0.41718853849674503,441.24762559159024,0.0,0.0
EIF1,0.48346811680636287,441.1757405874141,0.0,0.0
SVEP1,0.4340333174385167,440.76661232387073,0.0,0.0
IGFBP2,0.5239860805395088,439.7608095980424,0.0,0.0
RAMP1,0.522966508585767,439.5022387260631,0.0,0.0
FABP7,0.555379387317828,438.84358347445,0.0,0.0
ADGRL2,0.4458120747693466,438.8048347348768,0.0,0.0
TMEM163,0.45439732549972384,438.06791754619337,0.0,0.0
SYT1,0.43758153782412434,437.14885122004074,0.0,0.0
CSMD1,0.400576131464631,436.09164407233055,0.0,0.0
TMEM132B,0.3859640914208928,435.60130440027075,0.0,0.0
VAMP2,0.4499935706197117,435.3738181730378,0.0,0.0
MAP2,0.5255610277223477,435.20232733725675,0.0,0.0
DOK6,0.45354729702856134,435.0079039666496,0.0,0.0
SLC17A6,0.4259528473736345,434.944593464546,0.0,0.0
TRIM67,0.5209216330978117,434.3436733720927,0.0,0.0
PDE5A,0.4692029735531961,433.8952165381684,0.0,0.0
ZEB2,0.5318045342955869,433.56823193263193,0.0,0.0
CSMD3,0.3739780313816981,433.54835249581913,0.0,0.0
IGFBPL1,0.4732265978040816,433.54332063115356,0.0,0.0
CELF2,0.45073505706481687,433.49698627266946,0.0,0.0
SLIT1,0.41445581146003857,433.34960188705037,0.0,0.0
KALRN,0.4865166606719897,432.5600160876066,0.0,0.0
POU3F1,0.3638405086407194,432.5556204443093,0.0,0.0
RPS25,0.4712551070046196,432.4052725796681,0.0,0.0
SP9,0.43260787305690407,432.3041129142271,0.0,0.0
MIF,0.42063489029536344,432.09259967346236,0.0,0.0
LINC02609,0.42055161227090415,431.38254821219766,0.0,0.0
NRP2,0.3921228839503089,431.00592899988027,0.0,0.0
ACTR3B,0.5130300598781483,429.82512338331134,0.0,0.0
KIAA1217,0.4458469633764829,428.6035358005619,0.0,0.0
KIF26B,0.3024471276621647,428.4879339151612,0.0,0.0
APLP1,0.4284857406197464,428.3385228830879,0.0,0.0
RND3,0.48696883134869856,428.2478544219875,0.0,0.0
MT-CO1,0.3512252330301361,428.035693958113,0.0,0.0
GNAS,0.4034804616738604,427.7232671913467,0.0,0.0
EPHA5,0.4612837366666349,427.28636741215456,0.0,0.0
CELF4,0.36753954533103933,427.1562598104375,0.0,0.0
RPL35,0.4928650594736911,427.06629403212196,0.0,0.0
CRMP1,0.46310250102354167,426.77948692830597,0.0,0.0
ANKS1B,0.4986245478588229,426.3386680081835,0.0,0.0
TNC,0.4484704063583381,426.23439837452383,0.0,0.0
RGS7,0.3901581227404176,426.08888347975693,0.0,0.0
ZNF503,0.4690358548959204,425.8543716798806,0.0,0.0
RYR3,0.345923636565177,425.2874726245621,0.0,0.0
PCDH7,0.4443928817439539,424.5467112829652,0.0,0.0
RPL26,0.4835618594178173,424.3555601324773,0.0,0.0
CNGB1,0.34199985326737875,423.4587105094136,0.0,0.0
LHX9,0.39413875999501663,422.8006760815146,0.0,0.0
LHFPL6,0.44762180067786833,422.5675814801423,0.0,0.0
GRIN2B,0.48036420877900243,422.5496005385256,0.0,0.0
USP9Y,0.4233496559070964,422.5212091568595,0.0,0.0
CACNA1E,0.4356132740945052,421.8242219321176,0.0,0.0
MAP4K4,0.5401351386880258,421.7161881441299,0.0,0.0
SIX3-AS1,0.40342296041259046,421.0003156228533,0.0,0.0
INA,0.44312354351883804,420.8711928115697,0.0,0.0
PCLAF,0.6472566976310707,420.42349727462323,0.0,0.0
CDK6,0.48206369490426365,420.06500306146773,0.0,0.0
RPL35A,0.4870823279318631,420.04388640981165,0.0,0.0
PLXNA2,0.5025179745601693,419.8780564282287,0.0,0.0
UBE2S,0.6637821333550498,419.6173939278732,0.0,0.0
GAS5,0.43987103308956027,419.44666313115516,0.0,0.0
CCN2,0.49613559402465823,419.34326062082437,0.0,0.0
LMX1A,0.6384874932338097,418.8955156283258,0.0,0.0
ENC1,0.43796462950965886,418.8619395436178,0.0,0.0
LHX1-DT,0.4069001431197494,418.81452836643103,0.0,0.0
POU2F2,0.3611142029171397,418.1701338516937,0.0,0.0
NAV3,0.4767061837097986,418.0342733237362,0.0,0.0
GNG5,0.5102637250307335,417.708969343821,0.0,0.0
ZFP36L1,0.5733078239900345,417.5736476396219,0.0,0.0
CKS2,0.7074796686766186,416.48329328159883,0.0,0.0
LY6H,0.42156124498462333,415.81913198432676,0.0,0.0
TMEFF2,0.29375868398218546,415.2143536741959,0.0,0.0
HMGN3,0.5163369751821356,414.78115802877375,0.0,0.0
SLCO5A1,0.5048490250278529,414.48132237793516,0.0,0.0
MSI2,0.4256780471256343,413.7222121024114,0.0,0.0
NNAT,0.5138727228236675,413.40666875515933,0.0,0.0
MGAT4C,0.42630086253240257,413.19569660518437,0.0,0.0
FKBP10,0.4325847936327735,412.94661376239924,0.0,0.0
LHX5,0.36670592000990265,412.8043035829936,0.0,0.0
TPI1,0.4334189997836853,412.0301290550837,0.0,0.0
PCDH9-AS2,0.24993818859163117,411.25738109476043,0.0,0.0
SEMA6D,0.45770009621082375,411.1948801860574,0.0,0.0
RSPO1,0.6259658331013823,410.90891952358515,0.0,0.0
FGFBP3,0.5028773575180987,410.63350152980166,0.0,0.0
LINC01201,0.4794106931068036,410.46928076647845,0.0,0.0
CPE,0.4196333913026724,409.73994884860906,0.0,0.0
ENO1,0.44178133496122357,409.7398615641881,0.0,0.0
EPHA3,0.4667635119069031,409.3373679161694,0.0,0.0
AC132153.1,0.4561278816658774,409.1235540064825,0.0,0.0
NMNAT2,0.44064574713470256,409.1123839531499,0.0,0.0
RPL22,0.44900438901504225,409.06398779201965,0.0,0.0
EEF1D,0.4761674035986209,408.90808066762065,0.0,0.0
LHX2,0.4608079209287059,408.13394178390064,0.0,0.0
AP002989.1,0.3613841515135322,407.9341307593566,0.0,0.0
PLXNA4,0.37825366498770685,407.0067591341412,0.0,0.0
KLHL35,0.4057890463625678,406.95766383039205,0.0,0.0
CTNND2,0.48131323332368164,406.21005956457606,0.0,0.0
NEFL,0.36558055509592297,406.18899673289604,0.0,0.0
TOX,0.44758201584049295,405.95694193412584,0.0,0.0
AC012409.2,0.30443316375214396,405.86782437909994,0.0,0.0
PTMS,0.4176114393046055,405.6067030068183,0.0,0.0
NR2F2-AS1,0.4068893967163612,405.2201446990819,0.0,0.0
LUZP2,0.3062124315300068,405.1888693266849,0.0,0.0
CNTN3,0.4284005612648401,405.0991989183273,0.0,0.0
GRM7,0.4290661025833426,404.48834671652514,0.0,0.0
PRKG1,0.40582047018630496,404.40329367245425,0.0,0.0
SH3BGRL3,0.4011576121467595,404.3687318094407,0.0,0.0
NCKAP5,0.4716597546276341,403.4232859374527,0.0,0.0
RPL28,0.41671824580150996,403.3757448106596,0.0,0.0
RPLP2,0.43327249606217555,403.35782005475386,0.0,0.0
TYMS,0.6362367871595929,403.01515376054107,0.0,0.0
BICD1,0.3798233429913359,402.65912561956003,0.0,0.0
PTPRM,0.40979836391063057,402.27042301512773,0.0,0.0
HMGA2,0.6048253763356023,401.5602123110999,0.0,0.0
CDH4,0.395585555497353,401.30722023140805,0.0,0.0
SLC8A1,0.45491451798822063,401.07000027583365,0.0,0.0
GPM6B,0.49219740345614527,400.83314163347484,0.0,0.0
ATAD2,0.5800196232220254,400.74809621982973,0.0,0.0
BIRC5,0.705021502059003,399.7027254126112,0.0,0.0
BCL11A,0.4248421501199941,398.9595574981674,0.0,0.0
FOXP1,0.46846116962163575,397.87810700980583,0.0,0.0
CACNA1C,0.40488967179746604,397.5664294747378,0.0,0.0
GPR149,0.3079356378306828,396.3308236723069,0.0,0.0
DLL1,0.42641886384493477,396.1582543012906,0.0,0.0
RIPOR2,0.4228208281130069,396.0839446156715,0.0,0.0
IL1RAPL2,0.505953822379089,395.88796878068905,0.0,0.0
KCND2,0.3689827217448761,395.77628852278804,0.0,0.0
HDAC9,0.45400541735138916,395.04557880848995,0.0,0.0
AC139720.1,0.2385016413009945,394.74414829811576,0.0,0.0
NRCAM,0.4727258723472982,394.59767093792124,0.0,0.0
EEF1G,0.47581733418625183,394.43400661062066,0.0,0.0
