Gene,C,Z,Pval,FDR
ADD2,0.14629330541484417,125.34777921317729,0.0,0.0
TCERG1L,0.14908864872725178,125.20878902795836,0.0,0.0
CCDC150,0.18888443841955155,125.08923559091312,0.0,0.0
SSBP4,0.13481022710797347,125.0709303976258,0.0,0.0
FBXL5,0.17077925798240717,125.06438671894067,0.0,0.0
AC073071.1,0.14049002521138682,125.03933139840441,0.0,0.0
KITLG,0.15016370061815248,125.02701789237689,0.0,0.0
IDS,0.16617363239326727,124.94599930996623,0.0,0.0
FBXO16,0.12251953616239343,124.93504943682244,0.0,0.0
CABP7,0.14482299408141688,124.73002664658426,0.0,0.0
EIF3L,0.14242740600719758,124.6557243570771,0.0,0.0
IGF2BP2,0.13558482967941565,124.62501579799726,0.0,0.0
HNRNPF,0.15782604830031124,124.6116271043122,0.0,0.0
ADAMTS1,0.1511437298462607,124.3716741758554,0.0,0.0
AL138799.4,0.10450357638984659,124.33002591456814,0.0,0.0
SCML4,0.12771011218287368,124.32750848555816,0.0,0.0
SMAD3,0.15780646282951116,124.31003677975356,0.0,0.0
YY1AP1,0.1388493665860705,124.2828668151655,0.0,0.0
AC253572.2,0.07955770715448868,124.23529904826343,0.0,0.0
TRPM3,0.20186381546024787,124.21629320126252,0.0,0.0
TTLL7,0.1395426386035327,124.17587423251771,0.0,0.0
SLC16A1,0.1571263445255684,124.10842342698571,0.0,0.0
MDFI,0.14953154732579424,124.09790475083376,0.0,0.0
FRMD3,0.13515245504299622,124.04329985758532,0.0,0.0
NPTX1,0.1550616205985291,123.99004731119534,0.0,0.0
AC004540.1,0.13577252979063872,123.9374366829778,0.0,0.0
COPA,0.1430066900258016,123.8411647941365,0.0,0.0
AC087457.1,0.13206771828556116,123.81728726927044,0.0,0.0
MPST,0.15660935148800267,123.8010256744295,0.0,0.0
ARMC3,0.17969312389567912,123.78483272185963,0.0,0.0
TICRR,0.20827388979412756,123.71771147655103,0.0,0.0
DIPK1C,0.14615086212483716,123.60339426717188,0.0,0.0
EMP2,0.1806478622184534,123.60248741759705,0.0,0.0
BTBD9,0.1397633175078454,123.60032024866213,0.0,0.0
FLNA,0.1526365797432818,123.59938689730326,0.0,0.0
MARCH3,0.1252879674198011,123.59291273238442,0.0,0.0
CUL3,0.1420276181830816,123.51337796538573,0.0,0.0
BEST3,0.14123304731995065,123.48815501366845,0.0,0.0
FAM168A,0.13796556998536044,123.47657370357767,0.0,0.0
AC079052.1,0.11600035601021351,123.47560976417995,0.0,0.0
NFAT5,0.1303093785333589,123.47436267639122,0.0,0.0
ELP4,0.13952160729998037,123.35505188396037,0.0,0.0
ANXA2,0.17088552335746088,123.31998128981517,0.0,0.0
ETS1,0.09838607726109791,123.27983622754353,0.0,0.0
ATP9B,0.14669284657898934,123.24373233344402,0.0,0.0
SMTN,0.1721843109794477,123.1670029633878,0.0,0.0
ST6GAL1,0.12543258758675824,123.11816102663009,0.0,0.0
EGR2,0.1808824777845861,123.11744552784978,0.0,0.0
MB21D2,0.13333257207536373,123.0928725667861,0.0,0.0
INSIG2,0.1478583590313683,123.07599977960271,0.0,0.0
COX7A2L,0.15105564211088715,123.06264561068954,0.0,0.0
SLC4A5,0.13013584786080185,123.04452847667088,0.0,0.0
OAZ2,0.13984779424275182,123.02293628431607,0.0,0.0
MPHOSPH9,0.1456657734321463,122.99850788808399,0.0,0.0
HSPB11,0.16106127100900536,122.9902781833696,0.0,0.0
STC1,0.12405025340460435,122.96168645053274,0.0,0.0
RNF165,0.1375653389825324,122.91140839794684,0.0,0.0
DHRS3,0.15590115391608475,122.87805114975681,0.0,0.0
MDH1,0.143896861314748,122.83243062650921,0.0,0.0
CEP128,0.16892738689652803,122.7676561842746,0.0,0.0
KPNB1,0.15749025342101675,122.76438824107377,0.0,0.0
AC077690.1,0.11683408620238045,122.75082436652878,0.0,0.0
MGME1,0.16937463424850668,122.70486436623676,0.0,0.0
EDNRB,0.1652977639503939,122.68111369892436,0.0,0.0
PPARGC1A,0.14386507403954313,122.62230991396433,0.0,0.0
LMO2,0.14511486630942466,122.61919382363375,0.0,0.0
S100A6,0.17034655584434807,122.61697840179035,0.0,0.0
CRISPLD2,0.10423341159324354,122.54621616026219,0.0,0.0
GPR27,0.13086501586291194,122.49993401288678,0.0,0.0
AL391807.1,0.1428638156516166,122.45761976574433,0.0,0.0
SLC4A8,0.15668792092177017,122.38133119963462,0.0,0.0
HMGCR,0.13020409026424548,122.37812026234108,0.0,0.0
SCMH1,0.13502438287801047,122.34216694095787,0.0,0.0
KIAA1324L,0.15496936126576208,122.28802340032243,0.0,0.0
ABCA1,0.1363224271176538,122.28376501337264,0.0,0.0
CASZ1,0.14274192969028068,122.27622653101156,0.0,0.0
FOXO1,0.12485448534504669,122.26183700914423,0.0,0.0
HAUS8,0.16517174762795034,122.22383149233718,0.0,0.0
COBL,0.13125750588900037,122.17208501378039,0.0,0.0
AC068722.1,0.1322350999216182,122.07098033919948,0.0,0.0
AC092902.4,0.14582936695872176,122.05961260643171,0.0,0.0
RAPH1,0.11622333557635385,121.99007277801273,0.0,0.0
ITGA6,0.1532122089817632,121.98835886634743,0.0,0.0
SIPA1L2,0.14948758789519173,121.9592238638169,0.0,0.0
ADH5,0.1476551372651676,121.95847258398456,0.0,0.0
RCN2,0.1419247888596396,121.9560492328811,0.0,0.0
AC098829.1,0.14030844533458475,121.92755865358372,0.0,0.0
PCDH17,0.12357063696653778,121.89635628071512,0.0,0.0
PHACTR4,0.13160223794972192,121.88927171602349,0.0,0.0
SMC3,0.16401488857479812,121.8391564570968,0.0,0.0
HPCAL1,0.1362230927800494,121.80910749502142,0.0,0.0
TOMM7,0.14261348360730688,121.79013055694058,0.0,0.0
ATP5MC3,0.13720382637192066,121.78356080690216,0.0,0.0
LYST,0.13213150612928645,121.70477080187861,0.0,0.0
CENPQ,0.17246555234211872,121.67646572781423,0.0,0.0
KCNK2,0.14655638222523223,121.67420358397655,0.0,0.0
SINHCAF,0.15595609937202065,121.61154894864738,0.0,0.0
LSM3,0.15113895003063918,121.60814953058515,0.0,0.0
UPP2,0.11083214389197897,121.55539314725496,0.0,0.0
PJA2,0.1470909712549614,121.55250856110712,0.0,0.0
POT1-AS1,0.13293243271733965,121.52540713777336,0.0,0.0
AC096570.2,0.015521641100854446,121.49802820893079,0.0,0.0
SLC6A17,0.13187301264237591,121.49660990647871,0.0,0.0
COX6B1,0.13558412012551435,121.49311404873875,0.0,0.0
DIP2B,0.13444424952699902,121.48310709899948,0.0,0.0
HOOK2,0.11906949809235383,121.48222069512555,0.0,0.0
SMAD9,0.15456620143616917,121.46617521978214,0.0,0.0
PSMB1,0.14892435955856567,121.45527129432743,0.0,0.0
PRKX,0.14517993521307054,121.34228421494612,0.0,0.0
ODF2,0.15995200121250527,121.30786903332952,0.0,0.0
TSPO,0.15181590735657563,121.27197961840294,0.0,0.0
ACACA,0.10604177181375204,121.20066365706833,0.0,0.0
SAT2,0.13692622259613701,121.18475039301369,0.0,0.0
HYDIN,0.14401564482322926,121.14581710568679,0.0,0.0
RFC1,0.1562444240212886,121.1327178334095,0.0,0.0
FAM111B,0.20079499192646708,120.93259108118457,0.0,0.0
DPYD-AS1,0.10385173435540127,120.90862310830285,0.0,0.0
ERBIN,0.13967691054046885,120.90392477632763,0.0,0.0
ZNF532,0.13537249168423462,120.89282524167915,0.0,0.0
PLCL1,0.13214397794747337,120.7556326216374,0.0,0.0
CLIP2,0.12849291343168445,120.73325989238089,0.0,0.0
OSBP2,0.126753623421764,120.73195234707164,0.0,0.0
PREPL,0.13410836281304286,120.65751198591782,0.0,0.0
MBNL3,0.1645135766721443,120.64722363656044,0.0,0.0
PAG1,0.1463010052052356,120.62525067677545,0.0,0.0
AC008415.1,0.109361590302908,120.580799499188,0.0,0.0
EXOC4,0.13920441234386163,120.48380776655475,0.0,0.0
KLHL14,0.1665986623496613,120.4240669645734,0.0,0.0
NEURL1B,0.16763966213383397,120.39178598113544,0.0,0.0
LRP4-AS1,0.1168020168111386,120.20144524813031,0.0,0.0
CSNK1E,0.13589746827996999,120.17296561594387,0.0,0.0
NOS1AP,0.1357171965339378,120.16040434655147,0.0,0.0
NSD3,0.13817528155995132,120.07765915863148,0.0,0.0
FAM222A,0.1397288212794686,120.06646061640204,0.0,0.0
PAICS,0.12785127155271916,119.99683593963731,0.0,0.0
SMO,0.14766811594503546,119.850332688216,0.0,0.0
PLXNC1,0.13360900542782467,119.81672263191295,0.0,0.0
AC007563.2,0.12123955401520388,119.7973380301672,0.0,0.0
HS6ST1,0.13765673775528417,119.79185151553196,0.0,0.0
ELL2,0.14599642281775238,119.76495914430085,0.0,0.0
GNPTAB,0.1281799151730196,119.71482859980583,0.0,0.0
SPIDR,0.14239898074688664,119.57158899311813,0.0,0.0
CDH18-AS1,0.09011204402374981,119.45927836345614,0.0,0.0
LUC7L3,0.12604300635102422,119.43433998857131,0.0,0.0
VASH2,0.13480868711505475,119.40601346150244,0.0,0.0
ZNF462,0.14437523927303442,119.38234997537343,0.0,0.0
NME7,0.1429119816916058,119.26716365069562,0.0,0.0
MT3,0.15820639613974996,119.23749038787346,0.0,0.0
TMA16,0.1539575439961559,119.2204889240987,0.0,0.0
TRIM36,0.12566927302781195,119.15026182221521,0.0,0.0
FOXN4,0.19482542219985183,119.03112890256594,0.0,0.0
CDK19,0.13733403411782344,118.96310572141006,0.0,0.0
DIPK2A,0.1503511554544004,118.83710985204371,0.0,0.0
TUT4,0.1287061348039804,118.77214301124123,0.0,0.0
HNRNPR,0.15024606995695275,118.75831548703188,0.0,0.0
NCAN,0.1376410347888943,118.74763916155183,0.0,0.0
CTSC,0.15014687185224088,118.63690626336016,0.0,0.0
MAGOH,0.1494496123045312,118.57817398992965,0.0,0.0
HSD17B11,0.15776896001770885,118.55862749017652,0.0,0.0
AC116565.1,0.1303694295253483,118.53367698267388,0.0,0.0
EFS,0.14147786776889412,118.44299031458443,0.0,0.0
KANTR,0.13843460412353795,118.38969843427984,0.0,0.0
POLD2,0.14248099873861672,118.3808041868972,0.0,0.0
BIRC6,0.12967094932526638,118.3393275719099,0.0,0.0
RAPGEF5,0.1350639355150306,118.28155323961268,0.0,0.0
SKP1,0.13310534460338708,118.28143561916156,0.0,0.0
CALCRL,0.12390701682578001,118.27820232625051,0.0,0.0
CPNE8,0.13946505602234796,118.26311187831404,0.0,0.0
AF117829.1,0.14887515415900157,118.13183449273042,0.0,0.0
BCAN,0.1422280151089591,118.11036126422846,0.0,0.0
HOPX,0.15952861710345673,118.10672367359211,0.0,0.0
KLHDC8B,0.1504601236186668,118.03636251048779,0.0,0.0
SUCO,0.16036675658600624,117.94877188191899,0.0,0.0
ARL15,0.12750960854585425,117.92936598711461,0.0,0.0
ZNF219,0.14428597824084832,117.86752959525732,0.0,0.0
LRIG3,0.15350232781826517,117.80363685427174,0.0,0.0
FHL1,0.13270641370136588,117.7370344649519,0.0,0.0
POLD3,0.16231208628173927,117.68113448588048,0.0,0.0
AC090809.1,0.13573002918850124,117.65725120618384,0.0,0.0
MLLT10,0.12701363061328647,117.65184942000603,0.0,0.0
GPC3,0.19923346679099535,117.56280766063587,0.0,0.0
ATF4,0.14330505089989948,117.48162990707301,0.0,0.0
PCBD1,0.15637737648679126,117.46498878288124,0.0,0.0
SMIM18,0.12416704597163904,117.46226850873069,0.0,0.0
MAP2K5,0.13276920494394964,117.45040168039425,0.0,0.0
RAPGEF4,0.12179337301403263,117.42849898073355,0.0,0.0
AC093879.1,0.08936827484701289,117.39056095047242,0.0,0.0
TPST1,0.11919405319153599,117.35241076766583,0.0,0.0
PBXIP1,0.1419500188105978,117.33637416327167,0.0,0.0
AL135878.1,0.1083244185248957,117.15857379410376,0.0,0.0
LINC00621,0.14090606747897447,117.13590161920308,0.0,0.0
MSRB3,0.147837163227541,117.09900384330797,0.0,0.0
PYCR1,0.14451048735264088,116.99961501177856,0.0,0.0
UST,0.1252456823032398,116.94433884909749,0.0,0.0
UBALD2,0.1505385607211218,116.92271839558235,0.0,0.0
SULT4A1,0.12678500414951968,116.7993833265815,0.0,0.0
NTF3,0.144250963930365,116.69036847180624,0.0,0.0
POGZ,0.1302412397452198,116.55321262918542,0.0,0.0
OGA,0.12893652243879525,116.32075164680894,0.0,0.0
EXOSC8,0.14129948593081657,116.20922669743155,0.0,0.0
LINC01139,0.12144604770709484,116.20391276862051,0.0,0.0
PRXL2A,0.14523631805484943,116.19349241965304,0.0,0.0
LINC02788,0.10775842028193523,116.18815957554152,0.0,0.0
HOMER3,0.13017399595392243,116.15030036745212,0.0,0.0
TMEM178A,0.1430475557954993,116.07997850948192,0.0,0.0
EIF5,0.13620112993330394,116.04489322779283,0.0,0.0
AC087490.1,0.12942881656244515,116.01960575284058,0.0,0.0
CLIC4,0.13254416856233767,116.005836272273,0.0,0.0
SLC8A2,0.12949999795716666,116.0049333377051,0.0,0.0
MCF2L2,0.12199874301276227,115.98094763059547,0.0,0.0
PSMD14,0.13157776390571424,115.90451433604424,0.0,0.0
ARHGAP42,0.12359522555042442,115.86476639350721,0.0,0.0
AL139023.1,0.12719300802483516,115.79188421517773,0.0,0.0
PTPRN,0.1266905072995609,115.72489677170434,0.0,0.0
CD47,0.13204465353167005,115.72267713932547,0.0,0.0
ITGAV,0.1427165533601511,115.72002276297057,0.0,0.0
AC114930.1,0.09986342862334435,115.71389347756572,0.0,0.0
SLC41A2,0.13280937279276162,115.63389591388535,0.0,0.0
UBL5,0.13516244295990282,115.62345772782636,0.0,0.0
TGFBR2,0.13307547720652393,115.62108847183842,0.0,0.0
ALDH9A1,0.14799591160522063,115.55268338173188,0.0,0.0
C5orf49,0.16262983852207874,115.48643482354206,0.0,0.0
KDELR1,0.14122419324177457,115.44635057997331,0.0,0.0
P4HA3,0.1072443776160768,115.41760128371865,0.0,0.0
DTD1,0.13251975160546853,115.39551224549386,0.0,0.0
G3BP1,0.1453714149164436,115.36236033458054,0.0,0.0
SHOC1,0.09133023452537273,115.32226810568055,0.0,0.0
ZNF93,0.08179085012341168,115.27422028624555,0.0,0.0
FANCL,0.1499930455575808,115.2602570725165,0.0,0.0
LSM7,0.1354230686360929,115.20691584002537,0.0,0.0
JADE1,0.16289142380203878,115.18411140786934,0.0,0.0
EGF,0.14668474524314537,115.08570124446885,0.0,0.0
SPICE1,0.13015319130711533,115.02190259839549,0.0,0.0
TMEM14C,0.14920618011914094,115.00655810141988,0.0,0.0
DYNLRB1,0.1289107578658259,114.9854150289998,0.0,0.0
NDRG4,0.1278712512918582,114.96179854200794,0.0,0.0
GLDC,0.13781929853664712,114.95628009476758,0.0,0.0
SNTB1,0.14035939573989575,114.94466625336403,0.0,0.0
EFNA4,0.14841382585227214,114.89305456978987,0.0,0.0
LBH,0.129905182280019,114.88530917701131,0.0,0.0
CBX5,0.15412945151921653,114.86940808854388,0.0,0.0
DIRAS2,0.12603510939826582,114.85412113560615,0.0,0.0
TRIR,0.13511883063385485,114.85066372773102,0.0,0.0
CENPC,0.14968214615468753,114.83262125979053,0.0,0.0
CPEB4,0.13632660236282373,114.7898592592487,0.0,0.0
AL591846.2,0.07723053463719695,114.76920962324749,0.0,0.0
WDPCP,0.14973335496244394,114.74104766822535,0.0,0.0
ABCB5,0.12172225688199596,114.65698194476887,0.0,0.0
AC004470.1,0.10664857783951957,114.61926217020086,0.0,0.0
XRCC6,0.14007245876078603,114.60746846422771,0.0,0.0
MIR3659HG,0.13584568979439504,114.60086277667233,0.0,0.0
UTP23,0.1266563441399525,114.5595136900791,0.0,0.0
IGF1R,0.12447673466403278,114.53640631811678,0.0,0.0
SHC3,0.14211266938982237,114.52441834287724,0.0,0.0
SENP7,0.12906922536503204,114.48257870053315,0.0,0.0
SMDT1,0.12922137368288597,114.46807606351098,0.0,0.0
MSH6,0.13643503946771265,114.43863581853074,0.0,0.0
ATP5F1D,0.13059180355433922,114.42238642015553,0.0,0.0
C2orf80,0.0962399715051753,114.35975264968701,0.0,0.0
ZNF254,0.1232972202671055,114.30862837628432,0.0,0.0
WRN,0.127440313632839,114.30615969428015,0.0,0.0
GCA,0.13953077386863483,114.27759782371271,0.0,0.0
ITM2C,0.13658546228030627,114.26944247321997,0.0,0.0
AK1,0.12719489531865613,114.12733714019048,0.0,0.0
EDF1,0.13427873441984658,114.1161239522632,0.0,0.0
PLAGL1,0.14450732134683356,114.07437583546884,0.0,0.0
RAB27B,0.12298294929553423,114.05611353088425,0.0,0.0
OPN3,0.13386216517666416,114.05304264589739,0.0,0.0
UGGT2,0.14104734253934437,114.04290208446704,0.0,0.0
EFHD1,0.14265689912845372,114.02923560640508,0.0,0.0
FADS1,0.1464268123985304,114.01923426124414,0.0,0.0
HLA-A,0.14807200210828156,113.9849419907905,0.0,0.0
CCDC28B,0.12668023100980536,113.95563355617593,0.0,0.0
KCNG1,0.13623226880573547,113.86333112205158,0.0,0.0
KHDC4,0.12160146480885127,113.85514411353815,0.0,0.0
RABGEF1,0.12158680965065267,113.84803817835736,0.0,0.0
EMC9,0.15762641875298367,113.83186591665121,0.0,0.0
AC123912.1,0.10487099577551988,113.7295788928761,0.0,0.0
AC011474.1,0.1270585401007029,113.7063535284117,0.0,0.0
SRSF10,0.1382453861610415,113.66584804706002,0.0,0.0
VKORC1,0.13866591969504943,113.64780000649318,0.0,0.0
AC004054.1,0.1051495906606742,113.62285705432498,0.0,0.0
CAMKMT,0.11966946358269459,113.56000398885935,0.0,0.0
HPCAL4,0.13214716537384638,113.52185409105363,0.0,0.0
PPIF,0.15207011421431887,113.48916613116202,0.0,0.0
NARF,0.12737316372255178,113.48291371878123,0.0,0.0
IFI6,0.13422799437989325,113.42839340483516,0.0,0.0
RAB2A,0.13532047566329858,113.42362549537057,0.0,0.0
SOGA3,0.13722444002414338,113.39674465132805,0.0,0.0
BCL2L12,0.16125636213290875,113.38886718003401,0.0,0.0
GAB1,0.13926232980484324,113.29927653651532,0.0,0.0
STXBP5,0.13491832572679946,113.24954379221747,0.0,0.0
UQCR11,0.13013369632917285,113.24186831890674,0.0,0.0
C4orf19,0.1529239723715309,113.11036821041692,0.0,0.0
CCDC88C,0.1317539845315603,113.10980044089803,0.0,0.0
TLL1,0.12047620566397635,113.1073816520155,0.0,0.0
IGFBP4,0.14503603508224402,113.09684632128545,0.0,0.0
VWA5A,0.11993457399562743,113.08548312978321,0.0,0.0
GFRA2,0.1288424527413259,113.03093601786388,0.0,0.0
AP001011.1,0.10884953472889149,113.0244011576478,0.0,0.0
COTL1,0.12662254399563946,113.00847800634197,0.0,0.0
VLDLR-AS1,0.13673702423756728,112.98248749977193,0.0,0.0
TUBA1C,0.19397230964395326,112.96304103605439,0.0,0.0
ADIPOR2,0.1402177059438862,112.93678711975494,0.0,0.0
ANKRD46,0.12714762668064833,112.88399830522373,0.0,0.0
AL024495.1,0.14431136477983927,112.85391953907794,0.0,0.0
AC006387.1,0.1022668212051545,112.76430213696192,0.0,0.0
CTPS1,0.14001991515100148,112.76376997166147,0.0,0.0
ADCY8,0.12273761149168831,112.74291752930189,0.0,0.0
CFAP47,0.17762563480371668,112.73745140880273,0.0,0.0
SCN4B,0.15498989889105186,112.7070141153775,0.0,0.0
COL4A2,0.14009863842824113,112.70488447035672,0.0,0.0
PLOD2,0.12731688048888637,112.67524823426693,0.0,0.0
DNAJC12,0.11974356403350166,112.66514525964126,0.0,0.0
SPIRE1,0.13128424722517257,112.65231467026615,0.0,0.0
FARP1,0.129159776928245,112.63056005674474,0.0,0.0
CCDC3,0.11352865275851518,112.6226657686596,0.0,0.0
DAPK1,0.12910585667782506,112.61265710611406,0.0,0.0
ESD,0.1340038367499121,112.55169499378802,0.0,0.0
MAN2A1,0.141822577098001,112.54484360288873,0.0,0.0
TNNI1,0.11758710896910113,112.49263458602732,0.0,0.0
LAMC1,0.13370053705336424,112.31095665609813,0.0,0.0
CEP192,0.14953090712117212,112.28842192796519,0.0,0.0
KMO,0.1351718368267367,112.2781209467894,0.0,0.0
PAK1,0.1316699002162419,112.22321848634614,0.0,0.0
ST8SIA4,0.12571734460240733,112.11159191513936,0.0,0.0
SELENOH,0.13533215544143531,112.09726277374074,0.0,0.0
NIBAN1,0.15290076228991098,112.06914399330334,0.0,0.0
CCT4,0.13235774789602173,111.86890236405343,0.0,0.0
CRIP2,0.12234056412771743,111.85945789564698,0.0,0.0
ARL1,0.15375395552346371,111.81161563802517,0.0,0.0
CAMK2A,0.12603272428249315,111.74040621243746,0.0,0.0
KMT5A,0.16079624843984947,111.73623030849343,0.0,0.0
FAM107A,0.16009038731866523,111.73314545692541,0.0,0.0
GLRX5,0.14260223155414892,111.63944742966906,0.0,0.0
SERTAD1,0.1171767585558943,111.58639853611416,0.0,0.0
GAB2,0.11697424953788581,111.56027806166912,0.0,0.0
PREX1,0.1322230167793877,111.4515947853067,0.0,0.0
DENND2A,0.12070524923988929,111.44779155252978,0.0,0.0
TCP10L,0.1251970048285915,111.41318908844394,0.0,0.0
HOMER2,0.125220431358436,111.41114298091932,0.0,0.0
FREM2,0.18648145573326338,111.4100958058474,0.0,0.0
SVIP,0.13164444013227095,111.37079065340318,0.0,0.0
HNRNPA0,0.13497970780930568,111.36372462628327,0.0,0.0
MRPS6,0.12949496149245332,111.34492946897268,0.0,0.0
VOPP1,0.13077444396011156,111.25676257316505,0.0,0.0
TMED9,0.13772570981935878,111.15757297183511,0.0,0.0
KMT5B,0.1276075416929139,111.15677535923916,0.0,0.0
UPF3A,0.11679442799425749,111.13337991253289,0.0,0.0
LAMTOR5,0.1375065523244292,111.09001869597117,0.0,0.0
MEGF9,0.1266836112483704,111.0115282889141,0.0,0.0
MYO5A,0.128850469794055,110.99735379908303,0.0,0.0
AL021917.1,0.025511058368323222,110.99483548934845,0.0,0.0
PPP1R3C,0.08330598040862,110.98556066402318,0.0,0.0
GNB1,0.12783240040208324,110.9647724612306,0.0,0.0
PSMC3IP,0.15314064691429966,110.9604948914843,0.0,0.0
BCL6,0.1378867777958881,110.94103525764405,0.0,0.0
SPOCK2,0.12186738547974532,110.91578878215674,0.0,0.0
TRIM9,0.1305179452020803,110.84350599271912,0.0,0.0
AGBL1,0.14263021179736118,110.83914891587668,0.0,0.0
HECW2,0.12447790667517898,110.83309129843765,0.0,0.0
CAMLG,0.13355862831634815,110.71814758780724,0.0,0.0
AC090572.3,0.12216106304833611,110.67093743393059,0.0,0.0
POLR2J3,0.12171915405846973,110.66894455066937,0.0,0.0
CCDC65,0.10884015353218429,110.6363082063838,0.0,0.0
TGFA,0.1181772574908906,110.58606994885342,0.0,0.0
STX17-AS1,0.11090766742041135,110.49452477556581,0.0,0.0
PRKACB,0.13041435537604915,110.35306881083449,0.0,0.0
MEIS1-AS2,0.10339955142225521,110.32492319210014,0.0,0.0
ATP8A1,0.12527197335081494,110.31245979390405,0.0,0.0
AK4,0.1356862278109906,110.31237213201808,0.0,0.0
FAM72D,0.1810091238704596,110.2772292670406,0.0,0.0
SYBU,0.12143323243003679,110.27241441505261,0.0,0.0
YPEL3,0.11819549867152987,110.26948707696063,0.0,0.0
CTXN1,0.12541237275363679,110.26722814978635,0.0,0.0
AAK1,0.12249958320687032,110.25286313741174,0.0,0.0
SON,0.12418614684574984,110.23842261369214,0.0,0.0
SLBP,0.13422415231244186,110.21914943615884,0.0,0.0
ICA1L,0.11293013675495961,110.21453657822282,0.0,0.0
ATP5MD,0.124817416994442,110.09275099892338,0.0,0.0
RAB6A,0.11574099310312093,110.08006601116742,0.0,0.0
LRRC26,0.11391145356256412,110.07491796298028,0.0,0.0
SETD5,0.12280836949092969,110.0541308808547,0.0,0.0
UQCR10,0.12460527812721373,110.01328219611024,0.0,0.0
LINC01378,0.103686514288331,109.99242648101101,0.0,0.0
PLEKHA7,0.13109727446773006,109.93720159909124,0.0,0.0
COX10-AS1,0.12134079688709931,109.91935612169742,0.0,0.0
PARK7,0.12941974697898959,109.87815884564483,0.0,0.0
FAF1,0.1261958256758481,109.85422901559022,0.0,0.0
SIPA1L3,0.10772671086324116,109.75776258869082,0.0,0.0
CADM3,0.12290638767041777,109.75571541971924,0.0,0.0
FBXL20,0.11525795113121431,109.74616770993735,0.0,0.0
PLXND1,0.1315825353919303,109.7309764487569,0.0,0.0
WDR35,0.12488478306543467,109.72698002022479,0.0,0.0
PIFO,0.16221051138300266,109.66068445259258,0.0,0.0
GABBR1,0.12904922349544123,109.62094912831323,0.0,0.0
CACNG4,0.12662830001684053,109.55371152782864,0.0,0.0
TRIB2,0.12544531698693517,109.41462788517829,0.0,0.0
PALM2-AKAP2,0.12973834905893858,109.38375644451718,0.0,0.0
ATP5IF1,0.12509141790244413,109.38258600809264,0.0,0.0
FAM222A-AS1,0.10994096668793245,109.3764748363115,0.0,0.0
ADGRL1,0.12172840563574897,109.3572586157869,0.0,0.0
SMC5,0.13884164754181183,109.28382308833092,0.0,0.0
RBX1,0.1270182354711046,109.27991818846695,0.0,0.0
THSD4-AS1,0.1192702336967613,109.25032259101108,0.0,0.0
SERP1,0.14246356491232434,109.23718487627414,0.0,0.0
AC131571.1,0.10094694692709218,109.23324445683693,0.0,0.0
TCF19,0.15401533068933354,109.19897576711895,0.0,0.0
ASPHD1,0.12484128766620356,109.19713453257084,0.0,0.0
PSMC3,0.13587129735370518,109.18695490061134,0.0,0.0
PCP4L1,0.11179720340730534,109.16425772446829,0.0,0.0
HEXIM1,0.10803124982609871,109.1129635397824,0.0,0.0
GEN1,0.16718588886335864,109.08636016231944,0.0,0.0
PHIP,0.13773020816597567,109.06756645925238,0.0,0.0
NFE2L3,0.1092452932345659,109.04786807632874,0.0,0.0
PRNP,0.12354735576491693,109.042102874349,0.0,0.0
AC005908.3,0.1433777633996206,109.04066445090794,0.0,0.0
TGFB2,0.11605869741493362,109.01031398503486,0.0,0.0
PPP1CA,0.13405245223408746,109.0095100814851,0.0,0.0
ZADH2,0.12658406443844789,108.99517129969848,0.0,0.0
DPYSL4,0.12903474822876204,108.98226903087077,0.0,0.0
OTUD7A,0.12933303098683027,108.97746653319084,0.0,0.0
CPLX1,0.12241450263580497,108.96537891560803,0.0,0.0
TET2,0.12766797529310986,108.95949906941823,0.0,0.0
STOML2,0.13234722621808684,108.95035807930704,0.0,0.0
TPM1,0.14583226598806368,108.94837187541982,0.0,0.0
DLGAP1-AS4,0.0947891818392607,108.9306356199929,0.0,0.0
GMNC,0.13207460106752333,108.8932769846129,0.0,0.0
PPIB,0.133227041593091,108.88040082238767,0.0,0.0
CCDC34,0.14453817007231848,108.85071536522781,0.0,0.0
RPRM,0.11315023759768748,108.79099252213157,0.0,0.0
POLR2J,0.13292495399445234,108.7428505229083,0.0,0.0
AL357873.1,0.09329819373276185,108.72736018008756,0.0,0.0
R3HDM2,0.11785568930584876,108.69676654924675,0.0,0.0
MRPL11,0.13646080543201405,108.69440724314853,0.0,0.0
AC093898.1,0.10367523869002093,108.64137424041537,0.0,0.0
ANKIB1,0.12228366549700091,108.5999841897292,0.0,0.0
DPY19L1,0.13376327085488462,108.55924161870372,0.0,0.0
RBM3,0.12991573347006408,108.53759815831721,0.0,0.0
AC025159.1,0.11647404422172697,108.5230666574958,0.0,0.0
AL118516.1,0.11796499443687865,108.46082460695644,0.0,0.0
AC092969.1,0.13918799963970394,108.44515217352408,0.0,0.0
LSS,0.11901957751098483,108.42974269922651,0.0,0.0
MCAM,0.1327779928019664,108.42316016378054,0.0,0.0
SLC9A9,0.09615171931665083,108.31278563331358,0.0,0.0
PHC2,0.12689769131494105,108.28100021611993,0.0,0.0
ST8SIA2,0.1320441485576424,108.27306819193369,0.0,0.0
KIAA1324,0.11607229503481539,108.21307737713045,0.0,0.0
NOP58,0.12104156705325254,108.21267943087948,0.0,0.0
DYNC1H1,0.12904148601468768,108.20629590463953,0.0,0.0
