"Gene","IN_2","IN_1","IN","nIN_1","nIN","nEN_1","nEN","IPC","MGE","RG"
"LHPP",0.439816480882996,-0.17793971109299,0.735744893559852,0.967297114398396,-0.0309067257483552,0.159504725228684,0.432541087342124,-0.92367155171906,-0.0963072431091282,0.161384799043899
"FAM53B",-0.0679668687423158,0.255215613685071,-0.0639702801102149,-3.16214470869468,-0.244164713658448,-0.28229160238766,0.158771555765674,0.32969959895037,-0.30132608431933,0.147268476585525
"EEF1AKMT2",0.217447133428469,0.101657876569011,0.25082780417092,0.0660139567417071,-0.825480141879124,0.289763585732602,0.207082028585476,0.0676316021250032,-0.0658272379435448,0.31296964297327
"ABRAXAS2",-0.302655804816148,-0.736763340076031,0.598656491655941,0.400268705388533,-2.81747128705226,-0.248692166042064,0.136564723891747,-0.050255133153287,-0.0908229244137899,0.0977470148790117
"AL731577.2",0.0523632074780269,0.0648655272870638,0.230442975186547,-1.06055467953086,-0.404129218851356,-0.11899698575719,0.0915501751463301,-0.190433587992765,-0.0886102984820469,0.13209796085661
"ZRANB1",-0.0140828481120036,0.260453147864227,0.390682784480975,0.158631162867113,0.448323007199475,0.0185283659347673,-0.110552300288117,0.135479165306975,-0.0287745537120011,-0.00229768618865685
"CTBP2",-0.809450131792257,-0.243026548647173,-0.28291910697545,-0.374415234077355,-0.297778134589051,-0.393367840735564,-0.0483167713152494,0.111299218329749,-0.0100107253758426,0.126309931412307
"EDRF1",0.0141966848159646,-0.00149949804224929,-0.674372669173308,-1.16702341027408,0.270230989869765,0.756877242142139,0.163994929307335,-0.206256451637724,-0.21008162405798,0.0277699511838752
"UROS",0.580330870993109,0.1467917302925,-0.189150338440223,-0.242374217753897,-2.91661761598113,-0.112743930277821,-0.420145383591805,0.168643202275141,0.0543275445265969,-0.16229375309892
"BCCIP",-0.00232907310095036,-0.0595495110362714,-0.284346332785778,0.178189959058856,0.157994812745393,0.485568992566122,-0.0314459877860139,0.250153827923612,-0.0945280439126817,-0.042954085847709
"DHX32",-0.14013312537938,0.089399938400745,-0.1235541880707,-1.54952111034969,0.66634230495907,0.287694065001889,0.48891776020165,-0.00919623985126705,-0.173084872871288,0.173219622813785
"FANK1",1.03415699450885,-1.90604648506695,-0.424591057676588,-2.16193322403975,-1.72555782741084,0.548273080750335,-0.260711441144378,-0.734660888247072,-0.905075746297782,-0.0970280562622783
"ADAM12",0.722145198403049,-0.970817378442056,-1.59738937273244,-0.363438254101987,0.0370061223680183,-0.366730693021573,0.0142465225012635,-0.736774230311786,0.687928337775,-0.157719343448638
"DOCK1",1.61099895533678,1.01975506991179,1.24164742126671,0.507949007860902,-1.70210751394807,0.269265309416352,0.442467893510041,-0.0803534100006392,-0.204601536295988,0.203923655630658
"INSYN2A",3.12393787964133,1.61705536278758,0.246947680170183,-2.46707753813184,-0.741586638232099,-0.228757882691244,0.383528862864319,0.742534491221988,-0.0363132478709305,0.546970485998645
"PTPRE",1.94286942650537,0.298195617788584,0.470273228349218,-2.12980848265034,-1.34986480580665,0.695302583747395,0.0118226899781299,0.272124730045212,0.192521092166834,1.19462216813839
"MKI67",1.4524457391582,-1.31585387711977,0.880372597168635,-0.703420055859364,2.62534510305267,-0.566704221800582,0.776882558775428,0.0426182114270082,-0.0920571365702632,-0.56469538043714
"MGMT",-1.21755177130245,-0.579898619691296,-1.15890996710669,-1.10409468163688,-2.88474963507841,-0.464679418554599,-1.41387720511586,-0.926355534091961,-0.912365594886989,-1.09247438603448
"EBF3",-1.32500632928789,-1.71993804294329,-2.82883141573478,-0.823077899309423,-1.70585190805076,-0.343680530322438,-0.108446533010428,-0.849833318051468,0.616678473166848,-0.817509282955629
"C10orf143",0.276808504380912,-1.97284179536659,0.265288576407886,-0.811258885172386,-2.31181481010257,-3.74200745119557,0.462575337385496,0.35268266226115,-0.0654660598245786,0.354588652258192
"GLRX3",-0.11021379369826,0.289346114050866,-0.0194227266730835,-0.486585982360155,-0.426651134485082,0.3245184606984,-0.0567516475321742,-0.0920569492874543,-0.0239586967606789,-0.225348154377893
"LINC02646",-2.54647518824591,-0.651071170557617,-3.10948273613245,-2.09155354629315,-2.54314212855269,-2.38218829130958,-2.36457906371687,-0.767071837132781,-0.828147956140504,-1.68029729818754
"TCERG1L",-0.400780122631242,-2.94142853365257,-0.568524634682247,-1.04866934882171,-2.81336917136267,0.085842832425808,-1.79584595459875,-1.97837080909693,-0.984799544034849,-1.24499004584127
"PPP2R2D",0.0570803697674462,0.163857522919742,0.0587146627339286,0.0945432255666693,-1.26603868004524,-0.195223638112318,-0.0155086391919697,-0.126244411541767,0.021450917672709,0.0345866496865055
"BNIP3",-1.1599761588411,-0.784509019254813,-0.539438839416122,-0.451619903413086,-1.09670444917454,-0.751266013879403,-0.540363194817145,-1.23097370802688,-1.17493170347977,-0.652100845917015
"JAKMIP3",0.758850537994264,0.296106844327275,0.501517112756482,1.31286129667471,-0.627287974395856,0.0498370508866739,0.623367393343156,-0.351637633885995,0.388912998296803,0.195286991139163
"DPYSL4",-0.237643440938941,0.577542970312541,0.330377662345983,-0.282456130342235,0.410777419973276,-0.301385599574876,-0.168509432851274,0.258436717284216,0.844072539682046,0.0752197438209504
"STK32C",0.132685432823507,-0.333798773673093,-0.161193886032368,0.431115473785643,-2.75526722363007,0.705410277326144,-0.170548381378767,-0.061747739833406,0.166441984584254,-0.0175735737349362
"LRRC27",-0.700616517616653,0.0523605283442408,-0.38872580920063,0.600922075798587,-0.414262135760856,-0.371134213617993,-0.402256393465384,-0.351573461569285,-0.32306227399781,0.0526861440699563
"PWWP2B",0.299983219730825,0.498898572231171,0.676696168599486,-1.95805649815745,1.40838321007042,-0.382566484634179,-6.12272814080883e-07,0.465182728764183,0.0263170386165968,0.184630145120424
"INPP5A",0.00602426479647115,-1.00604571632678,-0.758324812572429,-0.752505984809469,0.586504986278384,0.271511084497644,-0.0100968672311237,0.00680646843713037,-0.468043036736429,-0.299315924999295
"ADGRA1",-1.21140048331262,-2.71106512254942,-1.0489001420732,-1.57902904731482,0.970513935410855,0.629648666311598,0.121715877649331,0.610813008274629,1.56948099903479,1.33075347742708
"KNDC1",-0.438883873890734,-2.96631512411738,0.68192786252951,-0.341602163109501,-2.88806764136976,0.345548877792751,-0.268331371187667,-0.32398983407471,-0.105223750721695,-0.0792702676462456
"TUBGCP2",0.244139073289769,0.174216916412979,0.209218463508741,0.205397471181331,0.0593688585178502,0.232243468859866,0.189842836676203,0.328418137491406,-0.0411509072894211,0.151820957647399
"ZNF511",-0.789095389105734,-2.98209195654157,-0.446768635548615,-0.640980938828581,-0.0788685186464151,-0.863555386637715,-0.32099338510154,0.171356331328228,-0.154627413150446,-0.400364531859709
"CALY",-0.357648461093502,-1.3955339693698,-0.272311178757894,-0.889319824067876,0.353126036862347,0.131929687265645,-1.2361426908229,-0.0561110749505593,0.013975190871643,-0.398644645156545
"ECHS1",-0.371234899026149,0.0776369164451478,0.0167938292584492,0.0531619240666682,0.321940693519089,-0.296390669347607,-0.249285895360111,-0.204163665761408,-0.308264546145684,-0.363810353156991
"MTG1",0.135260176301594,0.151990867004212,0.17200349712757,-1.05440655602315,-0.37430266487632,0.338840715627984,0.121065195444453,0.0916339075718057,-0.116286781707239,0.0947520912258619
"SCART1",-2.05311897562335,-1.18201290402009,-0.847606824847942,2.09230870401433,-1.56145913337667,-2.28476821224873,-0.14071293134566,-0.959765873011941,0.399307693458515,-0.14487086248599
"BET1L",0.382155542302627,0.712892493258335,-0.205609549398737,0.108649074118335,-1.86644797359378,0.13427303238121,-0.102851343280828,0.0491299213990145,-0.361120436945689,-0.0101350109707513
"RIC8A",-0.260227696742559,-0.282890414726288,-0.0951838459123956,0.138363663288931,0.0771404495718738,0.0657588359620778,-0.243211710367359,0.148394970433785,0.101991408716188,-0.194525119533569
"SIRT3",0.266825200575757,0.255209029165857,0.207899011396526,0.176609987202158,0.788497712308201,0.126936692419373,-0.0364388048732041,-0.116624389417189,-0.149289273477306,0.173806786045591
"PSMD13",-0.132247146868933,0.390270239546145,-0.397463999715641,-0.417277762998829,-0.119502527874463,-0.416959298086415,-0.140440800186551,-0.0966551767847455,-0.168756464746809,-0.219974553938226
"IFITM2",0.0332284352979888,-0.468344117009273,0.697421483650219,-1.1339749334966,-0.492565645441479,-0.348519478874075,0.38980925766244,1.4763349345419,1.20619305935335,0.0120364309524854
"IFITM3",-2.28934060459623,-1.81659428257137,-2.0630760424737,-4.88873500545162,-2.48492482261475,-1.50145264546536,-1.89256125726752,-1.01815183522645,-3.15512493245105,-1.99943189297602
"B4GALNT4",0.124023438254914,0.417562073165944,0.275631698928765,-0.0827714815286991,0.177974280016489,0.905389308338613,0.169630395973928,0.15427257205496,0.36045570697805,0.325432771462426
"SIGIRR",-0.185834225935614,-1.59659521827731,-0.281619428813211,-0.958084300168233,-2.82775964221853,-0.785423269088223,-0.697423264217028,-0.931654000067755,-0.352979685828133,-0.51637956522466
"PTDSS2",0.172094144758073,-0.358910551939587,-0.261218591953344,-0.328428991326686,-2.81000638856547,0.350438249319735,-0.0603233027156773,-0.23064442192875,-0.469608663191792,-0.136761205078686
"RNH1",0.257255111837826,0.102208180554708,-0.167998493746934,-0.104161685023561,-0.349369950857693,0.323349949525137,-0.190451346000898,-0.0436430568155575,-0.251194251753936,-0.255762236529673
"HRAS",-0.0640646616955357,0.00133019716796268,-0.0178131663075273,-0.0965046242975574,-0.67284274753886,0.176111114674864,-0.186300576026399,-0.0794094474993596,0.264674793031593,-0.0635361276244112
"RASSF7",0.104200589305905,0.0112894430146839,-0.416188378443483,-0.998721064971894,-0.266341910363114,0.486532430439663,-0.407691113529733,-1.36168284583803,-0.0973116028605758,-0.433753779911388
"MIR210HG",-0.466686080592049,-1.04046798093034,-0.185866370146038,0.150974281040845,-3.41781413364703,-0.785139934629846,-1.03061558257145,-1.16083345720993,-0.649902168879053,-0.758086423921674
"PHRF1",-0.953474423589702,0.38840914244523,-0.251813112079472,-2.32905142138828,-3.06839404952509,-0.644260283364935,0.0667319334936839,-0.404266264979794,-0.222744052838177,-0.0993731435493251
"DRD4",-0.0741973360047938,-1.82800911248834,-1.7184849564748,0.00904306369566199,-2.28416686177836,1.22944224607277,-0.794367033199745,0.583320794682877,-2.07865004856858,-0.390699737491725
"DEAF1",-0.0096084959819267,-0.138883989353421,0.119637553593318,0.403533471319347,-0.290037538372838,-0.0450654403002715,-0.239112989612562,-0.148701093293589,-0.133801769824783,-0.0555582529043773
"AC131934.1",0.285056198998688,-0.435867204335482,0.418107762875765,-2.0302117559804,-2.82527722220355,1.09965188687752,0.195696223727562,-0.78912076278184,-0.180389178589745,0.414216064747491
"EPS8L2",-0.746994149576867,-3.08816364007668,1.26686866630989,-1.4267823064994,1.98694953964775,0.92419533029593,-0.0839684178218603,-1.0405940170509,0.147996240801637,-0.492096332764625
"TMEM80",-0.265825222400752,-2.89761463909752,0.126874467321575,0.203794596012278,-2.90289134529541,-0.208480601866078,-0.555896354452633,-0.272179669264437,-0.649325681040344,-0.46989791036966
"TALDO1",-0.255152864661147,-0.22068254027153,-0.0582686131876406,-0.286880760636918,0.014910597796189,-0.657542588553131,-0.309645672698838,-0.222510518487876,0.215641977077367,-0.404155147039078
"GATD1",0.136056940871667,0.160659320092011,0.394398489728069,-0.98610425079578,0.0179486235430827,-0.182492399697448,0.0344716266374996,-0.183414968529211,-0.222373919512106,-0.229438230270125
"AP006621.3",0.0167812469244717,0.164715829479595,0.104191336923321,-0.420963758367913,0.261589364586485,-0.389481665188169,-0.154729761434275,-0.705594441004461,-0.0799080898298465,-0.323382733142725
"CEND1",-0.290174548264657,-0.467903722300641,-0.444294967719034,0.361550398445225,0.773650434529125,-0.751467900713974,-0.699062426309118,0.0524005008670668,0.741955123122388,0.74663917350331
"SLC25A22",-0.0821508624446266,0.333593612705742,-0.137323430413993,-1.09637797949011,-2.97188136198668,0.173861003747223,0.18789132319856,-0.241548828357599,-0.137338344335339,-0.106238467686564
"PIDD1",0.142437730189011,0.985820029076327,0.661848424401924,-0.441860887893463,-2.73192389456848,-0.311914735547665,-0.484491414967013,-0.880421707231125,0.0820235225363544,-0.352388750266552
"RPLP2",-0.0245683417089098,0.262916316540722,-0.258083651761699,-0.281734070700481,0.231159576130137,-0.141375133011988,-0.0121630766864242,-0.137848771933356,-0.152769246376985,-0.293585014273003
"CD151",-0.412018263393784,-0.725876066853026,0.725250044564687,-0.858558645960628,-0.333424742236796,0.161096942074882,-0.859221385953941,-0.78476390515118,-0.266340030542464,-0.481460682410543
"POLR2L",-0.0410955412740542,-0.105575684575249,-0.0197975089283601,0.179667856126152,0.512976821673486,0.0259259772997777,-0.150333324414031,0.0115873169133767,-0.430127461643103,-0.185125260911048
"TSPAN4",-0.318596919136588,-0.517384978685742,-0.249890985393701,-0.796737857828005,0.460078954650029,-0.558994451165098,-0.648167703735898,-0.850236082182853,0.279967821561993,-0.192545870813148
"CHID1",-0.161522841818931,-0.154673538428295,-0.120172872500448,0.323223445779077,-3.64518822076754,-0.137123525257998,-0.37575030361084,-0.235760683353206,-0.386978082885523,-0.338563082110104
"AP2A2",0.226564705727658,0.0677460481539979,0.170569196493465,0.486944407791398,0.124057075996096,-0.228278897785589,-0.0780943880638844,0.149458725283849,0.114422403753588,0.226780374973172
"TOLLIP",-0.693108906208072,0.0956280109694484,-0.00625384053074211,0.279145243909416,-0.116685841397888,-0.697657569335662,-0.220818751197015,0.196949491912815,-0.0228494692813785,0.00807377131247225
"BRSK2",-0.131579654591708,-0.42411715140423,0.0197761524455518,-0.247709806489823,0.211174352456076,-0.572885347315252,-0.141497031587061,-0.0553374870741572,0.730453263089225,0.203889856554153
"MOB2",-1.11139667744499,-0.00782188184344954,0.202853868694648,0.0397974488451087,-2.64663022331711,0.384038742060461,-0.205410643253945,-0.0712030232290168,-0.324420637413694,-0.149185598098315
"DUSP8",0.0237321252930485,-0.0759126529921567,-0.101413179169733,0.301072992280798,-0.258913544207691,0.0760514867193394,0.0807099294090897,-0.271830680572414,0.26229671112833,-0.0412530086542002
"KRTAP5-AS1",0.0818360255113233,-3.2183653260423,0.70750198772265,-4.42781805573226,-2.18041921629081,0.0628335822101458,0.316461363135667,0.0115216681725223,0.0788774625520774,0.054591306738385
"CTSD",-0.162303467566572,-0.0560528972347318,-0.541351000876531,-0.124337477159719,-0.208140606779382,0.0959838635441881,-0.106479359205423,-0.00276549301947085,-0.361755655184268,-0.289759905205206
"MRPL23",-1.08057893659611,0.0417055460689945,-0.716289638101522,-0.551736730745836,-2.98297222697247,-0.44568585516989,-0.205480185817541,0.159913750012787,-0.22845358306899,-0.686318417847024
"TH",-0.280473256369001,-2.90728058649795,-0.343668899139616,-1.47564860459107,-3.39406316167332,-1.54720661073131,-1.18054978057696,-0.786575438134632,-0.00580978284800926,0.0123695165018833
"CD81-AS1",0.649353576994137,0.843090666262145,0.0522059149409856,0.423219347917667,-1.74160944509277,0.801060389114552,-0.171531951622722,-1.14363119408762,0.458986982521768,-0.0314176789145684
"CD81",0.0108812288921595,-0.139484890849885,-0.103444384103779,-0.349902004118017,0.105387447603069,-0.225987540215025,-0.334422802791813,-0.0198058885436285,-0.482272985350791,-0.176390824049076
"TSSC4",-0.320232775546122,0.155735438453342,-0.182869822958783,0.366699095883741,0.22739249102531,-0.0164173480727971,-0.297412432295529,-0.255758254130249,-0.24162950535429,-0.149998687817362
"KCNQ1",1.7107212190979,0.632458744698923,-1.88151169829237,-0.9277413249855,-1.99313711423575,-2.32654394136667,-0.508280062254042,0.692235973202673,0.454393477253941,-0.0613399025995582
"KCNQ1OT1",0.462764540106665,-0.213674539453052,-0.0670336671953239,-1.16047836555702,-1.33171714965033,-0.623357157582824,0.219211228784727,0.285131357384394,-0.155862198116938,-0.150470004845026
"CDKN1C",-0.756963133399903,-1.58076379197794,-1.21920189200456,-0.371558113593885,-1.19466432578199,-0.500945370840674,-0.261963483832104,-0.39609598036998,0.204872023109377,-0.563499138798006
"NAP1L4",-0.0687213310118503,-0.284054308817759,-0.443169844999211,0.0200863378690895,0.198655809180366,-0.0326171722953775,-0.206453717702508,-0.281453737053308,-0.0271621454658086,-0.166228126697635
"CARS",0.378037442014256,-0.979745969804763,-0.547582353113072,0.1527913905279,0.841545348790076,-0.708213594982279,-0.288326198677955,-0.134754098333841,-0.0674958649900505,0.0210403769900608
"OSBPL5",0.1159207695337,-0.239178535660072,0.449945588686531,1.00574738530698,0.664000574349536,-0.284195653509801,-0.104890065573717,0.00672315570329504,0.555263506410168,0.1805769111308
"ZNF195",-0.0326008979469526,-1.07780342232149,0.115344246992222,0.520608825084069,-0.282182573447355,-0.412679196366473,0.0228245331465691,-0.270271683444268,0.179753003894788,-0.0712885260663437
"AC127526.1",0.514550954570495,1.22208766435956,2.21917046625607,0.928496482706682,-1.06982704736988,1.52276858290628,1.19950142666728,0.427876348845085,-0.484625901852989,0.138840732213375
"AC127526.2",1.51721626998068,0.674764377445534,2.93541549114904,-0.896907474369359,-2.14890643208562,1.44863581749511,1.70365744554662,-0.832269363432009,-1.7806616580153,-0.0373222739654524
"NUP98",-0.0417387760796356,-0.335493813070746,0.0232223374378721,0.132263680672629,-1.01666168939529,0.314339269161782,0.177696603713452,0.130211509769925,-0.313781608772238,-0.163360740771517
"PGAP2",0.89565316252286,0.0815723323598513,-0.460096407144997,0.0763331579752118,-3.04566268802375,-0.726463045725976,-0.274094532569293,-0.149537098464777,-0.113095581803744,-0.453818749503149
"RHOG",-2.55185438119811,0.224212389116362,-1.68751818010876,-2.38339028842525,-2.22709427932878,-1.54765729327461,-0.278249436319652,0.511521746164834,-0.168477115918992,-0.252468493459494
"STIM1",0.0951457245197774,-0.369683755678702,-0.207363271752684,-1.80768735179163,-3.07933188452576,-0.158557978586242,-0.0891638487171571,0.33567142927129,0.575587142082845,0.271465360067216
"RRM1",0.0383324992546425,0.518600121589446,0.468957857468999,-0.131399947482482,-0.230372712332349,0.184726171713223,-0.0186498322535066,-0.25309672124788,0.648014746817116,-0.235381827760755
"AC104389.5",-0.198048248399388,-0.266481270474196,0.99926425404768,-1.37458643775392,-2.29745006622644,-1.63229426100146,-0.337398385955621,-0.0918520637164629,-0.84713055708602,-0.197595788695677
"TRIM5",-1.62253687759025,-2.01721309835122,1.0631150289341,-4.18059068703949,-2.04060841455327,-2.06219764488726,-0.551391899528441,-0.320408086761345,-0.292731609188077,-0.18660851041489
"FAM160A2",0.200296410964225,-0.400436145968081,0.0366181111237392,1.71042726171036,0.465229468127052,0.481427992552306,0.04928270623371,-0.613005029333067,-0.12223834824001,0.00649040109661328
"CCKBR",0.215180327269443,-3.01382734892814,0.950009656389016,1.13909945954774,-0.583729192515731,-2.85663494924556,0.0369680166680639,2.02871399374846,1.030961831237,0.388618656203371
"SMPD1",-0.109287246272105,-0.116141092394176,-0.138889981252156,-0.842288809240219,-2.38380785289714,-0.395646260931357,-0.674168751368553,-0.169952477969923,0.115809942556745,0.433592107636177
"APBB1",-0.121172110690649,0.0147834641857711,0.121159075266076,0.64978055771878,-3.35764857688562,-0.046358152511437,-0.168377444928748,0.0656254797181344,0.382816487489471,0.226500229400979
"TRIM3",0.380599990778056,-0.246961433087718,0.0907997131327719,1.20486478608653,-2.58621761816922,-0.466244742742693,-0.191334418147579,0.0691233663612333,0.266209118351993,0.215406429290349
"ARFIP2",0.332671769876214,-2.96338238817502,-0.0692685575991205,-0.238188049793569,-0.398903443475578,0.203496762470491,-0.0784991024109147,0.136075543157617,-0.285025488445709,-0.0744122718694276
"TIMM10B",-0.290779575993216,0.418656440086833,-1.22364569655546,-0.268805030308698,-2.86789232840668,0.361688249697438,0.0151124213908539,-0.150227279018433,-0.375377364735398,-0.198041172703456
"DNHD1",-0.213156823349596,0.219009500400247,-0.108103955684829,-0.805942648365404,-0.337112636520463,0.540771720741166,-0.0905342615084647,-0.688231784183726,-0.266233788856876,0.115912203646909
"RRP8",0.424915408145774,0.544920923712292,-1.10854339492538,-1.11218937743515,1.03103807172866,-0.204277798441395,-0.0598831368872156,0.123202943390523,-0.314916774836174,0.055126453858465
"ILK",-0.457617072187036,-0.169288178938871,-0.532821008462371,-0.0618122573216165,0.0227733636524552,0.133725378813037,0.0994997247571011,-0.0512165505196647,-0.148125588790989,0.303828602910577
"TAF10",-0.236034256900122,0.0965867773572658,-0.0650604820947258,-0.383998803935987,0.081237878537433,-0.778632962053136,-0.432807859392082,-0.309297322465207,-0.186544887129369,-0.374399845923935
"TPP1",1.87389587967768,-1.90959940132999,-0.183512158554169,0.284621352222705,-2.32795593471337,0.437133991674207,-0.277571447955175,-1.05373107135789,-0.203242683789446,-0.117090941466422
"DCHS1",0.19156312104147,0.224336966429075,0.257250344260003,-0.263702330918902,-3.4141561834312,-0.619347423906992,-0.0339171138542482,0.209496374477477,0.422452415727599,-0.0284634703132012
"MRPL17",0.0347139508401334,-3.17294452411827,-0.0369431283382783,-0.382704642874142,0.209576705078705,0.328952193435978,-0.13492390223434,-0.244079581045682,-0.393746298155366,-0.255383077345436
"AC087280.2",1.51259540169583,-0.0481564914974224,1.78402128539707,-1.16381222130765,-1.85199488052863,-4.13824128299792,-0.509483452559375,0.555958712957497,0.409213453747395,0.173140677747744
"ZNF214",-0.321166571809695,-0.694500427944176,0.184218438188175,-3.00592248316407,-1.68945444027965,0.058941800366626,-0.456328107123335,-0.612873342496363,-0.664648416538615,-0.0928704280884506
"SYT9",2.50238635221888,-1.62197756736325,-1.8580505400408,-0.472604457262816,-1.45123328041772,0.781248661291748,1.06161163932794,0.510605094794887,1.10167934557334,0.678588310668661
"EIF3F",-0.171721625685487,0.0943311269879749,-0.0497634825772175,-0.322117021630575,-0.0876544065953763,0.139727250930756,0.057417116912539,0.00938254170791986,-0.212462181125202,-0.210137458994695
"TUB",-0.189109912316242,-0.749328942495735,-0.337354518358084,1.18629714243407,-3.49436619357719,0.0784964238572047,-0.150535141121964,0.0628604756629215,0.258091257726922,0.294867218789643
"RIC3",-0.0119856487956775,-0.733595796946872,0.554538555912467,-0.23987042608804,-0.470562973954215,0.313067597098603,0.11653461248617,0.00505794395733378,1.12770168730679,1.44676868981435
"RIC3-DT",-0.0485252624849422,-0.210100655048949,0.67802185934508,0,-2.21927354054935,-1.29499989949662,-0.331491907300507,-0.200739289478014,1.00707318679028,1.72013477313434
"LMO1",-0.685988253933592,-2.42563896593528,-2.29261803314331,0.600474313079955,-0.145691060460466,-0.654435212872461,0.410045306721052,0.618275547498363,1.04224883362067,1.89964264980679
"STK33",-0.232467270215755,0.225737702453282,0.559232982319844,-0.990155758181969,0.694875467185861,0.853605455548745,-0.0856727647097619,-0.402339387334287,0.902493793728695,0.500761714187684
"TRIM66",0.181951555747129,-2.7856150766641,-0.13282677044381,-1.69780276218693,-2.48046229105439,0.167955826828607,-0.387609458691383,-0.15324042715905,-0.419916727258913,-0.293101449898541
"RPL27A",-0.358044161318897,0.0126798873341188,-0.511696192262786,-0.561480462060979,-0.217934443884775,-0.222232761057079,-0.241165134709032,-0.232964210034987,-0.334090265653979,-0.485168827320023
"ST5",-1.16209065399486,-0.154131722419579,-0.406516091914146,-0.305204742939613,-2.38610575274774,0.250606001543893,0.24563625494124,0.164317191723606,0.445505085067698,0.818563250929417
"AC026894.1",-0.248593411961216,1.01865214791117,-1.8854235336186,-2.09155354629315,-0.193390663616063,-0.190850232984232,0.536188128776747,-0.262655603445942,0.677883030832578,0.592768595515223
"AKIP1",-0.069282655993305,0.414127766375829,-0.0107647256229699,0.0930485680100066,-2.95659007431952,-0.574287626336204,-0.143556068060144,0.19748802781454,0.167323597166411,0.00386790538678369
"TMEM9B",-0.193030923686029,-0.0147739631421273,0.430749012462787,0.0142199577003069,-3.32264636586492,0.204568067006129,-0.0935452952751912,-0.0173580820341173,0.122093088004568,0.0940386611173847
"TMEM9B-AS1",-0.111419137082324,-0.489748341748594,0.142630742457104,-0.472604457262816,0.504085876715623,-1.30986546010264,0.306535265169683,-0.61660453521675,-0.0819377613129374,-0.422254018273637
"NRIP3",-0.507315757100736,-0.830295535608357,-0.172199144810238,-1.14145766403557,-0.651133616968726,-0.0324805444335778,-0.2784118660683,-0.646858999990886,-0.841939829051463,-0.68541333435299
"SCUBE2",0.215845425978465,-1.91116610029062,-0.00646973427532571,0.38511997168921,-1.93050079124363,0.355470250427593,-0.441221755107783,-1.10925631711993,-0.738433120290977,-0.706932599142868
"DENND5A",0.0360846390861305,0.262182630521586,-0.146904585892136,-0.824238357470061,0.203398878410865,-0.175664517591916,-0.0828933103211966,0.201776783808167,0.197173086883179,0.263953493689839
"TMEM41B",0.259150915989771,0.321963493139365,-0.0252990067445017,0.496753702394862,-3.63847945796936,0.115992453127714,0.248020232131736,-0.00243730844855591,0.530339214432238,0.258576318151832
"IPO7",0.169092387752969,-0.716140009400875,-0.445969266367578,0.195461100448057,-0.039272204080167,-0.193692546758232,0.0364583427330977,-0.154045590556424,-0.217578229845229,-0.147127052762867
"AC132192.1",-1.16756011744043,-2.77959986428195,-3.36382773683004,-2.09155354629315,-1.27944877247483,-2.40068484936274,-2.0067101443065,-3.06688491510398,-1.94437822559588,-1.44024070904487
"AC132192.2",0.528841463934393,0.834083497290359,-0.719092553621005,-4.23639612021373,-2.18029391496421,-0.274537151473951,0.122978272086195,-1.01611210812393,-0.146115117941516,0.313832233386945
"ZNF143",-0.450698496822401,0.324483103037488,-0.669659108215948,0.163324540225114,-0.0334762921998006,-0.417820164636098,0.124019709442428,-0.128404661014022,0.040337181134323,0.161302370968872
"WEE1",-0.605179384603025,-1.98422759939618,-0.386288649289706,-0.408104430672059,1.0418714082002,-0.478027973423129,-0.152678942313322,-0.359276924557705,-0.10817648800544,-0.420806453927019
"SWAP70",-0.666461388993401,-1.96260869658213,-0.609652835345841,-4.94688566892092,-2.10630733169212,-1.36836302011759,-0.0685774897775966,0.153108164865923,-0.320020410494079,-0.188875793284943
"SBF2-AS1",-0.206572482782482,-2.57224482124008,0.428656110080183,0.122186296942074,-2.81072709602278,0.615140634513467,0.424959551027866,0.472140003656767,-0.125716258247187,0.595126511536679
"SBF2",0.0721346436765256,0.0879871251320266,0.275911314146096,-0.349060873287753,0.0841670741410787,-0.147612627232792,0.0765523710424324,0.645294875142721,0.540719916441779,0.879247908815392
"AC011092.2",-0.301353303025682,-0.058216493741024,0.661389128748374,-3.27620763471598,0.327462691392153,-0.140823911979626,-0.23392705546849,0.35757059192838,0.422841458020273,1.05854343087119
"RNF141",-0.636785644862881,0.0611257079071443,0.393357895020638,0.144039442116584,0.661650785866,-0.733407424167245,-0.190854678151615,-0.182326673957888,-0.312116231738147,-0.103160252636523
"CTR9",0.449008365438029,-3.28522115563746,-0.0152267356693048,-0.284208445904502,0.354124347705202,-0.0163077824994849,-0.0580874718071946,0.206735112583801,0.15327319618417,0.0727358911839516
"EIF4G2",0.0127826708924482,0.329043001473512,0.303266187962624,0.518136856012867,0.145671090010648,-0.230256981203356,-0.0444361574554234,-0.0324742580482692,0.321893491539681,-0.0235344715731779
"ZBED5",0.197817183799162,0.403568536087354,0.318763609562442,0.372886050275369,0.65691675826975,0.229051356136933,0.164924538482018,0.0752622767840152,-0.0512746589921592,0.0804788944445012
"ZBED5-AS1",-0.640918791964869,0.39768690496555,-2.00489615755389,-0.0768762872937574,-2.21076631124739,-2.67143320215066,-0.170745414009073,0.167489886009317,0.24490168487595,0.00650182504043711
"GALNT18",0.459784473785169,-0.502645893511737,-2.74446644687707,0.653730625417098,-2.57983311778793,0.0306187852974178,0.0582847063000035,0.0105362923964831,0.25564858731734,-0.27096367135912
"USP47",-0.185351877187866,0.132645675658222,0.0320838921474437,-0.397886657121914,-1.56798052265098,-0.310496201619257,0.122962360841134,-0.0338864336294904,0.0871489200794139,0.104777942770785
