Gene	UniProtID	Name	GO_Term_ID	GO_Term_Name	Taxonomy_IDs	Taxonomy_Name
POU3F2	UniProtKB:P20265	"POU domain, class 3, transcription factor 2"	GO:0022011	myelination in peripheral nervous system	GO:0014037|GO:0032292|GO:0008150|GO:0014044|GO:0007275|GO:0007272|GO:0007399|GO:0048856|GO:0007422|GO:0042552|GO:0008366|GO:0022008|GO:0048468|GO:0021782|GO:0009987|GO:0048869|GO:0022011|GO:0048731|GO:0042063|GO:0030154|GO:0032502|GO:0010001|GO:0032501	Schwann cell differentiation|peripheral nervous system axon ensheathment|biological_process|Schwann cell development|multicellular organism development|ensheathment of neurons|nervous system development|anatomical structure development|peripheral nervous system development|myelination|axon ensheathment|neurogenesis|cell development|glial cell development|cellular process|cellular developmental process|myelination in peripheral nervous system|system development|gliogenesis|cell differentiation|developmental process|glial cell differentiation|multicellular organismal process
POU3F2	UniProtKB:P20265	"POU domain, class 3, transcription factor 2"	GO:0030182	neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|cell differentiation|developmental process|multicellular organismal process
POU3F2	UniProtKB:P20265	"POU domain, class 3, transcription factor 2"	GO:0048663	neuron fate commitment	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0048663|GO:0045165|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|neuron fate commitment|cell fate commitment|cell differentiation|developmental process|multicellular organismal process
POU3F2	UniProtKB:P20265	"POU domain, class 3, transcription factor 2"	GO:0048665	neuron fate specification	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048665|GO:0048731|GO:0048663|GO:0045165|GO:0030154|GO:0032502|GO:0001708|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|neuron fate specification|system development|neuron fate commitment|cell fate commitment|cell differentiation|developmental process|cell fate specification|multicellular organismal process
POU3F2	UniProtKB:P20265	"POU domain, class 3, transcription factor 2"	GO:0048666	neuron development	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048666|GO:0048468|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|neuron development|cell development|generation of neurons|cellular developmental process|cellular process|system development|cell differentiation|developmental process|multicellular organismal process
BLOC1S6	UniProtKB:Q9UL45	Biogenesis of lysosome-related organelles complex 1 subunit 6	GO:0031175	neuron projection development	GO:0008150|GO:0120036|GO:0031175|GO:0030182|GO:0007275|GO:0030030|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048666|GO:0048468|GO:0009987|GO:0048869|GO:0048731|GO:0030154|GO:0016043|GO:0071840|GO:0032502|GO:0032501	biological_process|plasma membrane bounded cell projection organization|neuron projection development|neuron differentiation|multicellular organism development|cell projection organization|anatomical structure development|nervous system development|neurogenesis|generation of neurons|neuron development|cell development|cellular process|cellular developmental process|system development|cell differentiation|cellular component organization|cellular component organization or biogenesis|developmental process|multicellular organismal process
CDNF	UniProtKB:Q49AH0	Cerebral dopamine neurotrophic factor	GO:0071542	dopaminergic neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0071542|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|dopaminergic neuron differentiation|cell differentiation|developmental process|multicellular organismal process
CDNF	UniProtKB:Q49AH0	Cerebral dopamine neurotrophic factor	GO:0031175	neuron projection development	GO:0008150|GO:0120036|GO:0031175|GO:0030182|GO:0007275|GO:0030030|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048666|GO:0048468|GO:0009987|GO:0048869|GO:0048731|GO:0030154|GO:0016043|GO:0071840|GO:0032502|GO:0032501	biological_process|plasma membrane bounded cell projection organization|neuron projection development|neuron differentiation|multicellular organism development|cell projection organization|anatomical structure development|nervous system development|neurogenesis|generation of neurons|neuron development|cell development|cellular process|cellular developmental process|system development|cell differentiation|cellular component organization|cellular component organization or biogenesis|developmental process|multicellular organismal process
DRAXIN	UniProtKB:Q8NBI3	Draxin	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
DRAXIN	UniProtKB:Q8NBI3	Draxin	GO:0021516	dorsal spinal cord development	GO:0008150|GO:0007417|GO:0048731|GO:0021516|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0032502|GO:0032501|GO:0021510	biological_process|central nervous system development|system development|dorsal spinal cord development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|developmental process|multicellular organismal process|spinal cord development
DRAXIN	UniProtKB:Q8NBI3	Draxin	GO:0021528	commissural neuron differentiation in spinal cord	GO:0008150|GO:0021515|GO:0030182|GO:0007275|GO:0021528|GO:0007399|GO:0048856|GO:0021953|GO:0022008|GO:0048513|GO:0048699|GO:0048869|GO:0009987|GO:0021510|GO:0007417|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|cell differentiation in spinal cord|neuron differentiation|multicellular organism development|commissural neuron differentiation in spinal cord|nervous system development|anatomical structure development|central nervous system neuron differentiation|neurogenesis|animal organ development|generation of neurons|cellular developmental process|cellular process|spinal cord development|central nervous system development|system development|cell differentiation|developmental process|multicellular organismal process
DRAXIN	UniProtKB:Q8NBI3	Draxin	GO:0021960	anterior commissure morphogenesis	GO:0120036|GO:0060322|GO:0021955|GO:0021537|GO:0007275|GO:0120039|GO:0032990|GO:0030030|GO:0007399|GO:0048812|GO:0048856|GO:0021952|GO:0009653|GO:0021953|GO:0022008|GO:0048513|GO:0021954|GO:0048699|GO:0048858|GO:0030900|GO:0032989|GO:0007409|GO:0032502|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0031175|GO:0030182|GO:0000902|GO:0048667|GO:0007420|GO:0048468|GO:0048666|GO:0021960|GO:0048869|GO:0009987|GO:0007417|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|head development|central nervous system neuron axonogenesis|telencephalon development|multicellular organism development|plasma membrane bounded cell projection morphogenesis|cell part morphogenesis|cell projection organization|nervous system development|neuron projection morphogenesis|anatomical structure development|central nervous system projection neuron axonogenesis|anatomical structure morphogenesis|central nervous system neuron differentiation|neurogenesis|animal organ development|central nervous system neuron development|generation of neurons|cell projection morphogenesis|forebrain development|cellular component morphogenesis|axonogenesis|developmental process|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron projection development|neuron differentiation|cell morphogenesis|cell morphogenesis involved in neuron differentiation|brain development|cell development|neuron development|anterior commissure morphogenesis|cellular developmental process|cellular process|central nervous system development|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
DRAXIN	UniProtKB:Q8NBI3	Draxin	GO:0030900	forebrain development	GO:0008150|GO:0030900|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|forebrain development|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
DRAXIN	UniProtKB:Q8NBI3	Draxin	GO:0021516	dorsal spinal cord development	GO:0008150|GO:0007417|GO:0048731|GO:0021516|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0032502|GO:0032501|GO:0021510	biological_process|central nervous system development|system development|dorsal spinal cord development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|developmental process|multicellular organismal process|spinal cord development
DRAXIN	UniProtKB:Q8NBI3	Draxin	GO:0030900	forebrain development	GO:0008150|GO:0030900|GO:0007417|GO:0060322|GO:0048731|GO:0007275|GO:0048856|GO:0007399|GO:0048513|GO:0007420|GO:0032502|GO:0032501	biological_process|forebrain development|central nervous system development|head development|system development|multicellular organism development|anatomical structure development|nervous system development|animal organ development|brain development|developmental process|multicellular organismal process
DRAXIN	UniProtKB:Q8NBI3	Draxin	GO:0021528	commissural neuron differentiation in spinal cord	GO:0008150|GO:0021515|GO:0030182|GO:0007275|GO:0021528|GO:0007399|GO:0048856|GO:0021953|GO:0022008|GO:0048513|GO:0048699|GO:0048869|GO:0009987|GO:0021510|GO:0007417|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|cell differentiation in spinal cord|neuron differentiation|multicellular organism development|commissural neuron differentiation in spinal cord|nervous system development|anatomical structure development|central nervous system neuron differentiation|neurogenesis|animal organ development|generation of neurons|cellular developmental process|cellular process|spinal cord development|central nervous system development|system development|cell differentiation|developmental process|multicellular organismal process
DRAXIN	UniProtKB:Q8NBI3	Draxin	GO:0007411	axon guidance	GO:0120036|GO:0007275|GO:0032990|GO:0040011|GO:0120039|GO:0030030|GO:0007399|GO:0048856|GO:0048812|GO:0042330|GO:0007411|GO:0009653|GO:0022008|GO:0048699|GO:0048858|GO:0097485|GO:0006935|GO:0032989|GO:0009605|GO:0007409|GO:0032502|GO:0050896|GO:0032501|GO:0008150|GO:0061564|GO:0000904|GO:0030182|GO:0031175|GO:0000902|GO:0042221|GO:0048667|GO:0048468|GO:0048666|GO:0009987|GO:0048869|GO:0048731|GO:0016043|GO:0030154|GO:0071840	plasma membrane bounded cell projection organization|multicellular organism development|cell part morphogenesis|locomotion|plasma membrane bounded cell projection morphogenesis|cell projection organization|nervous system development|anatomical structure development|neuron projection morphogenesis|taxis|axon guidance|anatomical structure morphogenesis|neurogenesis|generation of neurons|cell projection morphogenesis|neuron projection guidance|chemotaxis|cellular component morphogenesis|response to external stimulus|axonogenesis|developmental process|response to stimulus|multicellular organismal process|biological_process|axon development|cell morphogenesis involved in differentiation|neuron differentiation|neuron projection development|cell morphogenesis|response to chemical|cell morphogenesis involved in neuron differentiation|cell development|neuron development|cellular process|cellular developmental process|system development|cellular component organization|cell differentiation|cellular component organization or biogenesis
ACSL6	UniProtKB:Q9UKU0	Long-chain-fatty-acid--CoA ligase 6	GO:0007405	neuroblast proliferation	GO:0008283|GO:0008150|GO:0007275|GO:0061351|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0009987|GO:0048869|GO:0007405|GO:0048731|GO:0030154|GO:0032502|GO:0032501	cell population proliferation|biological_process|multicellular organism development|neural precursor cell proliferation|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular process|cellular developmental process|neuroblast proliferation|system development|cell differentiation|developmental process|multicellular organismal process
TRPC5	UniProtKB:Q9UL62	Short transient receptor potential channel 5	GO:0007399	nervous system development	GO:0008150|GO:0048731|GO:0007275|GO:0007399|GO:0048856|GO:0032502|GO:0032501	biological_process|system development|multicellular organism development|nervous system development|anatomical structure development|developmental process|multicellular organismal process
TRPC5	UniProtKB:Q9UL62	Short transient receptor potential channel 5	GO:0030182	neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|cell differentiation|developmental process|multicellular organismal process
MYT1L	UniProtKB:Q9UL68	Myelin transcription factor 1-like protein	GO:0007399	nervous system development	GO:0008150|GO:0048731|GO:0007275|GO:0007399|GO:0048856|GO:0032502|GO:0032501	biological_process|system development|multicellular organism development|nervous system development|anatomical structure development|developmental process|multicellular organismal process
MYT1L	UniProtKB:Q9UL68	Myelin transcription factor 1-like protein	GO:0030182	neuron differentiation	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|cell differentiation|developmental process|multicellular organismal process
MYT1L	UniProtKB:Q9UL68	Myelin transcription factor 1-like protein	GO:0048663	neuron fate commitment	GO:0008150|GO:0030182|GO:0007275|GO:0048856|GO:0007399|GO:0022008|GO:0048699|GO:0048869|GO:0009987|GO:0048731|GO:0048663|GO:0045165|GO:0030154|GO:0032502|GO:0032501	biological_process|neuron differentiation|multicellular organism development|anatomical structure development|nervous system development|neurogenesis|generation of neurons|cellular developmental process|cellular process|system development|neuron fate commitment|cell fate commitment|cell differentiation|developmental process|multicellular organismal process
