,name,avgExpression
115,TTLL7,-0.0363842521093412
247,CELSR3,-0.044732382348987
91,PDE8A,-0.045571753392055
191,AC022679.2,-0.0595530307720264
361,UBE2S,-0.0644071693877249
238,CORO7,-0.0702955675189638
268,RAB6B,-0.0707575254167005
66,FAF1,-0.0743789585130737
262,ACAP3,-0.0798409283582442
261,PPP1R18,-0.0806505413298371
133,SENP7,-0.086997548374725
235,MYT1,-0.0888562760535858
255,CEP170,-0.0962748243571751
49,PBRM1,-0.103294531906365
132,HERC1,-0.104785739689214
507,GPR39,-0.106038551523148
117,RNF24,-0.106203937264384
246,KLC1,-0.10629717414863
233,ELAVL3,-0.106474569090944
205,CHGB,-0.111340530050849
78,JMJD1C,-0.114543785587063
269,PARP6,-0.116768724314802
230,MICAL1,-0.122893529651823
128,SCAI,-0.124222889741717
403,MEX3C,-0.127991216548759
349,INSM1,-0.12935280021791
394,PAQR4,-0.132188375732866
250,SBK1,-0.133904264343225
213,SEZ6L2,-0.135041388752834
297,POU2F2,-0.137864004285052
47,OLA1,-0.138287621206286
244,SEPTIN3,-0.13954032395906
283,ESRRG,-0.143921028368822
222,DPF1,-0.14492202811775
224,SNAP25,-0.145239247727199
256,EXOC5,-0.145875195960321
53,NRF1,-0.149487467149807
76,DAPK1,-0.151992349436749
111,BCL11A,-0.154021580634573
14,SRPK2,-0.158379469607456
232,ATCAY,-0.15882980089564
134,ZC4H2,-0.15921360057276
13,KMT2A,-0.162090665921928
330,STXBP5L,-0.164301865997824
260,DYNC1I2,-0.171506309141414
116,MACO1,-0.172724133445862
402,LNPK,-0.173166043510224
204,ATP1A3,-0.179364599514377
50,CACNG4,-0.180464773714588
89,MGAT4C,-0.181593970140582
245,CRMP1,-0.18188325187503
12,KIF21A,-0.189442224829372
239,MTMR6,-0.189613784937563
494,PLCE1,-0.191725758598875
46,SP3,-0.192712910428433
248,GNG2,-0.194912252376696
69,KLF7,-0.195297780085446
325,CTNNA2,-0.195681289336205
71,AKT3,-0.196362179328394
323,MTMR7,-0.198616668329025
83,SERINC5,-0.200079993043643
225,SCAMP5,-0.207467357585706
65,RABGAP1,-0.209317847344881
272,NDFIP1,-0.210010416754322
218,GNB5,-0.210785850401938
234,SOX4,-0.213148993687883
168,CNNM1,-0.213528743709579
266,MAP1A,-0.21520635005098
199,RTN2,-0.215362250324448
11,TNPO3,-0.21579866988868
249,KIF3C,-0.218590924481106
129,MYO9A,-0.224254770663516
110,DISP3,-0.227899632335656
146,EPHB1,-0.230049489886315
360,ARL4D,-0.231131549033222
131,HECTD4,-0.235189744373565
265,SOX11,-0.236587078663327
57,AC008438.1,-0.239829264844103
141,INSR,-0.239853992332583
257,DPYSL2,-0.240987514514516
303,XKR4,-0.241891268388134
363,PFN2,-0.243271185961573
138,HGSNAT,-0.243313923792849
426,LMO1,-0.24331934381806
130,SCN8A,-0.244949287518526
241,SOGA3,-0.245523935651395
79,RC3H1,-0.246593605509335
253,TMEM169,-0.2498365648271
346,KCNJ3,-0.250373171475518
428,RORB,-0.250423834851836
274,WSB2,-0.25058671152159
254,WDR47,-0.254436840143191
327,KALRN,-0.255404411990198
48,FAM110B,-0.262094363681781
275,NREP,-0.262402447049614
223,AMER2,-0.262403593243992
136,ZNF532,-0.26451111799501
75,FOXN3,-0.264895872968513
140,DMXL2,-0.26532645505942
189,RCAN2,-0.267304999531422
122,TOM1L2,-0.269675176523977
240,KIAA0408,-0.269944048724422
74,ZNF704,-0.271704933759333
82,ADGRA1,-0.275461953787148
318,PCDH7,-0.277184112979086
148,NRXN1,-0.279066183753569
243,MANEAL,-0.279677141723733
208,SCG3,-0.280300984519299
64,STX6,-0.280822537740594
352,DLL3,-0.281862989419955
319,DSCAML1,-0.281925918034762
331,AP3B2,-0.283110587017233
259,GPR161,-0.284450408992453
193,TTC9B,-0.286627747438939
221,CDK5R1,-0.28821485734209
399,RAB3IP,-0.289174065919234
77,DST,-0.289875968201013
107,PLCL1,-0.29398822502136
332,FBN3,-0.294183157387505
118,AFAP1,-0.294588127573242
44,CCDC88A,-0.300788089165617
109,CORO2B,-0.302271782393503
126,MARCH1,-0.305296461392338
214,CELF5,-0.311778742585929
310,BICDL1,-0.31407909310659
296,AKAP6,-0.314467200696956
220,TAOK3,-0.317042354066985
67,POGZ,-0.31852911834284
202,CELF3,-0.320226751925042
236,BSN,-0.321560815869347
237,NCAN,-0.326260893037178
312,LRRN3,-0.327508202709205
216,MAPK8IP2,-0.328031382665564
366,SEPTIN11,-0.331714830602604
291,CHST9,-0.336235868012651
308,SRRM3,-0.339465561745152
295,APBA1,-0.343814710289443
72,TRIM2,-0.344532630987512
401,SHC2,-0.346094122403185
336,LINC00599,-0.347917821024986
200,GDAP1L1,-0.350719859340897
301,PAK5,-0.352835021445958
300,ASXL3,-0.354568919926185
400,RARA,-0.355714009864935
150,UBASH3B,-0.355896148387787
206,ACTL6B,-0.356935089929001
219,GNAO1,-0.358822436030648
167,RASGRF1,-0.361058822324041
137,SYNE1,-0.367652324568276
120,ANK2,-0.390685601604312
298,RAB3C,-0.398561165431669
63,IPO9,-0.400549693037685
180,RYR3,-0.405842016575984
227,REEP1,-0.411457484644856
169,ABLIM2,-0.412088236521513
347,AC007405.1,-0.412774935745353
359,RND3,-0.413741881672681
68,GATAD2B,-0.41605802018643
324,DCLK1,-0.422006537558164
207,INA,-0.423809541676499
211,PRKCZ,-0.425500284998273
19,GNG4,-0.426857281071117
190,AC019197.1,-0.427075968139151
124,PITPNC1,-0.433841944727024
198,MLLT11,-0.434167276980189
203,STMN2,-0.434679890898481
152,SLC24A3,-0.439950009908965
429,CRB1,-0.442358627628659
73,NEDD4L,-0.443186986758295
425,KREMEN1,-0.443323335545439
311,GABRB3,-0.447370201329481
321,SYT14,-0.449431630592138
309,SVOP,-0.4499108829184
52,GLCCI1,-0.454574647682456
143,SRGAP1,-0.455184837801747
114,CAMK4,-0.457705537006721
210,THRA,-0.458773308524898
364,HAT1,-0.461642473775164
398,HMGN1,-0.465510958716466
121,VPS45,-0.465825076343491
226,KIFAP3,-0.469696022292077
108,SHB,-0.475562363425777
326,UNC79,-0.476569333002842
153,AP001442.1,-0.483221462671139
294,SCN3A,-0.485623173222335
59,TRAPPC10,-0.486266304416085
197,MAPT,-0.487794529737028
304,CPEB3,-0.489623073936195
365,SH3BGRL,-0.492079703229657
395,SLC27A4,-0.49467011403561
322,MTSS1,-0.496954287693686
201,KIF21B,-0.507370104162336
286,RPP25,-0.507868875071469
60,PAXBP1,-0.513502848632889
42,RNF180,-0.517092517660805
284,LHFPL6,-0.517768800745162
293,DGKI,-0.518601240438244
135,ITSN1,-0.519088229593054
18,BRWD1,-0.522651236002678
396,ATP5PF,-0.524494498820617
30,NDUFV3,-0.528537457603687
10,PKNOX1,-0.53000727131577
273,GET1,-0.532483294919108
16,LTN1,-0.534208045084272
45,SLC25A12,-0.537170815106726
358,CHST15,-0.539989916474241
307,RUNX1T1,-0.541654437069808
31,GART,-0.54630841960655
113,SRRM4,-0.549437598867761
166,CAMKV,-0.54972021484141
144,AC020611.2,-0.553806698721134
333,ASTN1,-0.558271583890074
22,SON,-0.559122057430528
302,KSR2,-0.560652851502912
23,RRP1B,-0.567840954054768
427,RFTN2,-0.568763788570628
231,ELAVL4,-0.574464258082109
305,SYT16,-0.574773918327975
86,MGAT5B,-0.577111260567597
335,AC034111.2,-0.577970288203776
112,PID1,-0.580539715118138
61,MORC3,-0.580910146978382
55,ZBTB20,-0.580962596823286
196,SCN3B,-0.582598981888425
142,KCNH7,-0.587968948064062
43,WIPF3,-0.590560919074192
192,RTN1,-0.592684927837128
215,CXADR,-0.593096662750978
32,MRPL39,-0.593688026091011
282,SLC6A1,-0.594781437715661
186,SLC1A2,-0.598363668429008
276,GRIK3,-0.606985121329768
229,HSPA12A,-0.608439959974258
145,IGSF9B,-0.609273458795397
270,TTC3,-0.609639247666598
174,GRK5,-0.613032806818257
271,PRMT2,-0.613113560949662
176,AC011900.1,-0.619677778014757
119,DOP1B,-0.624316942939162
26,DONSON,-0.629320229570357
165,SUSD4,-0.635914943876496
317,KIRREL3,-0.637141159005225
105,MCM3AP,-0.639076884255206
70,KCNH8,-0.640328207898122
397,CCT8,-0.641667494261062
313,KCNK3,-0.64433904583679
525,AK5,-0.646463670440652
21,HSPA13,-0.654920842590072
29,HPRT1,-0.655974405504851
80,ENO4,-0.656267475093941
172,POFUT2,-0.660537492785843
147,TNIK,-0.668783668897943
62,PDE9A,-0.6716539046514
58,DYRK1A,-0.673850085043316
185,LHFPL4,-0.684055390753912
37,ZBTB20-AS5,-0.68595109827117
278,SEZ6,-0.689641053247526
306,NMNAT2,-0.69432852569929
27,APP,-0.696731563295763
28,IFNAR2,-0.697366973528535
217,TMEM35A,-0.698709312078226
209,SV2A,-0.699791759439853
316,BRINP2,-0.701630542444502
228,RIMKLA,-0.70208577613433
41,AC004158.1,-0.703814631433748
181,SORCS3,-0.703903689958885
320,ENOX1,-0.719102498169891
123,BACH1,-0.730920634333343
15,IFNAR1,-0.737153966792477
195,CACNG8,-0.739778747877162
534,MIR99AHG,-0.742649905070759
139,SYNJ1,-0.745055650092242
334,TIAM1,-0.749437566349536
264,ARHGEF2,-0.75131952817278
81,MB21D2,-0.756041168165696
488,CHAF1B,-0.756415730788706
173,RCAN1,-0.775089326896064
183,LRFN5,-0.792161906246929
280,FGD3,-0.793110601368994
125,HLCS,-0.808380595797371
17,CRYZL1,-0.810444902096767
171,AL445433.2,-0.821503552702603
20,CCZ1,-0.830745863979313
351,UBE2QL1,-0.837151914836155
84,SNTG1,-0.853204658932591
34,NIM1K,-0.861676647299418
315,CACNG2,-0.867838638982889
242,CD24,-0.895442539200657
25,MCM3AP-AS1,-0.902806870150874
24,LSS,-0.903523008173058
281,DYNC1I1,-0.907615292439624
288,SP9,-0.95501392684755
87,L3MBTL4,-0.960382628785098
194,PHACTR3,-0.980237423386036
85,SHTN1,-0.983396819014275
103,ALK,-0.989899501046205
314,DNM3,-1.0010645573483
289,DLX6-AS1,-1.01577705407659
54,AP001347.1,-1.02321722442138
170,LRRC4C,-1.05358295358596
184,LINC02223,-1.05370898577159
285,GAD1,-1.09166109520702
279,SH3RF3,-1.0976443772507
277,SERTAD4,-1.17220384262775
3,H1F0,-1.17808885211098
287,DLX6,-1.2193667761389
433,TNC,-1.24960575547625
290,SST,-1.32324918533418
487,SCRG1,-1.35551442598644
151,LHFPL3,-1.35587509140285
524,EGFR,-1.36749818355558
33,SLC35F1,-1.39996292248313
292,LINC00581,-1.70137536616998
435,NPY,-2.43805351993513
2,AC012645.1,-2.59703374565276
8,GATD3A,-3.38211491648082
1,AC093898.1,-3.75279158431187
5,NECTIN3-AS1,-4.06531450090877
7,AL162493.1,-5.92392247105207
6,LINC02506,-9.12503063706359
4,UTY,-18.0182408309537
