ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0061564,axon development,6/21,490/18903,1.1464002993494472e-5,0.004321929128547416,0.003161651351890055,CTNNA2/DSCAML1/DCLK1/NRXN3/SEMA6D/NCAM2,6
