ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0006261,DNA-templated DNA replication,12/272,166/18903,5.277236772003895e-6,0.01619056241650795,0.015676170705889465,BCL6/RAD50/DBF4/MCM4/TONSL/FAM111A/RFC5/ORC6/LIG3/CENPX/RBBP8/PNKP,12
