ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0002181,cytoplasmic translation,3/7,161/18903,2.069988163633255e-5,0.006106465082718102,0.003529874552721971,RPS3/RPL17/RPL36A,3
