ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0070936,protein K48-linked ubiquitination,1/1,68/18903,0.00359731259588425,0.0071946251917685,NA,TTC3,1
