"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"C14orf119",51.3429619978031,-1.52443543251021,0.46856542504778,-3.25340998507254,0.00114028846146379,0.0486453821583442,"C14orf119"
"CYTH2",54.0626289883708,-1.52637750322399,0.464756478454797,-3.28425223527562,0.00102253361970773,0.0465944995959746,"CYTH2"
"GALNT7",54.17727846544,-1.52840724318286,0.464463209608043,-3.29069603698573,0.00099939839141913,0.0465598844002352,"GALNT7"
"TTC14",54.351580145324,-1.53253853157788,0.462386734961026,-3.31440851500003,0.000918372265032613,0.046380641932401,"TTC14"
"STIM2",51.9828689460321,-1.54962143176479,0.46201158749735,-3.35407481911626,0.000796308280309882,0.0452385329693305,"STIM2"
"PHACTR2",48.9831225384557,-1.55405286246639,0.465883991054787,-3.33570779916246,0.000850825404379556,0.0454751087917988,"PHACTR2"
"MFSD14A",58.187566376408,-1.55896971773083,0.468110872176236,-3.3303428960819,0.000867390956678212,0.0456642363010611,"MFSD14A"
"DIDO1",48.6067320669512,-1.5627682368489,0.476988729903726,-3.2763210928785,0.0010516891989919,0.046933014306591,"DIDO1"
"GTF2H2",46.3788715319079,-1.58040260962687,0.477590039068781,-3.3091197059059,0.000935898131586691,0.0465598844002352,"GTF2H2"
"SFT2D1",49.7755290490521,-1.58301509120701,0.47422264538606,-3.33812631389268,0.000843453970236698,0.0454751087917988,"SFT2D1"
"MGMT",53.0588728274846,-1.58499285686825,0.471894224652226,-3.35878841924025,0.000782849808310088,0.0452385329693305,"MGMT"
"CEP85L",53.3981948777583,-1.59372966700569,0.471248191821677,-3.38193269420281,0.000719777777047011,0.0452385329693305,"CEP85L"
"NCK1",55.6622247247509,-1.59419027708242,0.485428549579259,-3.28408841726381,0.0010231281862852,0.0465944995959746,"NCK1"
"POLR2H",59.4559167478816,-1.5978630780774,0.470132750007592,-3.39874871097918,0.000676948824164674,0.0452385329693305,"POLR2H"
"MRPL17",49.7532659394306,-1.59807089331198,0.476922290630803,-3.35079933294435,0.000805786700318051,0.0452385329693305,"MRPL17"
"TAF3",59.426396370499,-1.60151705232541,0.476068807004714,-3.3640453412642,0.000768089233637046,0.0452385329693305,"TAF3"
"FOXRED1",46.5017301568233,-1.60505772892235,0.486679848099313,-3.2979745004663,0.000973849778598242,0.0465598844002352,"FOXRED1"
"ETV5",53.4949140137035,-1.61185692426727,0.471314275095724,-3.41991959386314,0.000626396474878367,0.0447015898296989,"ETV5"
"CS",40.4645800688119,-1.61517925628105,0.496647825767398,-3.2521621408195,0.0011453066721201,0.0486453821583442,"CS"
"GMCL1",43.9770451460599,-1.62157035122132,0.492587429105187,-3.29194424260277,0.000994973359698366,0.0465598844002352,"GMCL1"
"POLR2A",59.8217863685749,-1.62632528742112,0.492981604910703,-3.29895734692922,0.000970446554536686,0.0465598844002352,"POLR2A"
"MOB1A",44.3013374098025,-1.63498637297662,0.504689117493396,-3.2395910993623,0.00119701221920715,0.0499973724465884,"MOB1A"
"SNHG30",47.8328757540924,-1.63564819181285,0.487599028304462,-3.35449436292054,0.000795101731447621,0.0452385329693305,"SNHG30"
"METTL21A",47.5470118731152,-1.63898716349442,0.48806202465629,-3.35815343274997,0.000784650460745233,0.0452385329693305,"METTL21A"
