TF,target,importance,TF_Type,TF_Expression,Target_Type,Target_Expression
SOX4,STMN2,232.75169236563391,NeuroDisease,0.2328105103407569,NeuroDev,0.42899151615732
SOX4,SOX11,219.8864962485419,NeuroDisease,0.2328105103407569,NeuroDisease,0.24233543301072427
SOX4,TMSB10,216.34522770643275,NeuroDisease,0.2328105103407569,None,0.09158344269211913
SOX4,MLLT11,148.04328688780012,NeuroDisease,0.2328105103407569,None,0.44361522799013453
SOX4,GAP43,139.65144809796234,NeuroDisease,0.2328105103407569,NeuroDev,0.14708091513691263
SOX4,CRMP1,131.79395887467635,NeuroDisease,0.2328105103407569,NeuroDev,0.18038347259808085
SOX4,CD24,126.8115818859838,NeuroDisease,0.2328105103407569,None,0.9432526519485321
SOX4,INA,113.87077158314229,NeuroDisease,0.2328105103407569,NeuroDev,0.44077324809760976
SOX4,ELAVL3,110.13751814816295,NeuroDisease,0.2328105103407569,NeuroDisease,0.10711709786491366
SOX4,ETFB,109.34534121440944,NeuroDisease,0.2328105103407569,NeuroDisease,-0.33637150728428455
SOX4,NR2F2,103.88238388903154,NeuroDisease,0.2328105103407569,NeuroDev,-0.6551987782534493
SOX4,NREP,101.50995236553216,NeuroDisease,0.2328105103407569,NeuroDev,0.2582651922275263
SOX4,JPT1,100.78887292495864,NeuroDisease,0.2328105103407569,None,-0.09733025212816386
SOX4,TTC3,99.44979262951048,NeuroDisease,0.2328105103407569,HSA21gene,0.597673197040089
SOX4,ENOX1,98.97819039420578,NeuroDisease,0.2328105103407569,None,0.7503100359681242
SOX4,RIPOR2,97.43174869921764,NeuroDisease,0.2328105103407569,None,0.40478345297559065
SOX4,TAGLN3,96.44279860601296,NeuroDisease,0.2328105103407569,NeuroDev,0.05227608526885467
SOX4,APLP1,94.02274235804552,NeuroDisease,0.2328105103407569,NeuroDev,0.12935575740804148
SOX4,MAP2,91.51824744705732,NeuroDisease,0.2328105103407569,NeuroDev,0.05629777039025097
SOX4,SCG3,90.51415408648484,NeuroDisease,0.2328105103407569,None,0.2606218092160909
SOX4,DLX5,89.41858454204133,NeuroDisease,0.2328105103407569,NeuroDev,1.268927897257204
SOX4,SOX2-OT,89.07958468237273,NeuroDisease,0.2328105103407569,None,0.44195008436110894
SOX4,DLX6-AS1,88.04809901108747,NeuroDisease,0.2328105103407569,None,1.1714556338009445
SOX4,PBX1,87.9475106098741,NeuroDisease,0.2328105103407569,NeuroDisease,0.44816668591407993
SOX4,GDAP1L1,84.0140858795822,NeuroDisease,0.2328105103407569,None,0.35705991448931684
SOX4,RTN1,84.00965068847017,NeuroDisease,0.2328105103407569,NeuroDev,0.6010365525964301
SOX4,SEZ6L2,83.48028712678469,NeuroDisease,0.2328105103407569,NeuroDev,0.16041850098335317
SOX4,DAAM1,81.63245423627309,NeuroDisease,0.2328105103407569,None,0.09577663667303724
SOX4,DCLK1,81.38693459884814,NeuroDisease,0.2328105103407569,NeuroDev,0.41106597790746024
SOX4,KLC1,80.96739727923293,NeuroDisease,0.2328105103407569,None,0.1100090598629431
SOX4,SEPTIN3,80.81169511972001,NeuroDisease,0.2328105103407569,None,0.11180852687489992
SOX4,DPYSL2,80.35395553017463,NeuroDisease,0.2328105103407569,NeuroDisease,0.24568313088127375
SOX4,RPL15,79.68758067708728,NeuroDisease,0.2328105103407569,None,-0.15922764511574855
SOX4,BCL11A,78.86447419677752,NeuroDisease,0.2328105103407569,NeuroDisease,0.018057174315759206
SOX4,TERF2IP,78.2852753485274,NeuroDisease,0.2328105103407569,None,0.07660791701557397
SOX4,SCRT2,78.20349576677557,NeuroDisease,0.2328105103407569,GeneralTF,0.16655796225014585
SOX4,SHB,77.75425127202503,NeuroDisease,0.2328105103407569,None,0.4624335626694955
SOX4,ATP5PF,76.94015971954592,NeuroDisease,0.2328105103407569,HSA21gene,0.49713906921066736
SOX4,RTN3,76.86261911186318,NeuroDisease,0.2328105103407569,NeuroDev,0.25845574162587603
SOX4,NOL4,76.07813882823248,NeuroDisease,0.2328105103407569,None,0.2255135984700125
SOX4,CERS6,75.84670038762239,NeuroDisease,0.2328105103407569,GeneralTF,0.2870572280365691
SOX4,KLF7,75.57311105121457,NeuroDisease,0.2328105103407569,NeuroDisease,0.23073052413852846
SOX4,ATCAY,74.77128900682933,NeuroDisease,0.2328105103407569,NeuroDev,0.16829968799455605
SOX4,LINC00599,74.4980313965759,NeuroDisease,0.2328105103407569,None,0.2493446612602183
SOX4,FAM89B,73.81978912164485,NeuroDisease,0.2328105103407569,None,-0.12904349904790732
SOX4,ELAVL4,73.18215037297374,NeuroDisease,0.2328105103407569,NeuroDev,0.6238216111373658
SOX4,CEP170,72.50952937806521,NeuroDisease,0.2328105103407569,None,0.06054449835151474
SOX4,KALRN,72.4058112670875,NeuroDisease,0.2328105103407569,NeuroDev,0.25471273944166417
SOX4,KIF3C,72.33100413249196,NeuroDisease,0.2328105103407569,None,0.20579126109722878
SOX4,SBK1,71.69897863007115,NeuroDisease,0.2328105103407569,NeuroDev,0.1679472968148193
SOX4,PRMT2,71.39991790418057,NeuroDisease,0.2328105103407569,HSA21gene,0.6006151414950623
SOX4,HMGN1,70.73079023471885,NeuroDisease,0.2328105103407569,HSA21gene,0.44557884516736823
SOX4,RBFOX2,70.53398351207314,NeuroDisease,0.2328105103407569,NeuroDev,0.13426450174246582
SOX4,HDGFL3,70.03568384989374,NeuroDisease,0.2328105103407569,NeuroDev,0.01634895501766047
SOX4,DPYSL5,69.00525894897497,NeuroDisease,0.2328105103407569,NeuroDev,0.11916917036398104
SOX4,EIF4G2,68.91898355228804,NeuroDisease,0.2328105103407569,None,0.13000914296115537
SOX4,CDK5R1,68.22558204075679,NeuroDisease,0.2328105103407569,NeuroDev,0.23884049160258197
SOX4,LINC00461,68.2015578885501,NeuroDisease,0.2328105103407569,None,-0.13657272434706486
SOX4,KLF12,67.97152364292752,NeuroDisease,0.2328105103407569,GeneralTF,0.1697057338911258
SOX4,DLX1,67.73883760051478,NeuroDisease,0.2328105103407569,NeuroDev,0.6612559595565047
SOX4,PGM2L1,67.63957508293758,NeuroDisease,0.2328105103407569,None,0.2672668660112224
SOX4,CXADR,67.41518631035655,NeuroDisease,0.2328105103407569,HSA21gene,0.593612051773126
SOX4,CELF3,67.13979559753203,NeuroDisease,0.2328105103407569,None,0.3416515539470869
SOX4,GNG2,66.60433340149233,NeuroDisease,0.2328105103407569,None,0.17080974075104943
SOX4,OCIAD2,66.44804694304321,NeuroDisease,0.2328105103407569,None,-0.23753376234375073
SOX4,ARHGEF2,66.05990088488427,NeuroDisease,0.2328105103407569,NeuroDev,0.7012178977550285
SOX4,DNER,65.49836064787829,NeuroDisease,0.2328105103407569,NeuroDev,0.12950162857685504
SOX4,SELENOW,65.02795347195294,NeuroDisease,0.2328105103407569,None,0.13113335300524245
SOX4,ATP5PO,65.0037912006488,NeuroDisease,0.2328105103407569,HSA21gene,0.5461990795207154
SOX4,SNAP25,64.67406054657808,NeuroDisease,0.2328105103407569,NeuroDisease,0.15115890051354475
SOX4,SRRM4,64.65304563272556,NeuroDisease,0.2328105103407569,NeuroDev,0.5646950067187475
SOX4,THRA,64.25330450030009,NeuroDisease,0.2328105103407569,NeuroDisease,0.44196031923849083
SOX4,EPHA5,64.08339160142454,NeuroDisease,0.2328105103407569,NeuroDev,-0.4577232262776384
SOX4,CCT8,63.68451508155156,NeuroDisease,0.2328105103407569,HSA21gene,0.631659718252785
SOX4,G3BP2,63.58095147072663,NeuroDisease,0.2328105103407569,None,-0.3773255435178898
SOX4,BTF3L4,63.31258071193788,NeuroDisease,0.2328105103407569,None,0.11276320359603705
SOX4,SLC38A2,62.91833792309162,NeuroDisease,0.2328105103407569,NeuroDev,-0.17162984133001613
SOX4,DPF1,62.74217903435271,NeuroDisease,0.2328105103407569,NeuroDev,0.15262360874449035
