TF,target,importance,TF_Type,TF_Expression,Target_Type,Target_Expression
RPL6,FBL,83.9961758213936,GeneralTF,-0.27235618326369987,None,-0.40520619083475473
YBX1,NREP,83.96073017121118,GeneralTF,-0.1048253496486187,NeuroDev,0.2582651922275263
YBX1,EIF3L,83.19898792604099,GeneralTF,-0.1048253496486187,None,-0.20026755356008302
RPL6,NREP,83.06627750263627,GeneralTF,-0.27235618326369987,NeuroDev,0.2582651922275263
YBX1,ATP5MC2,83.01828092768524,GeneralTF,-0.1048253496486187,None,-0.3566253495130986
RPL6,BOD1,83.01462121534881,GeneralTF,-0.27235618326369987,NeuroDisease,-0.29326543716424924
RPL6,VIM,82.92741788372373,GeneralTF,-0.27235618326369987,NeuroDev,-0.41965829028995866
RPL6,GADD45GIP1,82.45301031326532,GeneralTF,-0.27235618326369987,None,-0.2284928378295262
YBX1,ST13,81.30757805800256,GeneralTF,-0.1048253496486187,None,-0.3127861406728298
RPL6,SSB,81.27472288322842,GeneralTF,-0.27235618326369987,None,-0.22493624916589852
YBX1,EIF3G,81.16576303078996,GeneralTF,-0.1048253496486187,NeuroDisease,-0.238019668915817
RPL6,POLR2I,80.47634796568035,GeneralTF,-0.27235618326369987,None,-0.058732562268651936
YBX1,NCBP2,80.27462052490743,GeneralTF,-0.1048253496486187,GeneralTF,-0.15988594024149788
YBX1,JPT1,79.90055289004663,GeneralTF,-0.1048253496486187,None,-0.09733025212816386
YBX1,HIGD2A,79.64648132292054,GeneralTF,-0.1048253496486187,None,-0.1206361116972842
RPL6,VKORC1,79.30073838481539,GeneralTF,-0.27235618326369987,None,-0.6528578740808618
RPL6,TMEM14C,78.87087104583162,GeneralTF,-0.27235618326369987,None,-0.33017349108986305
YBX1,KIF5B,78.25734205087392,GeneralTF,-0.1048253496486187,NeuroDev,-0.18808378368838305
RPL6,IFI27L2,78.04737775828342,GeneralTF,-0.27235618326369987,None,-0.8780956951059785
YBX1,THOC7,77.94072450528806,GeneralTF,-0.1048253496486187,None,-0.19614348488267605
YBX1,STRAP,77.81908659920099,GeneralTF,-0.1048253496486187,NeuroDev,-0.14586864360070267
RPL6,LSM4,76.98661844518169,GeneralTF,-0.27235618326369987,None,-0.2017986122061865
RPL6,KIF5B,76.78243043374424,GeneralTF,-0.27235618326369987,NeuroDev,-0.18808378368838305
YBX1,SQLE,76.735993265774,GeneralTF,-0.1048253496486187,None,0.18953219661782217
RPL6,MT-ND5,76.55627123065318,GeneralTF,-0.27235618326369987,None,-0.6229109225742354
RPL6,MZT2A,76.36626084649434,GeneralTF,-0.27235618326369987,None,-0.3759729105981145
YBX1,MRPS34,76.36537998969972,GeneralTF,-0.1048253496486187,NeuroDisease,-0.12278102347491368
RPL6,SH3BGRL3,76.07891566338618,GeneralTF,-0.27235618326369987,None,-0.01104980501443383
YBX1,SERBP1,76.07136520513674,GeneralTF,-0.1048253496486187,None,-0.16817422489836847
RPL6,CHCHD2,76.00400489613281,GeneralTF,-0.27235618326369987,None,-8.697373305249538
RPL6,EIF5A,75.99003251156972,GeneralTF,-0.27235618326369987,None,-0.7364189304332718
YBX1,CCDC167,75.51501763214625,GeneralTF,-0.1048253496486187,None,-0.17675942118034366
RPL6,H2AFV,75.22843102909651,GeneralTF,-0.27235618326369987,None,0.10960646601313218
RPL6,IMPDH2,75.15906927660413,GeneralTF,-0.27235618326369987,NeuroDisease,-0.44141027357153506
YBX1,RSL1D1,75.0388922784327,GeneralTF,-0.1048253496486187,None,-0.04051500754424479
RPL6,TXN,74.4103447028037,GeneralTF,-0.27235618326369987,None,-0.22935751782940753
RPL6,ANAPC16,74.09248547229062,GeneralTF,-0.27235618326369987,None,-0.2743289719175459
YBX1,ETFB,73.48469097121124,GeneralTF,-0.1048253496486187,NeuroDisease,-0.33637150728428455
RPL6,CSRP2,73.42761636766508,GeneralTF,-0.27235618326369987,None,-0.3605930357101851
RPL6,NDUFA7,73.12918240803204,GeneralTF,-0.27235618326369987,None,-0.2662728917582275
YBX1,GTF3A,72.48298956324774,GeneralTF,-0.1048253496486187,GeneralTF,-0.2812079090035967
YBX1,RNF7,72.41016602227057,GeneralTF,-0.1048253496486187,None,-0.2741424154444158
YBX1,MRPS6,72.21825387568035,GeneralTF,-0.1048253496486187,HSA21gene,0.4968027428412235
YBX1,NDUFA7,71.97416648291194,GeneralTF,-0.1048253496486187,None,-0.2662728917582275
RPL6,HMGN1,71.19833182516392,GeneralTF,-0.27235618326369987,HSA21gene,0.44557884516736823
YBX1,CSRP2,70.37232644217646,GeneralTF,-0.1048253496486187,None,-0.3605930357101851
RPL6,NCBP2,70.24163566800057,GeneralTF,-0.27235618326369987,GeneralTF,-0.15988594024149788
YBX1,TMEM14C,69.90305046520447,GeneralTF,-0.1048253496486187,None,-0.33017349108986305
RPL6,SMIM20,69.71484901740283,GeneralTF,-0.27235618326369987,None,-0.45279642744650417
RPL6,SERBP1,69.67409811278108,GeneralTF,-0.27235618326369987,None,-0.16817422489836847
YBX1,ZNF22,69.64346769506021,GeneralTF,-0.1048253496486187,GeneralTF,-0.21702911085588691
RPL6,CD81,69.48740264384975,GeneralTF,-0.27235618326369987,None,-0.17154426435267858
