TF,target,importance,TF_Type,TF_Expression,Target_Type,Target_Expression
MEIS2,KIRREL3,133.9486825669141,NeuroDisease,0.438001312066903,NeuroDev,0.5671135142650157
MEIS2,CALN1,132.18893055918156,NeuroDisease,0.438001312066903,None,0.41116850019007034
MEIS2,RUNX1T1,121.48612454677482,NeuroDisease,0.438001312066903,None,0.5503915713118437
MEIS2,NAV3,118.08799150535847,NeuroDisease,0.438001312066903,NeuroDev,0.36492570176929684
MEIS2,ESRRG,115.35004083139896,NeuroDisease,0.438001312066903,GeneralTF,0.05673545668776436
MEIS2,PTPRM,113.08850688644776,NeuroDisease,0.438001312066903,NeuroDev,0.23747452089337603
MEIS2,PBX1,109.22698570670316,NeuroDisease,0.438001312066903,NeuroDisease,0.44816668591407993
MEIS2,RASAL2,94.73760968621086,NeuroDisease,0.438001312066903,None,0.5147497598473298
MEIS2,PCDH7,93.89210645566708,NeuroDisease,0.438001312066903,None,0.22603921829218615
MEIS2,DLG2,92.04339829437436,NeuroDisease,0.438001312066903,None,0.4144677306245411
MEIS2,DNM3,90.62702084242274,NeuroDisease,0.438001312066903,NeuroDev,0.9799478754150173
MEIS2,SLC35F1,86.25386863916728,NeuroDisease,0.438001312066903,None,1.153699355069647
MEIS2,ANKS1B,83.69088999381448,NeuroDisease,0.438001312066903,NeuroDisease,0.39638291938902925
MEIS2,GNAO1,81.13900116784687,NeuroDisease,0.438001312066903,NeuroDisease,0.348067695488571
MEIS2,CTNNA2,78.10085768709364,NeuroDisease,0.438001312066903,NeuroDisease,0.21995376159926
MEIS2,PDE5A,77.91154388234152,NeuroDisease,0.438001312066903,None,0.37958141121818895
MEIS2,SYT14,77.02800030164617,NeuroDisease,0.438001312066903,None,0.39256074172433547
MEIS2,DYRK1A,76.41864406041314,NeuroDisease,0.438001312066903,HSA21gene,0.6182913765216492
MEIS2,PID1,75.05107818216982,NeuroDisease,0.438001312066903,None,0.6962943342084776
MEIS2,APP,73.64156838654459,NeuroDisease,0.438001312066903,HSA21gene,0.6908510894010316
MEIS2,TNRC6A,71.88744163841935,NeuroDisease,0.438001312066903,None,0.1880926744172567
