"","res_list.IN_2.log2FoldChange","res_list.IN_1.log2FoldChange","res_list.IN.log2FoldChange","res_list.nIN_1.log2FoldChange","res_list.nIN.log2FoldChange","res_list.nEN_1.log2FoldChange","res_list.nEN.log2FoldChange","res_list.IPC.log2FoldChange","res_list.MGE.log2FoldChange","res_list.RG.log2FoldChange","Mean"
"CRYZ",-1.26347548713097,-0.0338625211307493,-1.75510143184928,-0.597398773803972,-1.07695309244552,-1.79407123065104,-1.24682443987076,-0.436121844631285,-0.0757370415529458,-0.873587612508669,-0.915313347557519
"TYW3",0.834501053209424,-0.724051183302782,0.171233647102932,0.0216132647989095,0.149813637544016,-0.755214526522892,-0.718497904224873,-0.0628917364023121,-0.232587632226274,-0.833630910703961,-0.214971229072781
"SLC44A5",0.0218219853574514,-0.563297491929281,0.43370045143839,-0.0208317579344148,0.720077643657484,0.764776995369248,0.171007442924735,-0.0499910478432611,-0.536293893281204,-0.651360423409071,0.0289609904350076
"ACADM",-0.0697303258862268,0.149958592121021,-0.00552426370609964,-0.516045106348436,-0.419866927904174,0.272991554170973,0.155718096135783,-0.189812052402774,-0.496611912753479,-0.133137010408727,-0.125205935698214
"RABGGTB",0.206759633384373,0.239635072055348,-0.0335804800647466,0.0712141598170767,0.148480051648511,0.260333053548241,0.14827376590905,0.0776940288835996,-0.0414104620722426,0.226863783096896,0.130426260620611
"ST6GALNAC3",-0.289300461011855,0.00956625725878233,0.434519144845695,1.78213576490303,-0.0280255761283148,-0.161565714895663,0.265243787677342,-0.240878702009823,0.595175872309966,0.428422573969992,0.279529294691916
"ST6GALNAC5",-0.873229300692387,-1.59927416625716,0.71307270495926,-0.0500281417593769,-0.604477495902364,-1.6767256046458,-0.893312118528914,-0.47468023605891,-0.807568094909527,-0.830312669230625,-0.70965351230258
"AL035409.1",-0.586342355196442,-0.469810031051077,1.10519205452588,1.44761835246609,-0.276240704761764,-1.94453616684673,-0.0279418912895108,0.626667341285738,-0.518538151080454,-0.637029311153804,-0.128096086310208
"PIGK",-0.0883621256855917,0.281475154014568,0.116582257434877,-0.444807337747383,0.41898922918025,0.0313673167587884,0.135207371710102,-0.274969239083232,0.0478661869849544,-0.107503771793314,0.0115845041774019
"AK5",1.13347088431039,0.414410763866594,-0.692553890539227,-2.47222888440838,-0.876292072042067,0.371486439135043,-0.151082874573508,-0.0862811969849832,-1.63227933965935,-2.47328653351102,-0.646463670440652
"AC118549.1",-0.0982482073565587,0.0803709056492434,0.0421264868501343,0.372896379919245,0.0739231178836384,0.107328188232531,0.00535684117527635,0.0688818802872314,0.172908063062805,-0.187331342254282,0.0638212313449264
"USP33",-0.220878434082341,-0.145205838185708,-0.1035493179215,-0.117576384747591,0.00881991072712475,-0.161161410300016,-0.184255818119848,-0.0402416094170949,-0.307517845801863,-0.271722662398092,-0.154328941024693
"MIGA1",-0.106843289509929,-0.120094421364354,0.0738029032925263,-0.326991233971355,-0.152115029768486,-0.312329770990812,0.00479535767952741,-0.217290947620173,-0.116859979291998,-0.149674778150048,-0.14236011896951
"NEXN",-0.464839615309807,0.47143682812059,0.765801009940234,-1.78731265497692,-0.434672304166398,1.71195993442202,-0.276398307573176,-0.167427674555817,-1.7598325567892,-1.66218553691556,-0.360347087780404
"FUBP1",0.151704980299878,0.192735662106477,0.231259412941086,0.488055523167083,-0.076150802720384,0.403398087488752,0.0834153715221065,0.207154183248631,0.280867567577143,0.233538048892144,0.219597803452292
"DNAJB4",0.0408002567175049,0.25669524179651,0.0225306959280127,-0.0952192640399012,-0.151028073573594,-0.483071981316885,-0.196305382563754,-0.173215359826802,0.176624032830688,0.0643113247286208,-0.05378785093196
"GIPC2",-0.773456606405781,-0.0753027261280336,-1.65920849977328e-05,-1.68125410623025,0.271785995641574,-1.33178963854435,-0.743825176793756,-0.552943365606247,-0.0607859087439008,-0.198689639242225,-0.514627776413797
"IFI44L",2.33391118615088,0.720202559968317,1.06617360206391,0.614988209410332,0.443552508680058,0.0344873349203837,-0.230239107695885,0.0985237531675264,1.51676733686662,0.24755080165797,0.684591818519011
"IFI44",0.33169320161717,-1.02089933013613,-0.425272120411748,0.417908294453644,-1.49464980293881,0.0572559928535963,0.80923360778226,-0.709888817793134,0.743492466103506,-0.16926583394593,-0.146039234241558
"ADGRL2",-0.649536169301358,-0.155471261372541,1.297225217708,-0.0784660377294526,0.103520919672546,0.363243846991146,-0.00676946969809077,0.12501149966904,-0.226369865242287,-1.45049162004596,-0.0678102939348956
"AC117944.1",-1.19234807387364,-0.604962307589271,1.19238075021684,0.688913965921868,-0.664335964569246,-0.0934423157696771,-0.0902726462619412,-0.230540196219693,-0.430586089943258,-3.2788450809101,-0.470403795899812
"LINC01362",2.179617858978,1.22866029154282,-0.236817251256851,-0.182961147687738,1.76382824680414,1.18563841780367,0.827037502968594,0.53765638449161,0.827035865334892,-0.00259743857983223,0.812709873039931
"TTLL7",-0.105051653742685,0.295655866058647,-0.0352822773971678,0.234775146604979,0.105512570532974,0.0769742284437518,0.104977031177401,0.154835790287772,-0.884563255593655,-0.311675967465429,-0.0363842521093412
"AL359504.2",0.154144589270936,0.65819344976265,-0.21478790222471,1.41033572467334,0.913547232072298,-0.290426051212059,-0.149467542174359,0.336765709845898,0.741708992792431,0.326258994738393,0.388627319754482
"PRKACB",-0.00935450558457213,0.183398737867198,-0.224931408318018,-0.903031160840225,-0.188368734226572,-0.19461327863027,0.0833958287684026,-0.0676897207121627,-0.23325768761783,-0.303742886200049,-0.18581948154941
"RPF1",0.0308081876531014,0.0523145446012143,0.309475382111384,0.804003390889108,-0.155249803545652,0.863299688535811,-0.0668116003184058,-0.112520275273229,0.317918096109472,0.221578729532672,0.226481634029548
"GNG5",0.383561816470468,-0.166881661701021,0.560307877564174,0.291850384365877,-0.446591474727564,0.584404335078713,0.463188434386519,-0.0704673191382318,-0.230560691623561,0.11907141368652,0.148788311436189
"SSX2IP",0.445375281089847,0.376865860562853,0.588840887882674,1.4790730608262,0.775567817287941,0.704072765031263,0.510327259130783,0.509320738563431,0.782095923757963,0.721711981823254,0.68932515759562
"C1orf52",0.110800781941619,0.00665854051593608,-0.102621198240226,-0.323960665659132,0.439537499146991,0.320447548256492,0.109690514936532,0.0235860684890164,0.169157437356005,0.0562460494081689,0.0809542576151402
"BCL10",-0.0778680736957931,0.268465871041698,-0.529651274315053,0.231763074147708,-0.267692316784139,-0.329517796602521,-0.146297983880814,0.010319498890385,-0.227272785683347,-0.0912648476845661,-0.115901663456644
"AL078459.1",0.115330388072675,0.55035581628608,0.413986811903005,2.02017884352982,-0.0543111570845352,1.06554941784488,-0.397487664937881,-0.130076313744166,0.162457117146375,-1.02438523918531,0.272159801983094
"DDAH1",0.0134129345060918,0.143111649886295,-0.315552797768348,-0.43781188308673,-0.148081986828326,0.403030178901409,-0.410363313636316,0.0177446262778436,0.0176740925490422,-0.94176400235015,-0.165860050154919
"CCN1",-0.200335315613327,-0.883989133340244,1.42599335152352,0.606740878794798,-0.00477411662150029,1.3176949826032,0.0827405451309574,0.705962806745923,0.750250043817901,-0.0924137106698783,0.370787033237135
"ZNHIT6",-0.106893056645891,0.0107171169315985,0.0126074999135365,0.798250554273696,-0.0346395800529798,-0.191064190079642,-0.0527435581987003,-0.265007512065323,0.398813552935291,-0.212768428190296,0.0357272398821291
"COL24A1",-0.543543654254763,1.05517504691187,1.92323067791889,1.32306845790735,2.18894951695155,0.70824176361164,2.42656848974342,1.95500783632168,4.27053841606407,2.90104894649121,1.82082854976669
"ODF2L",0.177635503152258,-0.0570147376061458,0.0299081377553241,0.329702232380945,0.185032277830226,0.381143659959017,0.04103994003635,0.205310512042556,0.408265632308651,0.309257622016213,0.201028077987539
"SH3GLB1",0.0829794291412332,0.0789788341490524,-0.00597979780566673,0.61831998505998,-0.344899697930973,0.0996526373131014,0.0278279140773832,0.303453437938729,-0.283118670246933,-0.204828233105156,0.0372385838590749
"SELENOF",0.0297373724060757,-0.0252999651557034,0.161559198660684,0.210909541269476,-0.193666186625589,-0.29360047351872,-0.0282743393926599,-0.0741685544152522,0.16859512118557,-0.016556648303546,-0.00607649338896646
"HS2ST1",-0.464690341895527,0.0444672710202786,-0.157116606414268,-0.409406148662632,0.264094133407319,-0.0668718582503567,-0.03715905745147,0.234413217951103,0.0975554625779582,0.10034760307882,-0.0394366324638775
"LMO4",-0.343223622128448,0.937467288650189,0.79542340964705,-0.317014753379645,0.15652136120766,0.350561062559295,0.405218011096206,0.0490843502688182,0.131299157654287,-0.146875529567072,0.201846073600834
"PKN2-AS1",-0.533915745598483,0.895008247195731,0.185856030376483,0.0205413740699992,-0.130659043746541,3.05926125892442,-0.103588484419049,0.526392284237817,0.608957707733728,0.19378297242973,0.472163660120383
"PKN2",0.00150044751881334,-0.043606438052904,0.157741900750612,2.32648315803078,-0.124375268972049,-0.179337432393,-0.105930544519328,0.0281646637669581,0.226797320384064,-0.152517631074638,0.21349201754393
"GTF2B",0.134148750943949,0.00426837193934845,0.175368962405195,-0.236022135061933,-0.103843719475896,0.297186618370878,-0.0415918211742958,0.00337156152145618,-0.0840111259254665,-0.0347637571219488,0.0114111706421286
"KYAT3",0.159290007308315,-0.289510807692034,-0.341705441484136,0.861531646674921,0.136617422794155,0.100445484480442,0.0533324159882249,0.140800283254726,0.24767990381702,-0.0843316240523398,0.0984149291089295
"RBMXL1",-0.425212045683128,0.0273128325725593,-0.0876689144267561,0.116725076397968,-0.0407051201037176,-0.579752048591537,-0.166300827929772,-0.00935761372438777,0.482651244330858,0.142206370466233,-0.054010104669168
"LRRC8B",0.0820351458512762,-0.234089068358471,0.378485930058756,0.0483300500855628,0.505245904953347,-0.195964600838422,-0.114911822761939,0.0064227389198806,-0.570467450557058,-0.301831237153406,-0.0396744409800473
"LRRC8C-DT",0.893733647055671,-0.834527767255816,0.559537125662103,-0.400874203913585,-0.467696656222452,-0.613050751793077,-0.314765797182733,0.498764734762399,0.112416050159108,-0.262143608846218,-0.0828607227574599
"LRRC8C",0.388809992279897,0.137150502815467,0.286155819141389,-2.39998301511758,0.855942228698156,0.242402324989754,-0.608392773808777,0.106368072095897,-0.337606373182292,-0.679609612463266,-0.200876283455136
"LRRC8D",0.0751046814992463,-0.0391080418141477,-0.0451153883747734,0.44703676168091,0.327534932035586,-0.225221975700006,-0.125563126086691,-0.0111806061416646,0.369392566166422,0.0992561571322533,0.0872135960397135
"ZNF326",-0.0758663233006579,0.00251540492637282,-0.0075767584212697,-0.29896950046915,-0.23791294013346,0.244925996808023,0.0719045493424666,-0.0382777139594949,0.0574470214416327,0.0126594026018669,-0.026915086116367
"BARHL2",2.56417549236422,1.21127189797079,1.63347015535365,0.0293814075237825,1.02107055514786,-0.49088983443441,-0.0503616310829434,-0.317069266285652,3.43855209319936,1.81212167977806,1.08517225495347
"LINC02609",3.34757426035202,1.77015953961037,2.64675501469498,1.06377415302013,1.8348340548851,-0.47796279726751,0.249955091167693,-0.279934308389812,2.02665493772105,1.10641089591675,1.32882208417108
"LINC02788",3.51337473550127,0.740314665021353,0.445813132665786,-2.44434934845185,-0.51255353238262,-1.05239521427533,-0.128873261635198,0.0243396048673161,0.76794576098944,0.470980180030267,0.182459672233043
"ZNF644",0.149586015827721,-0.185073918795352,0.0636736463683686,-0.204901438649394,-0.125668948436539,-0.114750030489092,0.182734052775561,0.0494262531626155,-0.0117171654616292,-0.189249636888454,-0.0385941170586194
"HFM1",0.481440577663968,0.575625967482608,0.500449133753456,-0.78506673281434,0.530331805315485,0.0905845344040583,0.136429363227087,0.312868044029766,-0.03037955417896,0.304060139462561,0.211634327834569
"CDC7",0.0264927269008844,0.617445850374129,-0.342275883281751,1.98968492918457,-0.2481569268391,-0.427748821614489,-0.506156617118373,0.14732320483518,-0.353719303224767,0.357106381178695,0.125999554039498
"TGFBR3",-1.03634250162622,-0.248532813107423,1.79215998463093,0,0.194310784651748,0.119447070644861,-0.305863523762414,1.84667363881395,0.437423225365069,1.02136279692536,0.382063866253587
"BTBD8",0.222671423362276,0.238534207275046,-0.552776582786757,0.180983981651252,0.676999859342105,-0.334829878065506,0.211155678156333,-0.211288559099948,-0.571335235346804,-0.217278082529265,-0.0357163188041267
"GLMN",-0.179387577086469,0.124031250631199,-0.508926365962211,0.632617628949984,-0.0596405075003261,-0.188690709327265,0.0893094041888878,-0.166047218710864,0.100020665817875,0.00201754623852728,-0.0154695882760662
"RPAP2",-0.269378159544443,0.187359044275888,-0.265763944961525,-0.65947203231081,0.0307434540285772,0.0418413138624355,-0.0486730471097493,0.0716900962739639,0.158783777859754,-0.147358561842465,-0.0900228059468374
"EVI5",-0.266999512194079,-0.130433239908281,-0.159942754764195,0.774672600630657,0.0710698290388024,-0.199323605977203,-0.063351005401623,-0.078240857624535,0.203224974267178,-0.0645676123419559,0.00861088157247659
"RPL5",0.192550463152349,-0.00314761035652195,0.302316071272984,0.333666673745821,0.149484528410179,-0.0157747543546306,0.129150920108303,0.215266442456769,0.540366392694385,0.424895255360182,0.226877438248982
"DIPK1A",-0.499069604068142,-0.0153569281441822,-0.496151927755831,0.115760043544884,-0.0888827909613506,-0.119846595514708,-0.132603273850561,-0.108252210602315,-0.61719521569029,-0.506312263801665,-0.246791076684416
"MTF2",-0.071626116127004,-0.0774788911869585,0.0276547503465453,-0.0776580419109754,-0.25337145125652,-0.305953482641455,-0.0217960450616591,-0.0451481708459913,-0.264396226608119,-0.0381055330704622,-0.11278792083626
"TMED5",-0.151107132889119,-0.0871433147461646,-0.00910655215966309,0.918217673600872,-0.0178811123783257,-0.411858093141695,-0.159585504715113,0.168495799516564,0.184424286528062,0.122751987781657,0.0557208037397075
"CCDC18",0.366791201535281,0.400270883713063,0.369740906245977,1.47225338273452,0.52838745690995,-0.452130400665236,0.331042604108317,0.153233749077476,0.367330737622072,0.265784447124631,0.380270496840605
"CCDC18-AS1",0.137539244763776,0.254565463912737,-0.305204283613159,0.742538948013917,1.24767420441646,0.24735062607794,0.167793872543429,0.374627768428993,0.659178499192586,0.206100222179065,0.373216456591574
"DR1",0.627495696586275,0.131458785138523,0.215270797382666,-0.0927014685925612,0.124006740417478,0.158376071635982,0.112373157371217,0.00123005595315723,0.14635063247587,0.181164759628628,0.160502522799723
"FNBP1L",-0.0864046588746549,0.127285933217859,0.0831680458651312,-0.169805822563117,-0.0972592564976266,0.365098789392074,-0.0289010362053765,0.0445859702172131,-0.365339398810415,-0.110869953807677,-0.023844138806659
"BCAR3",1.15733441154019,0.894777991360954,0.231926583447232,0.14936491256948,1.07658542123744,1.22738512517331,0.246396981116876,0.221611457428244,0.711383575315262,0.342279255792423,0.625904571498141
"DNTTIP2",-0.0518258195944486,0.122902590755731,-0.201455768701548,0.162924639941649,-0.0827355655595981,-0.0572237092917172,0.160438561684523,0.0493121981909344,0.0537948768612001,0.141430958026356,0.0297562962313081
"GCLM",-0.222403006027644,0.264017048567622,-0.149407707144436,0.784009291570944,0.776191104574742,0.158633888168592,0.0247827774081407,0.184737597877354,0.53928576905007,0.315496615246786,0.267534337929217
"ARHGAP29",0.525865359915032,0.108550410715925,0.0670299469004984,1.00900351787619,0.310953151408891,-0.206417488361074,-0.713060028489398,1.35130869065348,-0.985383804875683,0.461260704419828,0.192911046016368
"ABCD3",0.0363524405766089,0.208802509624531,-0.0693131228513496,-0.267306229911126,-0.083951335249891,-0.226089488480537,0.00970512019058718,0.210504961181918,-0.186349965962243,-0.173092830557396,-0.0540737941438897
"F3",0.0788729530428397,-1.77827453900257,2.82955931845975,0.630122175465453,-1.23542380340713,-0.588353263769789,1.20411170023883,1.67312053982374,0.921315687162198,-0.249513985289981,0.348553678272334
"CNN3",0.0695476829449347,-0.0748146103938742,-0.222892230829832,0.0465631712803717,-0.235596959676227,0.48265136918245,0.188824374307419,0.142873708128451,0.0871339691583797,-0.181623864114615,0.0302666609987459
"AC105942.1",-0.511481853420891,0.384328898493177,-0.82734626695819,0.47649949967251,-0.0120689405441623,-0.039242711378461,0.272191671532261,0.143207582033955,0.712047849607894,-0.088477526770859,0.0509658202267235
"ALG14",-0.48323445417983,-0.0788503644878053,-0.378283855264495,0.41717982284629,-0.150803734733714,-0.183741182461129,-0.14959016495111,0.171412802978445,-0.128330500161068,-0.163834167477921,-0.112807579789234
"TLCD4",0.19415841680528,-0.590375966727071,-0.865676476147482,-1.71650965387849,-0.59096490710401,-0.910559240529424,-0.478960555826484,0.790134191526176,-0.474746526413309,-0.422713278867836,-0.506621399716265
"RWDD3",-0.19456393743407,-0.264420128632584,-0.0134921428677604,-0.569368248211936,0.0780137894321524,0.111611162720402,-0.0794677037898984,-0.488360458773281,-0.03725948810706,-0.559245958524091,-0.201655311418813
"PTBP2",-0.137734472961015,-0.335329614071832,-0.118171586317765,-0.284503780058886,-0.290132061106593,-0.0396208891403253,-0.155134945354678,0.0593423940904329,-0.28506754254893,-0.170362080786626,-0.175671457825622
"DPYD",-0.846802622078913,-0.385867724125019,-0.261009811610873,0.126437570321738,-0.101058485512285,-0.285972977297081,-0.803734270913634,0.586457713948125,-1.24472592504417,-1.60702974447351,-0.482330627678562
"DPYD-AS1",-0.748444251696816,-0.856673641111337,-0.518320321304447,2.92682106961029,0.0719107796324524,-0.323658365448117,-0.741672068226296,1.21467513728435,-1.30511969202602,-1.24078530631483,-0.152126665960077
"MIR137HG",-0.85073611949011,-0.064151702712411,-0.673763280742753,-0.591800996219292,-0.651257800601386,-0.943116380104148,-0.816673267141783,0.84741603912849,-1.39464696942925,-1.49161138601737,-0.663034186333001
"BX005019.1",-1.33633995117181,0.444897618998486,-0.584183390089096,0.00873275683974356,-0.944810980101573,-0.569145625924482,-0.553781649120121,2.1630989922603,-3.09209162970783,-1.621705241298,-0.608532909931438
"LINC01776",-1.69049962858397,0.443852159402363,-1.16196332756623,0.00715775504807872,-0.120608183600617,-1.39834866506263,-1.25620540325146,1.01057079644695,-0.0375470079444166,-1.80767872426529,-0.601127022937722
"SNX7",0.0976733249145267,0.470291728746022,-1.02005411196996,-0.00253689896910335,0.300921232378129,-0.516812795905822,-0.254155113636308,-0.227333440446897,0.0638869185540815,-0.114060453720141,-0.120217961005547
"PLPPR5",-0.575890994946381,0.521323483084808,-0.571201751403151,0.550187730332497,1.16756452250983,0.137093021800285,-0.309892968415654,-0.632531733473619,-0.2455766188395,-0.707819643860283,-0.0666744953211173
"AL445433.2",-1.36727461829152,-0.244328809831858,-0.861420550164075,-0.0044581812267779,-0.947586550287527,-0.744740187147604,-0.238144389843473,-1.25448735918647,-0.98160756443705,-1.57098731660967,-0.821503552702603
"PLPPR4",-0.846260937734735,0.543988724693522,-1.20361161836204,-1.05162063673677,-1.64753146989399,-0.799228987596696,-0.490972029638487,-0.401640078353371,-0.603581700833194,-1.0062262770343,-0.750668501149007
"PALMD",-0.818312713918447,-0.105766083928544,-1.66166581005777,-0.265655598415468,-2.24484640777627,0.281230474034847,-1.05718870813612,-3.10959714232455,-1.33588792526471,1.63303623043835,-0.868465368534868
"AGL",-0.252731186183588,0.19905442538223,-0.0676977874466786,-0.0394298604772579,0.32885130800519,-0.376776174155238,-0.174356836732562,-0.0406793468985231,0.120985798651742,-0.0812295396789264,-0.0384009199533612
"SLC35A3",-0.290322811128702,-0.03677764337774,-0.00859006799905562,-0.137741294797582,-0.157312637916135,-0.322821271310286,-0.0656045404829404,-0.0881921608480943,-0.174414040433791,-0.214598979574505,-0.149637544786883
"MFSD14A",-0.167313556380662,0.225527176696374,0.0279150006717501,0.425024666072776,0.0122027927904639,-0.0608388994781434,0.0188441520793742,0.0280333338567116,0.089871684563319,-0.0803969219312255,0.0518869428940738
"AC093019.2",0.308978051692943,0.508741907927159,0.295540644106656,0.856030747023861,0.619339835429881,0.675062658696809,0.192858413918807,-0.0790585004748142,-0.0400423528493099,-0.259555720231655,0.307789568524034
"SASS6",-0.00867176067535628,0.654011211503728,-0.042945175230077,0.88628395256313,-0.46105927995352,-0.707046246256161,-0.519349452930992,-0.0171629936988669,0.0164193757765649,-0.00689400505847137,-0.0206414373960022
"TRMT13",-0.375019623708601,0.515993534471448,-0.183748203524047,1.21981069403402,0.0714055071567516,-0.281121746247754,-0.0760382899313663,-0.0364208772334778,0.165241319058671,-0.0718687980016664,0.0948233516073976
"LRRC39",-0.308485510438245,-0.424913093727866,-0.318533989921863,-0.306005532456654,0.59157197675155,-1.4045989058239,-0.0196629780302631,0.331787630476,0.23130808290803,0.138894503359736,-0.148863781690347
"DBT",0.169633180807201,-0.135110185380912,0.189385324007114,-0.643362325144045,-0.123169996399615,-0.0962638845169685,-0.174297177151041,-0.07550722527531,0.17504068420499,-0.0150548913766922,-0.0728706496225278
"AL445928.2",0.628638650322159,0.16245662530005,-0.0813538387114906,3.15149774083747,-0.195728975342532,-0.444389393508791,0.00343359249335164,0.00565345246515499,0.807511429522723,-0.138843936515082,0.389887534686301
"RTCA-AS1",-0.130019690079345,0.166090790974322,-0.445967523707396,2.32098807529016,0.9781751286933,0.193359793535725,-0.453843539238401,-0.166684956313431,0.554412798011282,-0.458486534789393,0.255802434237683
"RTCA",0.0651744935774798,0.16581897317526,0.194211083316698,-0.107596949039008,0.157114570949011,0.174269615174184,-0.140584796114633,0.251155734570828,-0.265236964623338,-0.0221366849125002,0.0472189076073982
"CDC14A",1.28495561284203,0.554708291108227,0.661802189912352,1.08105074726336,-0.0343491959341364,0.000143165122657856,0.136521027347762,0.180426853955653,0.27045118171064,0.176862286321715,0.431257215965026
"VCAM1",0.309272494746686,0.533645034161838,3.1996702464719,0.976678273635831,1.20730508174486,2.20847364983491,1.2037615746642,1.16720598114695,1.67581749535703,0.634649080424487,1.31164789121887
"EXTL2",0.0678346640940646,-0.367298919555353,-0.650034429007727,0.318054949415927,0.100131913519255,0.0211893548802141,-0.0368019156888055,-0.195393032642773,0.8342365299697,0.050837748706323,0.0142756863690826
"SLC30A7",-0.330330575810854,-0.0202996442775017,-0.303044819966314,-0.184832357571453,0.432311489285318,-0.262650364594622,-0.269091727832964,-0.0316970035382692,0.234135717721547,0.100376133097527,-0.0635123153487586
"DPH5",0.315366673747667,0.421338811060935,0.0906826818532169,0.102087716111381,0.443008651365273,0.491930365320944,-0.226575646923051,-0.169081169661153,0.417686096936481,-0.0592406280911615,0.182720355172053
"AC093157.1",0.853409925567927,0.522960738527595,0.180395176952878,0.332065198764236,0.17919089626095,0.00150960503055674,0.0617436065834059,-0.0392597599044796,0.951810533254332,0.123743079338543,0.316756900037594
"S1PR1",0.482040779828602,-1.12394229895258,2.15308633734726,-0.242407461489533,-0.202451996565342,-0.525433371979391,-0.035828840815528,-0.32763372436718,1.05204020696244,0.129953593341152,0.13594232233099
"OLFM3",-0.253034913094209,0.563888523111817,-1.35208721399351,2.49847381867716,3.19795222551662,-0.754803483201554,-0.507595159664695,1.00471269596633,4.44797142538587,3.04281487377958,1.18882927924834
"AC114485.1",-4.50679786507828,0.372996410577831,-1.62895342084949,0,-1.49491501115722,-3.30110879598642,-2.88762999620775,-0.0168837492398154,2.26279673536807,-1.39827409550814,-1.25987697880812
"COL11A1",-0.091596731685542,0.915916678519289,0.605753780984079,2.32445635912493,0.591846438086988,0.347764629807347,-0.388106033936184,-0.21744177634049,0.419630697036377,-0.0893028072994485,0.441892123429735
"RNPC3",0.0579384639841227,0.217939223482549,0.0987237616190904,-0.0178960069497271,-0.134759310236847,-0.517553434391037,0.0860181222203013,-0.0975739912367565,0.132632546117784,-0.187070444205049,-0.0361601069595569
"AMY2B",-0.219661402932965,0.870582092984637,-0.0478995322415534,1.81955554984028,0.670192869869555,0.201589552585926,0.0246505601590507,0.254154702452744,0.732430515669972,0.326853556588991,0.463244846497664
"PRMT6",0.280786442467549,0.13661629294127,0.0509562735019665,-0.505411308260061,-0.0824069180633766,0.0766217678466135,-0.0672423409056084,-0.0970550028115842,-0.0744191050596021,-0.0683054244088815,-0.0349859322751715
"NTNG1",1.99921073688729,1.85806766283989,0.0485636033513018,-0.363668755650022,-0.500712824835281,-1.60151770220382,-0.387028851171601,-0.0385998605592726,-0.121417679975895,-0.870739945648021,0.00221563830345746
"VAV3",-0.443901743571183,0.231372322835979,-0.786608682584402,1.24485370753785,0.0697659324141822,1.50885355407964,-0.901021087483908,-0.752641880498804,0.436134069442668,0.266588411131022,0.0873394603303047
"SLC25A24",-0.0142922778180013,-0.304592936309802,0.0836388461984442,0.631052692633906,-0.721134507234344,0.135865435565417,-0.276368765605511,-0.1254920522032,-0.554726106545653,-0.242524847542936,-0.138857451886168
"FAM102B",-0.225345923434234,-0.0170466029316772,-0.293642147396539,1.68082432100335,-0.32847112607328,-0.433655702017428,-0.0535062352916,-0.00887067363451202,-0.260170644939389,-0.19614640954526,-0.0136031144260574
"PRPF38B",-0.214149073510693,-0.183351621245081,0.0397574824342005,0.159778242676759,0.0374674202943583,0.185950240725729,-0.113007205327061,-0.183482479991651,-0.0281108461316675,0.000475767566938582,-0.0298672072508168
"STXBP3",0.348144778803565,0.434089738413391,0.545170125942854,0.0979302208369966,0.332959363036095,-1.07503825319408,-0.114782791026066,0.54426029235064,0.290794005124368,-0.193826087036337,0.120970139325143
"AKNAD1",-0.296780565457107,0.263765623051206,-0.576247532779757,-0.616075641855696,0.686014751325586,-0.552651304733481,-0.227765552367902,0.361157288421369,-0.170901467977762,-0.226677326797781,-0.135616172917133
"GPSM2",0.16330182697539,0.354055433619861,-0.267147533146141,-0.586963607028343,0.0162596685285035,0.418300862236819,-0.153044138891297,0.0806570108151604,0.174938401543465,-0.300100809333595,-0.00997428846801771
"CLCC1",0.192629045113625,0.716682318019006,-0.0263706166827535,-0.0506786425038144,0.337258513992532,0.303995068629211,0.146571386077209,0.35571257977966,0.0993969710559115,0.300683626433401,0.237588024991399
"WDR47",-0.122342725563991,-0.270740783513486,0.0893080867870378,-0.69354626466649,-0.29203412918169,0.0913726011673241,0.0487194438377861,-0.0685723475617806,-0.72664581941182,-0.599886463324797,-0.254436840143191
"TAF13",0.0050643363076498,-0.169160551252821,-0.00533187458730918,0.161801869569721,0.521567286359561,0.0113264582402204,0.345406325346758,-0.188989617005155,0.207308198204528,-0.427845416977756,0.0461147014205397
"TMEM167B",-0.0783358737866061,-0.240680184328377,0.0527746938719834,0.19673737357461,-0.406939342289511,-0.0398042227065033,-0.171800795006085,0.0959937481737596,0.0660605877929023,-0.249587237606408,-0.0775581252310234
"C1orf194",-0.603094184986505,0.703270059111253,-1.40045843664509,-0.534766027693552,-0.179335880305967,-1.6301212254513,-0.21877440942041,0.305501321820192,-1.21953681101467,-1.08740575689166,-0.58647213514777
"KIAA1324",-0.370378482242584,0.383951816714517,-0.0981918935227377,-2.93801882050255,0.19530047240094,-0.503172693003418,-0.0378530060950667,-0.643097846592121,-0.0749659305065638,-0.813055731073046,-0.489948211442263
"SARS",0.258446733796578,-0.0334744501995314,0.111429985686736,-0.177272274379493,0.27611975526619,0.197440107527615,0.0083456356190996,0.0631785992857491,-0.0702199944197637,-0.0185502133325379,0.0615443884850643
"CELSR2",0.385072812325478,-0.198987867116592,0.0103487223454507,-0.247819762093903,0.266545511588703,0.342414078948157,0.108267494569129,-0.019526064772368,0.0350035552498944,-0.167029408679537,0.0514289072364411
"PSRC1",-0.016689649318012,0.31638721622564,0.322532352988724,1.02635767335156,-0.434621927791176,0.667463924683238,0.483644243949232,0.0673384658661617,0.920023693766231,0.181209893470187,0.353364588719179
"SORT1",-0.299621885757433,0.014523324517862,-0.0254202381959481,0.139582131238513,-0.0910276198815081,0.236228935321794,-0.196819881896736,-0.0144060473589545,-0.29805574169757,-0.367958352825825,-0.0902975376535805
"PSMA5",0.0983759922803424,0.143457301877046,0.176816570142889,0.273127209094735,0.034641150197737,0.145121639592562,0.205941582776434,0.03440828957956,0.231332474992092,0.2938914000235,0.16371136105569
