"","res_list.IN_2.log2FoldChange","res_list.IN_1.log2FoldChange","res_list.IN.log2FoldChange","res_list.nIN_1.log2FoldChange","res_list.nIN.log2FoldChange","res_list.nEN_1.log2FoldChange","res_list.nEN.log2FoldChange","res_list.IPC.log2FoldChange","res_list.MGE.log2FoldChange","res_list.RG.log2FoldChange","Mean"
"CLCN6",-0.398644272776888,-0.310293683456472,-0.350109665655312,-0.0711107876409359,-0.39642605491237,-0.471328041572443,-0.487501807598631,-0.41911721290626,0.0207773269683287,-0.527170336589026,-0.341092453614001
"NPPA",0.221421359272434,0.170517489054276,-2.06599567476684,0.578069888630248,-0.682288789513777,2.92285387706511,0.779985378542082,0.0920149873160296,-2.1395914301306,-0.140036821259384,-0.0263049735790423
"KIAA2013",-0.0417848703489982,-0.256048760238009,0.352427213673932,0.158274619231152,-0.361849170444694,-0.188189616950524,0.027414388164387,0.205889679274525,0.0242906382557468,0.103079182394289,0.00235033030118063
"PLOD1",0.412685119025473,-0.359883613801243,0.613006310418859,0.35761815070808,-0.71375740351476,0.0621545159538549,0.461861600777925,1.95606943120229,0.0357938428857298,-0.105229552913486,0.272031840074272
"MFN2",-0.155251278692258,-0.0433582063186569,0.100499268787039,-1.19529177562346,0.137899790641525,0.311792845062586,0.146980700312312,-0.13752890853004,0.00870001732220277,-0.214667689449381,-0.104022523648813
"MIIP",0.204968735090688,0.000820516070786589,-0.143436380626021,0.571076887522128,0.403846130976646,0.3026488771585,-0.0390463148325428,-0.181770500060665,0.545624955485858,0.0482839822013017,0.171301688898668
"VPS13D",-0.129757804833223,-0.187647482621633,-0.0180280319527617,0.643741318382905,0.139189362435488,-0.203137035827344,-0.00787513782910328,-0.0117558232073535,-0.154438605600607,-0.2608354934074,-0.0190544734461034
"DHRS3",-4.15832464703499,-0.905077827693281,-1.00232776598249,0.958491300439554,-0.349224134351217,1.76808175484492,-0.736240194778189,-1.79526925709465,-0.320339109470614,-1.16232034820813,-0.770255022932909
"PDPN",-0.350046409660266,-1.34571409140716,0.111028035946523,-0.773009299827952,-0.29310507040032,0.964688210887135,-0.295079792413183,-0.961516725357719,-0.484969613065553,-1.04950328588048,-0.447722804117897
"PRDM2",-0.0220625207736797,0.138713602444903,-0.0259605811328416,0.448675428292599,-0.101219075041477,0.00416657097918926,-0.0526576061051149,0.0871320561818464,-0.109243947828101,-0.0272867044810771,0.0340257222536247
"KAZN",-0.218740786514865,0.164491650996415,-0.457047406933121,0.185151288305461,-0.173035873571249,-0.572639181078888,-0.170694985731928,-0.189946202398655,0.0607885801326368,-0.593546275005671,-0.196521919179986
"AL357873.1",0.600150529910543,1.37257588548638,-0.276103841145193,0.793833709095593,0.301677730461662,0.230260751474726,-0.283940457624178,1.68010433662646,-0.579696957303401,-0.28916924480231,0.354969244218028
"KAZN-AS1",-0.0139772428574974,0.362999441107971,0.136032899455422,-0.518358124199676,1.24247961452177,-0.192758558002255,-0.036500059608277,1.18115028248188,0.083573605479149,-0.383037993206155,0.186160386517233
"AL031293.1",0.104658363607923,0.413504155208031,-0.0757156847285872,0.865332818494577,0.454944352573394,-0.8046723097385,-0.193685326020712,-1.17347665624577,-0.262370097460043,-0.915548002367438,-0.158702838667712
"FHAD1",1.43454002193338,-1.11134487167925,-0.372103577939069,-0.650102315028762,0.0207459755044536,1.17612456861901,-0.277733074446891,1.13563583122101,1.36128881512531,-0.177797016543663,0.253925435676553
"EFHD2",0.417314270437922,0.123980023741124,-0.308554230344574,-0.100462290501291,-0.501122972626525,-0.2611212412124,0.164961011670148,0.170667438851312,-0.302676548090414,0.203116546592609,-0.0393897991482088
"CASP9",0.312940655962324,0.313857589435046,0.578472445942433,0.680193410568896,0.926376422501701,-0.380675358558204,0.12531116635037,-0.179342989326031,0.0541612921385361,-0.0176719667424531,0.241362266827262
